Pfam_code,alignment_type,score_original
PF02377,HMMER,3.36
PF02383,FULL,2.76
PF02389,HMMER,4.64
PF02394,HMMER,0.92
PF02412,HMMER,2.84
PF02434,SEED,1.79
PF02437,HMMER,1.79
PF02450,FULL,3.75
PF02453,FULL,3.29
PF02460,HMMER,1.87
PF02463,FULL,0.66
PF02466,HMMER,0.75
PF02469,HMMER,0.91
PF02475,HMMER,0.86
PF02485,HMMER,1.78
PF02492,HMMER,4.96
PF02493,HMMER,1.83
PF02494,HMMER,1.76
PF02513,HMMER,2.38
PF02515,HMMER,1.11
PF02516,HMMER,3.39
PF02518,HMMER,2.18
PF02525,HMMER,2.57
PF02535,SEED,1.2
PF02536,HMMER,0.44
PF02540,HMMER,0.31
PF02544,SEED,3.19
PF02574,HMMER,2.01
PF02580,FULL,3.44
PF02617,FULL,3.43
PF02629,HMMER,0.49
PF02630,HMMER,3.37
PF02668,HMMER,1.13
PF02671,FULL,1.82
PF02690,HMMER,2.53
PF02709,HMMER,2.91
PF02714,HMMER,3.44
PF02727,HMMER,3.0
PF02728,FULL,3.0
PF02729,HMMER,1.25
PF02732,HMMER,0.12
PF02735,HMMER,0.31
PF02736,HMMER,2.07
PF02737,HMMER,1.04
PF02738,HMMER,2.74
PF02750,HMMER,4.28
PF02752,HMMER,1.36
PF02755,HMMER,2.29
PF02758,SEED,0.97
PF02759,HMMER,0.71
PF02760,HMMER,2.59
PF02761,HMMER,3.66
PF02762,HMMER,4.39
PF02769,FULL,0.72
PF02770,HMMER,1.47
PF02771,HMMER,1.07
PF02772,HMMER,4.63
PF02773,HMMER,4.85
PF02775,HMMER,1.38
PF02776,HMMER,1.54
PF02779,HMMER,0.94
PF02780,FULL,1.82
PF02781,HMMER,1.62
PF02782,FULL,1.59
PF02784,FULL,3.34
PF02785,HMMER,1.6
PF02786,HMMER,1.35
PF02787,FULL,3.02
PF02791,HMMER,1.48
PF02792,HMMER,5.29
PF02793,HMMER,1.59
PF02798,HMMER,1.63
PF02799,HMMER,4.47
PF02800,HMMER,4.03
PF02801,HMMER,1.09
PF02803,HMMER,2.16
PF02806,HMMER,3.77
PF02807,FULL,4.58
PF02809,HMMER,2.1
PF02812,FULL,5.25
PF02815,HMMER,1.1
PF02816,HMMER,1.16
PF02817,HMMER,1.93
PF02818,HMMER,3.25
PF02820,HMMER,1.87
PF02822,FULL,2.75
PF02824,HMMER,1.53
PF02825,HMMER,1.18
PF02826,HMMER,2.0
PF02827,HMMER,1.36
PF02828,HMMER,0.91
PF02833,HMMER,1.71
PF02836,FULL,3.7
PF02837,HMMER,4.57
PF02841,HMMER,2.4
PF02845,HMMER,1.0
PF02847,HMMER,0.66
PF02852,SEED,2.18
PF02854,SEED,0.4
PF02862,FULL,2.21
PF02864,FULL,2.65
PF02865,HMMER,1.83
PF02866,HMMER,1.61
PF02874,HMMER,0.75
PF02877,HMMER,1.82
PF02878,HMMER,1.41
PF02879,HMMER,1.52
PF02880,HMMER,1.36
PF02881,HMMER,0.43
PF02882,HMMER,2.31
PF02883,HMMER,0.73
PF02886,HMMER,0.77
PF02887,HMMER,3.5
PF02888,HMMER,3.55
PF02889,FULL,1.01
PF02891,HMMER,3.97
PF02892,HMMER,2.2
PF02893,HMMER,0.76
PF02897,HMMER,0.21
PF02898,HMMER,3.92
PF02902,HMMER,1.61
PF02906,FULL,3.94
PF02911,HMMER,1.47
PF02913,HMMER,0.38
PF02919,HMMER,4.02
PF02921,HMMER,4.83
PF02926,HMMER,0.81
PF02928,HMMER,2.75
PF02931,HMMER,1.4
PF02932,FULL,1.34
PF02933,FULL,3.73
PF02936,HMMER,3.24
PF02946,HMMER,2.26
PF02948,HMMER,5.15
PF02953,HMMER,1.3
PF02961,HMMER,1.99
PF02966,HMMER,2.11
PF02969,HMMER,2.17
PF02984,HMMER,0.73
PF02985,FULL,1.06
PF02990,HMMER,1.93
PF02991,HMMER,2.82
PF02994,HMMER,2.22
PF02996,HMMER,0.38
PF03002,HMMER,5.23
PF03006,HMMER,0.69
PF03009,FULL,1.28
PF03015,HMMER,3.45
PF03016,FULL,1.66
PF03020,FULL,2.32
PF03024,SEED,1.74
PF03028,HMMER,2.12
PF03029,HMMER,1.43
PF03031,HMMER,1.81
PF03034,HMMER,1.97
PF03036,HMMER,1.36
PF03045,HMMER,1.78
PF03055,HMMER,2.02
PF03061,HMMER,0.94
PF03062,HMMER,0.2
PF03066,FULL,3.55
PF03068,HMMER,3.3
PF03071,HMMER,1.91
PF03073,FULL,3.26
PF03083,HMMER,0.81
PF03096,HMMER,3.63
PF03097,FULL,1.58
PF03098,HMMER,1.66
PF03104,HMMER,0.43
PF03105,HMMER,-1.67
PF03109,HMMER,1.17
PF03114,HMMER,0.8
PF03127,HMMER,1.75
PF03128,HMMER,4.04
PF03129,HMMER,0.61
PF03131,HMMER,1.93
PF03133,HMMER,1.28
PF03134,HMMER,3.51
PF03137,HMMER,1.83
PF03144,HMMER,0.78
PF03145,HMMER,3.79
PF03147,HMMER,1.67
PF03148,HMMER,1.25
PF03151,HMMER,0.66
PF03153,HMMER,1.83
PF03154,HMMER,2.82
PF03155,FULL,4.34
PF03159,HMMER,3.05
PF03160,FULL,1.02
PF03165,HMMER,2.24
PF03166,FULL,3.01
PF03167,HMMER,-0.04
PF03171,FULL,4.46
PF03172,HMMER,2.23
PF03176,HMMER,0.44
PF03177,HMMER,0.02
PF03178,HMMER,0.86
PF03179,FULL,3.59
PF03184,HMMER,1.11
PF03185,HMMER,1.78
PF03188,HMMER,1.47
PF03189,HMMER,1.89
PF03194,HMMER,2.63
PF03208,HMMER,1.23
PF03221,HMMER,1.56
PF03223,HMMER,3.37
PF03226,HMMER,1.79
PF03247,HMMER,2.38
PF03250,HMMER,2.74
PF03253,FULL,4.41
PF03256,HMMER,1.69
PF03259,HMMER,1.46
PF03261,HMMER,3.87
PF03265,HMMER,2.05
PF03271,HMMER,3.77
PF03281,SEED,1.06
PF03285,HMMER,1.92
PF03298,HMMER,1.92
PF03299,HMMER,4.25
PF03311,HMMER,2.94
PF03332,HMMER,3.77
PF03348,HMMER,2.26
PF03351,HMMER,0.67
PF03357,HMMER,0.91
PF03359,HMMER,2.45
PF03360,FULL,3.46
PF03364,HMMER,4.43
PF03366,HMMER,2.42
PF03367,HMMER,2.06
PF03370,HMMER,1.82
PF03371,HMMER,0.59
PF03372,FULL,0.66
PF03381,HMMER,2.9
PF03388,HMMER,2.21
PF03399,FULL,2.22
PF03402,HMMER,1.69
PF03403,SEED,2.27
PF03414,HMMER,2.06
PF03416,HMMER,2.46
PF03435,HMMER,0.61
PF03441,HMMER,5.17
PF03446,HMMER,0.89
PF03450,FULL,2.19
PF03451,HMMER,3.09
PF03455,HMMER,1.36
PF03456,FULL,1.81
PF03462,HMMER,2.48
PF03464,HMMER,-0.1
PF03465,HMMER,0.75
PF03467,HMMER,3.97
PF03473,HMMER,2.3
PF03474,HMMER,3.13
PF03476,HMMER,2.23
PF03489,HMMER,1.61
PF03493,HMMER,1.94
PF03501,HMMER,4.03
PF03516,HMMER,2.88
PF03520,HMMER,2.46
PF03521,HMMER,2.72
PF03522,HMMER,2.14
PF03528,HMMER,2.35
PF03529,FULL,2.9
PF03530,HMMER,3.36
PF03535,HMMER,2.24
PF03546,FULL,3.89
PF03556,HMMER,2.55
PF03561,FULL,1.35
PF03567,SEED,0.89
PF03572,HMMER,1.62
PF03577,HMMER,2.89
PF03607,HMMER,1.51
PF03615,HMMER,4.0
PF03619,HMMER,1.41
PF03623,HMMER,3.02
PF03630,HMMER,3.08
PF03637,HMMER,2.65
PF03638,HMMER,4.06
PF03643,FULL,2.72
PF03645,FULL,1.75
PF03647,HMMER,3.05
PF03650,HMMER,1.76
PF03662,HMMER,2.49
PF03665,HMMER,2.34
PF03700,HMMER,1.52
PF03712,HMMER,1.49
PF03719,HMMER,0.6
PF03725,HMMER,0.45
PF03727,FULL,3.23
PF03730,FULL,2.0
PF03731,HMMER,0.15
PF03736,FULL,1.01
PF03747,HMMER,0.92
PF03764,FULL,1.48
PF03765,HMMER,2.41
PF03770,SEED,1.6
PF03781,HMMER,2.78
PF03782,FULL,2.08
PF03792,HMMER,4.34
PF03798,HMMER,0.54
PF03803,HMMER,3.17
PF03807,SEED,0.61
PF03810,HMMER,0.58
PF03815,HMMER,1.9
PF03820,HMMER,1.91
PF03821,HMMER,1.9
PF03826,HMMER,2.89
PF03828,HMMER,1.51
PF03832,HMMER,1.76
PF03836,FULL,3.38
PF03853,HMMER,1.22
PF03859,HMMER,5.21
PF03874,HMMER,1.02
PF03876,HMMER,0.48
PF03878,HMMER,3.23
PF03881,HMMER,3.56
PF03901,HMMER,0.29
PF03909,HMMER,0.68
PF03914,HMMER,1.06
PF03915,HMMER,3.07
PF03920,HMMER,4.41
PF03921,SEED,1.55
PF03931,HMMER,1.32
PF03942,FULL,2.62
PF03943,HMMER,3.94
PF03946,FULL,2.15
PF03947,HMMER,0.89
PF03949,HMMER,3.13
PF03950,HMMER,0.84
PF03952,HMMER,4.23
PF03953,HMMER,2.75
PF03954,HMMER,2.38
PF03957,HMMER,1.99
PF03966,HMMER,0.44
PF03982,HMMER,2.76
PF03987,FULL,2.87
PF03992,HMMER,2.19
PF03999,HMMER,0.64
PF04000,HMMER,0.74
PF04003,HMMER,0.47
PF04005,HMMER,2.57
PF04042,HMMER,0.05
PF04046,HMMER,1.86
PF04051,HMMER,1.17
PF04053,FULL,2.84
PF04055,FULL,0.6
PF04056,HMMER,5.08
PF04061,HMMER,4.61
PF04068,HMMER,1.17
PF04072,HMMER,1.65
PF04089,FULL,1.28
PF04091,HMMER,4.0
PF04099,FULL,3.12
PF04103,HMMER,0.77
PF04109,HMMER,2.8
PF04111,HMMER,3.5
PF04113,HMMER,-2.0
PF04116,HMMER,0.86
PF04117,FULL,2.66
PF04118,HMMER,3.2
PF04127,HMMER,1.0
PF04130,FULL,1.78
PF04133,HMMER,3.6
PF04137,FULL,4.25
PF04139,HMMER,2.16
PF04142,HMMER,1.48
PF04144,HMMER,3.14
PF04145,HMMER,1.43
PF04146,FULL,3.25
PF04153,HMMER,1.08
PF04157,FULL,2.69
PF04177,HMMER,4.4
PF04178,HMMER,1.1
PF04184,HMMER,4.31
PF04193,SEED,0.25
PF04194,HMMER,1.97
PF04201,HMMER,3.04
PF04212,HMMER,1.39
PF04218,HMMER,1.5
PF04253,HMMER,2.25
PF04258,HMMER,1.73
PF04280,HMMER,0.05
PF04300,HMMER,2.2
PF04326,HMMER,1.87
PF04379,HMMER,1.7
PF04382,HMMER,2.74
PF04387,HMMER,1.94
PF04389,HMMER,0.99
PF04408,HMMER,1.87
PF04410,FULL,0.54
PF04419,HMMER,2.17
PF04424,HMMER,3.82
PF04427,HMMER,0.9
PF04430,HMMER,0.66
PF04433,HMMER,1.43
PF04434,HMMER,1.47
PF04438,HMMER,2.22
PF04440,HMMER,1.29
PF04487,HMMER,2.26
PF04488,HMMER,2.03
PF04494,FULL,1.5
PF04495,HMMER,4.04
PF04499,HMMER,2.9
PF04500,HMMER,4.31
PF04502,HMMER,0.76
PF04503,FULL,4.69
PF04505,FULL,2.51
PF04511,HMMER,2.75
PF04515,HMMER,2.29
PF04516,HMMER,2.62
PF04538,HMMER,1.27
PF04547,HMMER,1.97
PF04548,HMMER,1.91
PF04553,HMMER,2.05
PF04560,HMMER,2.23
PF04561,HMMER,0.55
PF04563,HMMER,1.2
PF04564,HMMER,1.19
PF04565,HMMER,1.9
PF04566,HMMER,1.9
PF04567,FULL,3.66
PF04571,HMMER,3.99
PF04572,HMMER,2.35
PF04577,HMMER,1.28
PF04579,FULL,5.01
PF04588,HMMER,2.47
PF04589,HMMER,2.2
PF04598,HMMER,0.87
PF04615,HMMER,4.21
PF04617,FULL,2.78
PF04621,FULL,3.73
PF04627,HMMER,4.71
PF04628,HMMER,2.75
PF04629,HMMER,1.26
PF04636,FULL,3.42
PF04643,FULL,1.08
PF04644,HMMER,0.78
PF04658,FULL,3.5
PF04664,HMMER,2.96
PF04666,FULL,3.13
PF04667,FULL,3.75
PF04670,HMMER,2.23
PF04675,HMMER,0.39
PF04676,HMMER,1.63
PF04677,HMMER,1.69
PF04678,FULL,2.42
PF04679,FULL,2.04
PF04680,FULL,5.12
PF04692,HMMER,0.99
PF04698,HMMER,2.22
PF04699,HMMER,3.75
PF04704,HMMER,3.06
PF04706,HMMER,2.43
PF04707,SEED,1.14
PF04710,FULL,4.29
PF04712,FULL,4.44
PF04714,FULL,4.94
PF04718,HMMER,4.46
PF04719,HMMER,4.52
PF04722,HMMER,4.77
PF04727,HMMER,1.47
PF04729,HMMER,4.58
PF04731,FULL,1.61
PF04732,HMMER,0.8
PF04739,FULL,5.13
PF04749,FULL,2.78
PF04750,HMMER,2.02
PF04752,HMMER,2.73
PF04756,HMMER,2.47
PF04757,HMMER,-0.07
PF04774,HMMER,2.03
PF04775,HMMER,3.53
PF04777,FULL,2.38
PF04790,HMMER,1.93
PF04791,HMMER,0.91
PF04799,HMMER,3.4
PF04802,FULL,4.54
PF04803,FULL,2.74
PF04810,FULL,3.47
PF04811,HMMER,1.65
PF04812,HMMER,2.41
PF04814,FULL,3.02
PF04815,HMMER,1.2
PF04818,HMMER,1.13
PF04819,HMMER,1.92
PF04824,HMMER,2.21
PF04825,HMMER,2.36
PF04826,HMMER,1.49
PF04828,HMMER,4.83
PF04831,HMMER,1.5
PF04832,HMMER,1.26
PF04836,HMMER,3.63
PF04840,HMMER,0.74
PF04845,HMMER,3.56
PF04847,HMMER,3.63
PF04849,HMMER,2.0
PF04851,HMMER,1.05
PF04856,HMMER,4.43
PF04857,HMMER,1.16
PF04868,HMMER,4.97
PF04880,FULL,3.84
PF04893,HMMER,0.75
PF04900,HMMER,1.41
PF04901,HMMER,1.79
PF04904,HMMER,4.81
PF04905,HMMER,3.07
PF04906,HMMER,2.06
PF04908,SEED,2.75
PF04916,HMMER,1.66
PF04921,HMMER,4.84
PF04922,HMMER,5.16
PF04923,FULL,4.09
PF04926,HMMER,4.26
PF04928,HMMER,4.85
PF04930,HMMER,3.41
PF04950,HMMER,0.9
PF04952,HMMER,2.84
PF04960,HMMER,4.4
PF04968,HMMER,3.24
PF04969,HMMER,0.63
PF04970,HMMER,2.05
PF04979,FULL,3.76
PF04983,FULL,2.12
PF04988,HMMER,2.13
PF04991,HMMER,2.59
PF04997,FULL,1.87
PF04998,HMMER,1.61
PF05000,HMMER,1.3
PF05001,FULL,4.55
PF05002,HMMER,1.92
PF05004,HMMER,2.48
PF05008,HMMER,1.19
PF05010,HMMER,3.03
PF05018,HMMER,0.77
PF05030,HMMER,3.52
PF05033,FULL,2.69
PF05039,HMMER,3.08
PF05041,HMMER,3.07
PF05044,HMMER,4.03
PF05047,HMMER,0.58
PF05049,HMMER,1.51
PF05053,HMMER,-2.0
PF05057,FULL,4.69
PF05063,HMMER,1.06
PF05064,HMMER,3.53
PF05066,HMMER,3.77
PF05071,HMMER,1.15
PF05093,HMMER,0.0
PF05104,FULL,2.67
PF05110,HMMER,1.96
PF05111,FULL,5.07
PF05118,HMMER,2.35
PF05147,HMMER,2.27
PF05154,HMMER,1.52
PF05175,HMMER,0.8
PF05184,HMMER,1.68
PF05186,HMMER,2.2
PF05188,HMMER,0.23
PF05189,HMMER,0.8
PF05190,SEED,0.11
PF05191,HMMER,3.65
PF05192,HMMER,0.68
PF05193,HMMER,0.17
PF05195,HMMER,0.77
PF05196,HMMER,3.32
PF05197,HMMER,2.72
PF05205,HMMER,4.06
PF05207,HMMER,3.15
PF05210,HMMER,2.73
PF05217,HMMER,1.7
PF05221,HMMER,3.58
PF05222,HMMER,0.81
PF05224,FULL,4.26
PF05225,HMMER,2.92
PF05236,HMMER,3.1
PF05241,HMMER,0.35
PF05253,HMMER,2.28
PF05255,HMMER,4.15
PF05270,HMMER,1.46
PF05276,HMMER,2.33
PF05279,HMMER,3.38
PF05283,HMMER,1.49
PF05287,FULL,1.42
PF05296,HMMER,1.59
PF05300,FULL,2.66
PF05308,HMMER,0.95
PF05324,FULL,4.96
PF05327,HMMER,4.87
PF05334,HMMER,2.84
PF05347,HMMER,1.06
PF05349,HMMER,2.27
PF05350,HMMER,4.68
PF05351,FULL,2.84
PF05361,HMMER,2.45
PF05362,HMMER,2.2
PF05383,HMMER,2.11
PF05386,HMMER,4.03
PF05392,HMMER,4.09
PF05395,HMMER,1.59
PF05406,FULL,2.88
PF05434,FULL,4.24
PF05456,HMMER,3.16
PF05461,HMMER,1.77
PF05463,HMMER,2.11
PF05470,HMMER,4.88
PF05474,HMMER,4.4
PF05478,HMMER,1.23
PF05485,FULL,2.1
PF05493,HMMER,4.58
PF05502,HMMER,-1.0
PF05507,HMMER,1.93
PF05510,HMMER,2.29
PF05517,HMMER,3.39
PF05527,HMMER,3.12
PF05529,HMMER,2.76
PF05556,HMMER,1.57
PF05572,FULL,3.56
PF05577,FULL,3.09
PF05586,HMMER,3.12
PF05587,HMMER,2.27
PF05602,HMMER,1.35
PF05605,HMMER,2.11
PF05609,HMMER,3.39
PF05622,HMMER,2.64
PF05624,HMMER,4.88
PF05640,HMMER,3.58
PF05641,FULL,5.12
PF05644,HMMER,1.55
PF05647,FULL,3.61
PF05648,HMMER,1.28
PF05649,FULL,2.37
PF05653,HMMER,2.05
PF05670,HMMER,0.88
PF05672,HMMER,2.36
PF05679,HMMER,1.23
PF05686,HMMER,1.87
PF05693,HMMER,4.18
PF05699,HMMER,0.25
PF05712,HMMER,2.69
PF05715,FULL,4.03
PF05716,HMMER,1.89
PF05719,HMMER,3.95
PF05721,HMMER,0.6
PF05729,HMMER,1.17
PF05731,HMMER,0.35
PF05735,HMMER,4.12
PF05739,FULL,1.35
PF05741,FULL,4.06
PF05743,HMMER,3.16
PF05746,FULL,1.47
PF05760,HMMER,1.29
PF05761,HMMER,1.76
PF05769,HMMER,2.86
PF05773,HMMER,0.57
PF05781,HMMER,1.05
PF05783,HMMER,2.75
PF05790,HMMER,0.25
PF05794,HMMER,2.72
PF05805,HMMER,1.72
PF05822,HMMER,3.32
PF05824,HMMER,4.82
PF05825,HMMER,1.62
PF05826,FULL,2.62
PF05827,HMMER,1.54
PF05831,SEED,1.38
PF05832,HMMER,4.25
PF05835,HMMER,2.18
PF05843,FULL,2.63
PF05875,HMMER,1.21
PF05891,HMMER,2.86
PF05902,HMMER,3.85
PF05903,HMMER,1.45
PF05914,HMMER,1.62
PF05916,FULL,1.23
PF05920,HMMER,3.18
PF05923,HMMER,2.1
PF05924,HMMER,2.16
PF05956,HMMER,1.1
PF05964,FULL,3.42
PF05965,HMMER,1.54
PF05972,HMMER,2.89
PF05978,HMMER,0.82
PF05986,HMMER,1.33
PF05994,HMMER,4.61
PF05997,FULL,3.67
PF06001,HMMER,5.47
PF06003,HMMER,2.71
PF06008,HMMER,0.51
PF06009,HMMER,1.07
PF06017,HMMER,1.12
PF06021,HMMER,2.43
PF06027,HMMER,2.28
PF06031,HMMER,1.64
PF06046,SEED,0.84
PF06047,HMMER,4.89
PF06058,HMMER,3.91
PF06060,HMMER,1.13
PF06068,HMMER,2.44
PF06083,HMMER,2.01
PF06105,HMMER,3.21
PF06119,FULL,4.12
PF06140,HMMER,3.02
PF06155,HMMER,1.53
PF06189,FULL,4.36
PF06201,FULL,2.69
PF06218,HMMER,1.0
PF06220,HMMER,1.94
PF06237,FULL,3.78
PF06268,SEED,0.75
PF06292,HMMER,1.45
PF06294,HMMER,1.24
PF06297,FULL,3.27
PF06309,HMMER,2.25
PF06311,HMMER,4.01
PF06312,HMMER,2.04
PF06325,HMMER,1.63
PF06327,HMMER,1.17
PF06328,FULL,1.59
PF06333,HMMER,3.68
PF06337,SEED,2.71
PF06365,FULL,1.36
PF06367,FULL,2.31
PF06371,HMMER,1.55
PF06374,HMMER,5.35
PF06384,HMMER,1.92
PF06387,HMMER,2.34
PF06388,FULL,4.01
PF06398,HMMER,2.16
PF06407,HMMER,4.05
PF06409,FULL,4.47
PF06418,HMMER,4.52
PF06427,HMMER,3.71
PF06428,FULL,4.29
PF06456,SEED,3.84
PF06459,FULL,3.16
PF06461,HMMER,4.71
PF06462,FULL,2.07
PF06464,SEED,1.96
PF06465,HMMER,5.28
PF06466,HMMER,3.88
PF06467,HMMER,1.26
PF06468,HMMER,2.09
PF06469,FULL,4.49
PF06470,HMMER,0.95
PF06472,HMMER,1.44
PF06473,FULL,0.91
PF06479,HMMER,1.88
PF06480,HMMER,1.29
PF06482,HMMER,3.17
PF06484,HMMER,2.77
PF06512,HMMER,1.68
PF06522,HMMER,2.48
PF06534,HMMER,2.99
PF06535,HMMER,3.07
PF06544,FULL,1.21
PF06546,FULL,2.23
PF06553,HMMER,3.32
PF06565,HMMER,1.43
PF06583,HMMER,2.09
PF06602,HMMER,2.05
PF06607,HMMER,3.25
PF06617,HMMER,1.43
PF06621,HMMER,0.55
PF06623,HMMER,3.62
PF06624,HMMER,4.47
PF06625,FULL,4.54
PF06638,HMMER,3.92
PF06657,HMMER,2.17
PF06663,HMMER,3.12
PF06664,HMMER,0.53
PF06668,HMMER,1.31
PF06679,HMMER,1.37
PF06701,HMMER,2.84
PF06702,HMMER,2.69
PF06730,HMMER,2.83
PF06733,SEED,1.92
PF06736,HMMER,1.09
PF06741,HMMER,3.91
PF06743,HMMER,0.9
PF06747,HMMER,1.13
PF06752,FULL,1.85
PF06758,HMMER,3.37
PF06762,HMMER,2.02
PF06789,HMMER,1.69
PF06814,HMMER,1.64
PF06816,FULL,3.05
PF06817,HMMER,5.02
PF06818,FULL,2.23
PF06825,HMMER,2.29
PF06831,FULL,1.2
PF06839,HMMER,2.39
PF06842,FULL,3.26
PF06859,HMMER,1.42
PF06881,HMMER,3.27
PF06886,FULL,0.74
PF06888,HMMER,2.34
PF06907,FULL,2.56
PF06916,HMMER,1.38
PF06920,HMMER,1.59
PF06941,FULL,3.74
PF06951,HMMER,2.92
PF06954,HMMER,3.07
PF06979,HMMER,-0.16
PF06990,SEED,1.81
PF07001,FULL,3.38
PF07002,HMMER,3.31
PF07004,HMMER,1.24
PF07019,HMMER,0.27
PF07051,HMMER,2.63
PF07084,FULL,2.01
PF07092,FULL,2.91
PF07114,HMMER,1.22
PF07139,HMMER,1.98
PF07142,FULL,3.99
PF07145,HMMER,2.35
PF07147,HMMER,1.18
PF07156,FULL,3.74
PF07159,HMMER,2.07
PF07162,HMMER,1.22
PF07177,HMMER,1.29
PF07192,HMMER,4.03
PF07200,HMMER,1.51
PF07202,HMMER,1.38
PF07213,FULL,1.83
PF07258,HMMER,0.89
PF07281,HMMER,4.74
PF07292,SEED,1.11
PF07303,FULL,2.23
PF07324,HMMER,4.86
PF07334,HMMER,0.76
PF07354,HMMER,2.26
PF07412,HMMER,2.45
PF07443,HMMER,2.18
PF07452,FULL,1.74
PF07458,SEED,2.57
PF07469,HMMER,1.32
PF07474,HMMER,1.36
PF07479,HMMER,4.31
PF07496,HMMER,2.33
PF07500,HMMER,1.66
PF07502,HMMER,1.36
PF07521,HMMER,1.61
PF07522,FULL,1.72
PF07524,HMMER,1.22
PF07525,FULL,1.77
PF07527,HMMER,1.77
PF07528,FULL,2.44
PF07529,HMMER,1.75
PF07531,HMMER,2.56
PF07533,HMMER,2.1
PF07534,FULL,2.68
PF07535,HMMER,3.05
PF07545,HMMER,4.54
PF07546,HMMER,2.14
PF07562,HMMER,2.47
PF07565,HMMER,2.51
PF07571,HMMER,1.12
PF07645,HMMER,2.52
PF07647,HMMER,0.73
PF07648,HMMER,1.83
PF07651,FULL,2.95
PF07653,HMMER,1.07
PF07654,HMMER,1.24
PF07657,HMMER,1.81
PF07662,HMMER,3.1
PF07670,SEED,4.21
PF07677,HMMER,1.6
PF07678,HMMER,1.74
PF07679,SEED,1.27
PF07683,HMMER,5.12
PF07684,HMMER,1.66
PF07686,HMMER,0.75
PF07687,FULL,1.64
PF07690,HMMER,0.03
PF07691,HMMER,0.3
PF07693,FULL,2.88
PF07699,HMMER,1.92
PF07700,HMMER,1.72
PF07701,HMMER,2.0
PF07703,HMMER,1.18
PF07707,HMMER,1.08
PF07710,HMMER,2.39
PF07714,SEED,1.81
PF07716,HMMER,1.76
PF07717,HMMER,1.11
PF07719,HMMER,1.0
PF07724,HMMER,0.43
PF07728,HMMER,1.03
PF07731,HMMER,2.72
PF07732,HMMER,2.33
PF07738,HMMER,1.69
PF07742,HMMER,2.58
PF07744,HMMER,1.03
PF07748,SEED,1.35
PF07763,HMMER,2.42
PF07766,FULL,2.97
PF07773,SEED,1.26
PF07782,HMMER,0.65
PF07798,HMMER,2.86
PF07803,HMMER,2.24
PF07809,HMMER,1.97
PF07810,HMMER,2.1
PF07815,HMMER,3.35
PF07830,FULL,3.36
PF07837,HMMER,0.73
PF07842,FULL,1.09
PF07851,HMMER,3.94
PF07856,HMMER,3.79
PF07859,HMMER,1.47
PF07884,HMMER,2.96
PF07885,HMMER,1.36
PF07888,FULL,3.07
PF07894,HMMER,1.8
PF07910,HMMER,1.16
PF07915,SEED,0.79
PF07923,FULL,3.43
PF07933,HMMER,4.36
PF07947,FULL,1.52
PF07959,HMMER,0.47
PF07965,HMMER,1.4
PF07966,HMMER,2.66
PF07970,HMMER,1.87
PF07973,FULL,2.45
PF07974,HMMER,2.9
PF07975,HMMER,6.22
PF07978,HMMER,1.74
PF07984,HMMER,3.49
PF07986,HMMER,1.34
PF07988,HMMER,2.83
PF07989,HMMER,3.09
PF07992,HMMER,0.73
PF07993,HMMER,3.41
PF07995,FULL,2.76
PF08005,FULL,2.16
PF08007,HMMER,2.18
PF08014,HMMER,3.51
PF08016,HMMER,1.06
PF08022,HMMER,2.45
PF08030,FULL,2.47
PF08033,FULL,2.19
PF08043,HMMER,3.45
PF08059,HMMER,2.23
PF08061,HMMER,1.42
PF08062,HMMER,1.47
PF08065,HMMER,2.72
PF08070,HMMER,1.3
PF08071,HMMER,5.54
PF08073,HMMER,4.78
PF08074,HMMER,4.67
PF08075,HMMER,4.27
PF08079,HMMER,0.97
PF08080,HMMER,4.56
PF08081,HMMER,3.66
PF08100,HMMER,2.04
PF08142,HMMER,1.07
PF08143,FULL,2.99
PF08148,HMMER,1.62
PF08150,HMMER,2.82
PF08151,HMMER,2.63
PF08152,HMMER,2.34
PF08154,FULL,3.24
PF08156,HMMER,0.97
PF08159,HMMER,1.22
PF08165,HMMER,1.13
PF08166,HMMER,1.33
PF08169,HMMER,2.41
PF08174,HMMER,1.46
PF08180,FULL,4.34
PF08190,HMMER,0.86
PF08198,HMMER,5.06
PF08205,HMMER,0.65
PF08214,HMMER,4.85
PF08232,FULL,4.36
PF08235,HMMER,4.18
PF08236,HMMER,1.29
PF08238,HMMER,1.01
PF08240,FULL,2.26
PF08241,HMMER,1.1
PF08242,HMMER,1.98
PF08246,FULL,2.26
PF08264,HMMER,0.58
PF08265,HMMER,1.0
PF08266,HMMER,2.21
PF08271,HMMER,1.24
PF08282,HMMER,2.98
PF08295,HMMER,4.27
PF08311,HMMER,2.08
PF08312,HMMER,2.42
PF08313,HMMER,3.19
PF08321,HMMER,1.69
PF08326,HMMER,3.8
PF08327,HMMER,2.16
PF08332,HMMER,4.78
PF08336,HMMER,2.1
PF08337,HMMER,2.92
PF08344,HMMER,3.26
PF08347,HMMER,2.63
PF08355,HMMER,3.1
PF08356,HMMER,3.86
PF08357,FULL,1.16
PF08366,HMMER,2.52
PF08368,HMMER,0.77
PF08372,HMMER,3.51
PF08373,HMMER,1.31
PF08374,HMMER,2.34
PF08383,HMMER,3.14
PF08385,HMMER,0.83
PF08389,SEED,0.63
PF08393,HMMER,1.39
PF08397,HMMER,1.42
PF08399,FULL,2.36
PF08403,HMMER,2.57
PF08409,HMMER,2.37
PF08412,HMMER,4.64
