Pfam_code,alignment_type,score_original
PF02933,FULL,3.73
PF02936,REC,3.24
PF02946,REC,2.26
PF02948,REC,5.15
PF02953,REC,1.3
PF02961,REC,1.99
PF02966,REC,2.11
PF02969,REC,2.17
PF02984,REC,0.73
PF02985,FULL,1.06
PF02990,REC,1.93
PF02991,REC,2.82
PF02994,REC,2.22
PF02996,REC,0.38
PF03002,REC,5.23
PF03006,REC,0.69
PF03009,FULL,1.28
PF03015,REC,3.45
PF03016,FULL,1.66
PF03020,FULL,2.32
PF03024,SEED,1.74
PF03028,REC,2.12
PF03029,REC,1.43
PF03031,REC,1.81
PF03034,REC,1.97
PF03036,REC,1.36
PF03045,REC,1.78
PF03055,REC,2.02
PF03061,REC,0.94
PF03062,REC,0.2
PF03066,FULL,3.55
PF03068,REC,3.3
PF03071,REC,1.91
PF03073,FULL,3.26
PF03083,REC,0.81
PF03096,REC,3.63
PF03097,FULL,1.58
PF03098,REC,1.66
PF03104,REC,0.43
PF03105,REC,-1.67
PF03109,REC,1.17
PF03114,REC,0.8
PF03127,REC,1.75
PF03128,REC,4.04
PF03129,REC,0.61
PF03131,REC,1.93
PF03133,REC,1.28
PF03134,REC,3.51
PF03137,REC,1.83
PF03144,REC,0.78
PF03145,REC,3.79
PF03147,REC,1.67
PF03148,REC,1.25
PF03151,REC,0.66
PF03153,REC,1.83
PF03154,REC,2.82
PF03155,FULL,4.34
PF03159,REC,3.05
PF03160,FULL,1.02
PF03165,REC,2.24
PF03166,FULL,3.01
PF03167,REC,-0.04
PF03171,FULL,4.46
PF03172,REC,2.23
PF03176,REC,0.44
PF03177,REC,0.02
PF03178,REC,0.86
PF03179,FULL,3.59
PF03184,REC,1.11
PF03185,REC,1.78
PF03188,REC,1.47
PF03189,REC,1.89
PF03194,REC,2.63
PF03208,REC,1.23
PF03221,REC,1.56
PF03223,REC,3.37
PF03226,REC,1.79
PF03247,REC,2.38
PF03250,REC,2.74
PF03253,FULL,4.41
PF03256,REC,1.69
PF03259,REC,1.46
PF03261,REC,3.87
PF03265,REC,2.05
PF03271,REC,3.77
PF03281,SEED,1.06
PF03285,REC,1.92
PF03298,REC,1.92
PF03299,REC,4.25
PF03311,REC,2.94
PF03332,REC,3.77
PF03348,REC,2.26
PF03351,REC,0.67
PF03357,REC,0.91
PF03359,REC,2.45
PF03360,FULL,3.46
PF03364,REC,4.43
PF03366,REC,2.42
PF03367,REC,2.06
PF03370,REC,1.82
PF03371,REC,0.59
PF03372,FULL,0.66
PF03381,REC,2.9
PF03388,REC,2.21
PF03399,FULL,2.22
PF03402,REC,1.69
PF03403,SEED,2.27
PF03414,REC,2.06
PF03416,REC,2.46
PF03435,REC,0.61
PF03441,REC,5.17
PF03446,REC,0.89
PF03450,FULL,2.19
PF03451,REC,3.09
PF03455,REC,1.36
PF03456,FULL,1.81
PF03462,REC,2.48
PF03464,REC,-0.1
PF03465,REC,0.75
PF03467,REC,3.97
PF03473,REC,2.3
PF03474,REC,3.13
PF03476,REC,2.23
PF03489,REC,1.61
PF03493,REC,1.94
PF03501,REC,4.03
PF03516,REC,2.88
PF03520,REC,2.46
PF03521,REC,2.72
PF03522,REC,2.14
PF03528,REC,2.35
PF03529,FULL,2.9
PF03530,REC,3.36
PF03535,REC,2.24
PF03546,FULL,3.89
PF03556,REC,2.55
PF03561,FULL,1.35
PF03567,SEED,0.89
PF03572,REC,1.62
PF03577,REC,2.89
PF03607,REC,1.51
PF03615,REC,4.0
PF03619,REC,1.41
PF03623,REC,3.02
PF03630,REC,3.08
PF03637,REC,2.65
PF03638,REC,4.06
PF03643,FULL,2.72
PF03645,FULL,1.75
PF03647,REC,3.05
PF03650,REC,1.76
PF03662,REC,2.49
PF03665,REC,2.34
PF03700,REC,1.52
PF03712,REC,1.49
PF03719,REC,0.6
PF03725,REC,0.45
PF03727,FULL,3.23
PF03730,FULL,2.0
PF03731,REC,0.15
PF03736,FULL,1.01
PF03747,REC,0.92
PF03764,FULL,1.48
PF03765,REC,2.41
PF03770,SEED,1.6
PF03781,REC,2.78
PF03782,FULL,2.08
PF03792,REC,4.34
PF03798,REC,0.54
PF03803,REC,3.17
PF03807,SEED,0.61
PF03810,REC,0.58
PF03815,REC,1.9
PF03820,REC,1.91
PF03821,REC,1.9
PF03826,REC,2.89
PF03828,REC,1.51
PF03832,REC,1.76
PF03836,FULL,3.38
PF03853,REC,1.22
PF03859,REC,5.21
PF03874,REC,1.02
PF03876,REC,0.48
PF03878,REC,3.23
PF03881,REC,3.56
PF03901,REC,0.29
PF03909,REC,0.68
PF03914,REC,1.06
PF03915,REC,3.07
PF03920,REC,4.41
PF03921,SEED,1.55
PF03931,REC,1.32
PF03942,FULL,2.62
PF03943,REC,3.94
PF03946,FULL,2.15
PF03947,REC,0.89
PF03949,REC,3.13
PF03950,REC,0.84
PF03952,REC,4.23
PF03953,REC,2.75
PF03954,REC,2.38
PF03957,REC,1.99
PF03966,REC,0.44
PF03982,REC,2.76
PF03987,FULL,2.87
PF03992,REC,2.19
PF03999,REC,0.64
PF04000,REC,0.74
PF04003,REC,0.47
PF04005,REC,2.57
PF04042,REC,0.05
PF04046,REC,1.86
PF04051,REC,1.17
PF04053,FULL,2.84
PF04055,FULL,0.6
PF04056,REC,5.08
PF04061,REC,4.61
PF04068,REC,1.17
PF04072,REC,1.65
PF04089,FULL,1.28
PF04091,REC,4.0
PF04099,FULL,3.12
PF04103,REC,0.77
PF04109,REC,2.8
PF04111,REC,3.5
PF04113,REC,-2.0
PF04116,REC,0.86
PF04117,FULL,2.66
PF04118,REC,3.2
PF04127,REC,1.0
PF04130,FULL,1.78
PF04133,REC,3.6
PF04137,FULL,4.25
PF04139,REC,2.16
PF04142,REC,1.48
PF04144,REC,3.14
PF04145,REC,1.43
PF04146,FULL,3.25
PF04153,REC,1.08
PF04157,FULL,2.69
PF04177,REC,4.4
PF04178,REC,1.1
PF04184,REC,4.31
PF04193,SEED,0.25
PF04194,REC,1.97
PF04201,REC,3.04
PF04212,REC,1.39
PF04218,REC,1.5
PF04253,REC,2.25
PF04258,REC,1.73
PF04280,REC,0.05
PF04300,REC,2.2
PF04326,REC,1.87
PF04379,REC,1.7
PF04382,REC,2.74
PF04387,REC,1.94
PF04389,REC,0.99
PF04408,REC,1.87
PF04410,FULL,0.54
PF04419,REC,2.17
PF04424,REC,3.82
PF04427,REC,0.9
PF04430,REC,0.66
PF04433,REC,1.43
PF04434,REC,1.47
PF04438,REC,2.22
PF04440,REC,1.29
PF04487,REC,2.26
PF04488,REC,2.03
PF04494,FULL,1.5
PF04495,REC,4.04
PF04499,REC,2.9
PF04500,REC,4.31
PF04502,REC,0.76
PF04503,FULL,4.69
PF04505,FULL,2.51
PF04511,REC,2.75
PF04515,REC,2.29
PF04516,REC,2.62
PF04538,REC,1.27
PF04547,REC,1.97
PF04548,REC,1.91
PF04553,REC,2.05
PF04560,REC,2.23
PF04561,REC,0.55
PF04563,REC,1.2
PF04564,REC,1.19
PF04565,REC,1.9
PF04566,REC,1.9
PF04567,FULL,3.66
PF04571,REC,3.99
PF04572,REC,2.35
PF04577,REC,1.28
PF04579,FULL,5.01
PF04588,REC,2.47
PF04589,REC,2.2
PF04598,REC,0.87
PF04615,REC,4.21
PF04617,FULL,2.78
PF04621,FULL,3.73
PF04627,REC,4.71
PF04628,REC,2.75
PF04629,REC,1.26
PF04636,FULL,3.42
PF04643,FULL,1.08
PF04644,REC,0.78
PF04658,FULL,3.5
PF04664,REC,2.96
PF04666,FULL,3.13
PF04667,FULL,3.75
PF04670,REC,2.23
PF04675,REC,0.39
PF04676,REC,1.63
PF04677,REC,1.69
PF04678,FULL,2.42
PF04679,FULL,2.04
PF04680,FULL,5.12
PF04692,REC,0.99
PF04698,REC,2.22
PF04699,REC,3.75
PF04704,REC,3.06
PF04706,REC,2.43
PF04707,SEED,1.14
PF04710,FULL,4.29
PF04712,FULL,4.44
PF04714,FULL,4.94
PF04718,REC,4.46
PF04719,REC,4.52
PF04722,REC,4.77
PF04727,REC,1.47
PF04729,REC,4.58
PF04731,FULL,1.61
PF04732,REC,0.8
PF04739,FULL,5.13
PF04749,FULL,2.78
PF04750,REC,2.02
PF04752,REC,2.73
PF04756,REC,2.47
PF04757,REC,-0.07
PF04774,REC,2.03
PF04775,REC,3.53
PF04777,FULL,2.38
PF04790,REC,1.93
PF04791,REC,0.91
PF04799,REC,3.4
PF04802,FULL,4.54
PF04803,FULL,2.74
PF04810,FULL,3.47
PF04811,REC,1.65
PF04812,REC,2.41
PF04814,FULL,3.02
PF04815,REC,1.2
PF04818,REC,1.13
PF04819,REC,1.92
PF04824,REC,2.21
PF04825,REC,2.36
PF04826,REC,1.49
PF04828,REC,4.83
PF04831,REC,1.5
PF04832,REC,1.26
PF04836,REC,3.63
PF04840,REC,0.74
PF04845,REC,3.56
PF04847,REC,3.63
PF04849,REC,2.0
PF04851,REC,1.05
PF04856,REC,4.43
PF04857,REC,1.16
PF04868,REC,4.97
PF04880,FULL,3.84
PF04893,REC,0.75
PF04900,REC,1.41
PF04901,REC,1.79
PF04904,REC,4.81
PF04905,REC,3.07
PF04906,REC,2.06
PF04908,SEED,2.75
PF04916,REC,1.66
PF04921,REC,4.84
PF04922,REC,5.16
PF04923,FULL,4.09
PF04926,REC,4.26
PF04928,REC,4.85
PF04930,REC,3.41
PF04950,REC,0.9
PF04952,REC,2.84
PF04960,REC,4.4
PF04968,REC,3.24
PF04969,REC,0.63
PF04970,REC,2.05
PF04979,FULL,3.76
PF04983,FULL,2.12
PF04988,REC,2.13
PF04991,REC,2.59
PF04997,FULL,1.87
PF04998,REC,1.61
PF05000,REC,1.3
PF05001,FULL,4.55
PF05002,REC,1.92
PF05004,REC,2.48
PF05008,REC,1.19
PF05010,REC,3.03
PF05018,REC,0.77
PF05030,REC,3.52
PF05033,FULL,2.69
PF05039,REC,3.08
PF05041,REC,3.07
PF05044,REC,4.03
PF05047,REC,0.58
PF05049,REC,1.51
PF05053,REC,-2.0
PF05057,FULL,4.69
PF05063,REC,1.06
PF05064,REC,3.53
PF05066,REC,3.77
PF05071,REC,1.15
PF05093,REC,0.0
PF05104,FULL,2.67
PF05110,REC,1.96
PF05111,FULL,5.07
PF05118,REC,2.35
PF05147,REC,2.27
PF05154,REC,1.52
PF05175,REC,0.8
PF05184,REC,1.68
PF05186,REC,2.2
PF05188,REC,0.23
PF05189,REC,0.8
PF05190,SEED,0.11
PF05191,REC,3.65
PF05192,REC,0.68
PF05193,REC,0.17
PF05195,REC,0.77
PF05196,REC,3.32
PF05197,REC,2.72
PF05205,REC,4.06
PF05207,REC,3.15
PF05210,REC,2.73
PF05217,REC,1.7
PF05221,REC,3.58
PF05222,REC,0.81
PF05224,FULL,4.26
PF05225,REC,2.92
PF05236,REC,3.1
PF05241,REC,0.35
PF05253,REC,2.28
PF05255,REC,4.15
PF05270,REC,1.46
PF05276,REC,2.33
PF05279,REC,3.38
PF05283,REC,1.49
PF05287,FULL,1.42
PF05296,REC,1.59
PF05300,FULL,2.66
PF05308,REC,0.95
PF05324,FULL,4.96
PF05327,REC,4.87
PF05334,REC,2.84
PF05347,REC,1.06
PF05349,REC,2.27
PF05350,REC,4.68
PF05351,FULL,2.84
PF05361,REC,2.45
PF05362,REC,2.2
PF05383,REC,2.11
PF05386,REC,4.03
PF05392,REC,4.09
PF05395,REC,1.59
PF05406,FULL,2.88
PF05434,FULL,4.24
PF05456,REC,3.16
PF05461,REC,1.77
PF05463,REC,2.11
PF05470,REC,4.88
PF05474,REC,4.4
PF05478,REC,1.23
PF05485,FULL,2.1
PF05493,REC,4.58
PF05502,REC,-1.0
PF05507,REC,1.93
PF05510,REC,2.29
PF05517,REC,3.39
PF05527,REC,3.12
PF05529,REC,2.76
PF05556,REC,1.57
PF05572,FULL,3.56
PF05577,FULL,3.09
PF05586,REC,3.12
PF05587,REC,2.27
PF05602,REC,1.35
PF05605,REC,2.11
PF05609,REC,3.39
PF05622,REC,2.64
PF05624,REC,4.88
PF05640,REC,3.58
PF05641,FULL,5.12
PF05644,REC,1.55
PF05647,FULL,3.61
PF05648,REC,1.28
PF05649,FULL,2.37
PF05653,REC,2.05
PF05670,REC,0.88
PF05672,REC,2.36
PF05679,REC,1.23
PF05686,REC,1.87
PF05693,REC,4.18
PF05699,REC,0.25
PF05712,REC,2.69
PF05715,FULL,4.03
PF05716,REC,1.89
PF05719,REC,3.95
PF05721,REC,0.6
PF05729,REC,1.17
PF05731,REC,0.35
PF05735,REC,4.12
PF05739,FULL,1.35
PF05741,FULL,4.06
PF05743,REC,3.16
PF05746,FULL,1.47
PF05760,REC,1.29
PF05761,REC,1.76
PF05769,REC,2.86
PF05773,REC,0.57
PF05781,REC,1.05
PF05783,REC,2.75
PF05790,REC,0.25
PF05794,REC,2.72
PF05805,REC,1.72
PF05822,REC,3.32
PF05824,REC,4.82
PF05825,REC,1.62
PF05826,FULL,2.62
PF05827,REC,1.54
PF05831,SEED,1.38
PF05832,REC,4.25
PF05835,REC,2.18
PF05843,FULL,2.63
PF05875,REC,1.21
PF05891,REC,2.86
PF05902,REC,3.85
PF05903,REC,1.45
PF05914,REC,1.62
PF05916,FULL,1.23
PF05920,REC,3.18
PF05923,REC,2.1
PF05924,REC,2.16
PF05956,REC,1.1
PF05964,FULL,3.42
PF05965,REC,1.54
PF05972,REC,2.89
PF05978,REC,0.82
PF05986,REC,1.33
PF05994,REC,4.61
PF05997,FULL,3.67
PF06001,REC,5.47
PF06003,REC,2.71
PF06008,REC,0.51
PF06009,REC,1.07
PF06017,REC,1.12
PF06021,REC,2.43
PF06027,REC,2.28
PF06031,REC,1.64
PF06046,SEED,0.84
PF06047,REC,4.89
PF06058,REC,3.91
PF06060,REC,1.13
PF06068,REC,2.44
PF06083,REC,2.01
PF06105,REC,3.21
PF06119,FULL,4.12
PF06140,REC,3.02
PF06155,REC,1.53
PF06189,FULL,4.36
PF06201,FULL,2.69
PF06218,REC,1.0
PF06220,REC,1.94
PF06237,FULL,3.78
PF06268,SEED,0.75
PF06292,REC,1.45
PF06294,REC,1.24
PF06297,FULL,3.27
PF06309,REC,2.25
PF06311,REC,4.01
PF06312,REC,2.04
PF06325,REC,1.63
PF06327,REC,1.17
PF06328,FULL,1.59
PF06333,REC,3.68
PF06337,SEED,2.71
PF06365,FULL,1.36
PF06367,FULL,2.31
PF06371,REC,1.55
PF06374,REC,5.35
PF06384,REC,1.92
PF06387,REC,2.34
PF06388,FULL,4.01
PF06398,REC,2.16
PF06407,REC,4.05
PF06409,FULL,4.47
PF06418,REC,4.52
PF06427,REC,3.71
PF06428,FULL,4.29
PF06456,SEED,3.84
PF06459,FULL,3.16
PF06461,REC,4.71
PF06462,FULL,2.07
PF06464,SEED,1.96
PF06465,REC,5.28
PF06466,REC,3.88
PF06467,REC,1.26
PF06468,REC,2.09
PF06469,FULL,4.49
PF06470,REC,0.95
PF06472,REC,1.44
PF06473,FULL,0.91
PF06479,REC,1.88
PF06480,REC,1.29
PF06482,REC,3.17
PF06484,REC,2.77
PF06512,REC,1.68
PF06522,REC,2.48
PF06534,REC,2.99
PF06535,REC,3.07
PF06544,FULL,1.21
PF06546,FULL,2.23
PF06553,REC,3.32
PF06565,REC,1.43
PF06583,REC,2.09
PF06602,REC,2.05
PF06607,REC,3.25
PF06617,REC,1.43
PF06621,REC,0.55
PF06623,REC,3.62
PF06624,REC,4.47
PF06625,FULL,4.54
PF06638,REC,3.92
PF06657,REC,2.17
PF06663,REC,3.12
PF06664,REC,0.53
PF06668,REC,1.31
PF06679,REC,1.37
PF06701,REC,2.84
PF06702,REC,2.69
PF06730,REC,2.83
PF06733,SEED,1.92
PF06736,REC,1.09
PF06741,REC,3.91
PF06743,REC,0.9
PF06747,REC,1.13
PF06752,FULL,1.85
PF06758,REC,3.37
PF06762,REC,2.02
PF06789,REC,1.69
PF06814,REC,1.64
PF06816,FULL,3.05
PF06817,REC,5.02
PF06818,FULL,2.23
PF06825,REC,2.29
PF06831,FULL,1.2
PF06839,REC,2.39
PF06842,FULL,3.26
PF06859,REC,1.42
PF06881,REC,3.27
PF06886,FULL,0.74
PF06888,REC,2.34
PF06907,FULL,2.56
PF06916,REC,1.38
PF06920,REC,1.59
PF06941,FULL,3.74
PF06951,REC,2.92
PF06954,REC,3.07
PF06979,REC,-0.16
PF06990,SEED,1.81
PF07001,FULL,3.38
PF07002,REC,3.31
PF07004,REC,1.24
PF07019,REC,0.27
PF07051,REC,2.63
PF07084,FULL,2.01
PF07092,FULL,2.91
PF07114,REC,1.22
PF07139,REC,1.98
PF07142,FULL,3.99
PF07145,REC,2.35
PF07147,REC,1.18
PF07156,FULL,3.74
PF07159,REC,2.07
PF07162,REC,1.22
PF07177,REC,1.29
PF07192,REC,4.03
PF07200,REC,1.51
PF07202,REC,1.38
PF07213,FULL,1.83
PF07258,REC,0.89
PF07281,REC,4.74
PF07292,SEED,1.11
PF07303,FULL,2.23
PF07324,REC,4.86
PF07334,REC,0.76
PF07354,REC,2.26
PF07412,REC,2.45
PF07443,REC,2.18
PF07452,FULL,1.74
PF07458,SEED,2.57
PF07469,REC,1.32
PF07474,REC,1.36
PF07479,REC,4.31
PF07496,REC,2.33
PF07500,REC,1.66
PF07502,REC,1.36
PF07521,REC,1.61
PF07522,FULL,1.72
PF07524,REC,1.22
PF07525,FULL,1.77
PF07527,REC,1.77
PF07528,FULL,2.44
PF07529,REC,1.75
PF07531,REC,2.56
PF07533,REC,2.1
PF07534,FULL,2.68
PF07535,REC,3.05
PF07545,REC,4.54
PF07546,REC,2.14
PF07562,REC,2.47
PF07565,REC,2.51
PF07571,REC,1.12
PF07645,REC,2.52
PF07647,REC,0.73
PF07648,REC,1.83
PF07651,FULL,2.95
PF07653,REC,1.07
PF07654,REC,1.24
PF07657,REC,1.81
PF07662,REC,3.1
PF07670,SEED,4.21
PF07677,REC,1.6
PF07678,REC,1.74
PF07679,SEED,1.27
PF07683,REC,5.12
PF07684,REC,1.66
PF07686,REC,0.75
PF07687,FULL,1.64
PF07690,REC,0.03
PF07691,REC,0.3
PF07693,FULL,2.88
PF07699,REC,1.92
PF07700,REC,1.72
PF07701,REC,2.0
PF07703,REC,1.18
PF07707,REC,1.08
PF07710,REC,2.39
PF07714,SEED,1.81
PF07716,REC,1.76
PF07717,REC,1.11
PF07719,REC,1.0
PF07724,REC,0.43
PF07728,REC,1.03
PF07731,REC,2.72
PF07732,REC,2.33
PF07738,REC,1.69
PF07742,REC,2.58
PF07744,REC,1.03
PF07748,SEED,1.35
PF07763,REC,2.42
PF07766,FULL,2.97
PF07773,SEED,1.26
PF07782,REC,0.65
PF07798,REC,2.86
PF07803,REC,2.24
PF07809,REC,1.97
PF07810,REC,2.1
PF07815,REC,3.35
PF07830,FULL,3.36
PF07837,REC,0.73
PF07842,FULL,1.09
PF07851,REC,3.94
PF07856,REC,3.79
PF07859,REC,1.47
PF07884,REC,2.96
PF07885,REC,1.36
PF07888,FULL,3.07
PF07894,REC,1.8
PF07910,REC,1.16
PF07915,SEED,0.79
PF07923,FULL,3.43
PF07933,REC,4.36
PF07947,FULL,1.52
PF07959,REC,0.47
PF07965,REC,1.4
PF07966,REC,2.66
PF07970,REC,1.87
PF07973,FULL,2.45
PF07974,REC,2.9
PF07975,REC,6.22
PF07978,REC,1.74
PF07984,REC,3.49
PF07986,REC,1.34
PF07988,REC,2.83
PF07989,REC,3.09
PF07992,REC,0.73
PF07993,REC,3.41
PF07995,FULL,2.76
PF08005,FULL,2.16
PF08007,REC,2.18
PF08014,REC,3.51
PF08016,REC,1.06
PF08022,REC,2.45
PF08030,FULL,2.47
PF08033,FULL,2.19
PF08043,REC,3.45
PF08059,REC,2.23
PF08061,REC,1.42
PF08062,REC,1.47
PF08065,REC,2.72
PF08070,REC,1.3
PF08071,REC,5.54
PF08073,REC,4.78
PF08074,REC,4.67
PF08075,REC,4.27
PF08079,REC,0.97
PF08080,REC,4.56
PF08081,REC,3.66
PF08100,REC,2.04
PF08142,REC,1.07
PF08143,FULL,2.99
PF08148,REC,1.62
PF08150,REC,2.82
PF08151,REC,2.63
PF08152,REC,2.34
PF08154,FULL,3.24
PF08156,REC,0.97
PF08159,REC,1.22
PF08165,REC,1.13
PF08166,REC,1.33
PF08169,REC,2.41
PF08174,REC,1.46
PF08180,FULL,4.34
PF08190,REC,0.86
PF08198,REC,5.06
PF08205,REC,0.65
PF08214,REC,4.85
PF08232,FULL,4.36
PF08235,REC,4.18
PF08236,REC,1.29
PF08238,REC,1.01
PF08240,FULL,2.26
PF08241,REC,1.1
PF08242,REC,1.98
PF08246,FULL,2.26
PF08264,REC,0.58
PF08265,REC,1.0
PF08266,REC,2.21
PF08271,REC,1.24
PF08282,REC,2.98
PF08295,REC,4.27
PF08311,REC,2.08
PF08312,REC,2.42
PF08313,REC,3.19
PF08321,REC,1.69
PF08326,REC,3.8
PF08327,REC,2.16
PF08332,REC,4.78
PF08336,REC,2.1
PF08337,REC,2.92
PF08344,REC,3.26
PF08347,REC,2.63
PF08355,REC,3.1
PF08356,REC,3.86
PF08357,FULL,1.16
PF08366,REC,2.52
PF08368,REC,0.77
PF08372,REC,3.51
PF08373,REC,1.31
PF08374,REC,2.34
PF08383,REC,3.14
PF08385,REC,0.83
PF08389,SEED,0.63
PF08393,REC,1.39
PF08397,REC,1.42
PF08399,FULL,2.36
PF08403,REC,2.57
PF08409,REC,2.37
PF08412,REC,4.64
PF08416,SEED,0.17
PF08423,REC,1.25
PF08429,REC,2.48
PF08430,SEED,2.64
PF08433,REC,0.79
PF08434,REC,3.08
PF08441,REC,0.85
PF08442,REC,2.49
PF08443,REC,4.64
PF08444,REC,1.86
PF08447,REC,1.54
PF08449,REC,0.81
PF08454,REC,2.9
PF08466,REC,4.13
PF08473,REC,1.51
PF08474,REC,2.19
PF08477,REC,0.89
PF08487,REC,1.5
PF08499,REC,3.97
PF08504,REC,3.71
PF08506,REC,1.52
PF08512,FULL,0.75
PF08513,REC,2.03
PF08514,REC,3.97
PF08515,REC,3.52
PF08516,REC,1.78
PF08517,REC,2.02
PF08518,REC,2.4
PF08526,REC,1.44
PF08527,REC,1.98
PF08539,REC,2.8
PF08540,REC,3.4
PF08542,REC,0.51
PF08544,REC,1.24
PF08557,REC,4.51
PF08558,REC,1.19
PF08562,REC,2.95
PF08565,FULL,4.17
PF08569,REC,4.2
PF08583,REC,0.28
PF08585,REC,1.9
PF08596,REC,3.79
PF08598,REC,1.9
PF08603,REC,4.04
PF08608,REC,5.22
PF08609,REC,0.35
PF08613,REC,0.76
PF08614,REC,1.13
PF08616,FULL,1.91
PF08623,REC,4.31
PF08628,REC,1.09
PF08629,REC,2.41
PF08646,REC,1.05
PF08662,REC,0.78
PF08669,REC,1.25
PF08674,REC,4.06
PF08676,REC,0.61
PF08683,REC,3.85
PF08685,REC,3.4
PF08686,FULL,2.62
PF08687,REC,1.96
PF08688,REC,1.25
PF08699,REC,2.81
PF08700,REC,0.47
PF08702,REC,0.56
PF08703,FULL,3.48
PF08704,FULL,2.12
PF08709,REC,2.22
PF08711,REC,1.71
PF08718,REC,1.64
PF08725,REC,2.78
PF08726,REC,2.74
PF08729,REC,4.82
PF08736,REC,1.79
PF08742,REC,1.94
PF08743,REC,3.38
PF08752,FULL,4.52
PF08755,REC,0.84
PF08758,REC,1.37
PF08763,REC,2.97
PF08766,REC,1.94
PF08776,REC,3.19
PF08777,REC,0.81
PF08778,REC,3.33
PF08781,REC,3.88
PF08782,REC,2.66
PF08784,REC,2.39
PF08788,REC,4.52
PF08799,FULL,3.53
PF08806,REC,0.96
PF08815,REC,2.78
PF08824,REC,1.53
PF08826,FULL,2.95
PF08832,REC,2.05
PF08833,REC,3.69
PF08840,REC,2.94
PF08880,REC,4.09
PF08912,REC,2.66
PF08913,REC,3.4
PF08916,REC,2.23
PF08919,REC,2.11
PF08926,REC,4.09
PF08934,REC,1.84
PF08944,REC,5.03
PF08947,REC,3.53
PF08952,REC,1.8
PF08953,REC,2.45
PF08969,REC,1.74
PF08976,REC,1.98
PF09005,REC,3.95
PF09007,REC,1.99
PF09011,REC,2.2
PF09027,REC,1.21
PF09029,FULL,3.88
PF09030,FULL,3.36
PF09042,REC,2.35
PF09045,REC,2.59
PF09066,REC,1.92
PF09067,REC,1.13
PF09068,REC,1.83
PF09069,REC,2.34
PF09072,REC,4.47
PF09079,FULL,0.69
PF09110,FULL,4.89
PF09111,FULL,5.02
PF09127,REC,1.3
PF09128,REC,1.81
PF09141,REC,3.85
PF09162,REC,3.61
PF09165,FULL,4.84
PF09173,REC,4.99
PF09177,REC,3.7
PF09229,FULL,3.92
PF09240,REC,0.86
PF09247,FULL,4.79
PF09258,REC,1.93
PF09261,REC,1.01
PF09268,REC,3.96
PF09270,REC,3.11
PF09271,FULL,4.77
PF09273,FULL,1.21
PF09279,REC,1.71
PF09280,REC,4.55
PF09289,REC,2.6
PF09291,FULL,5.2
PF09294,REC,0.69
PF09296,REC,0.72
PF09297,REC,1.8
PF09305,REC,2.75
PF09311,FULL,2.79
PF09316,REC,2.29
PF09320,REC,2.41
PF09324,REC,1.86
PF09325,REC,1.68
PF09334,REC,1.02
PF09335,FULL,1.17
PF09336,REC,1.95
PF09341,REC,2.38
PF09354,REC,3.32
PF09358,FULL,2.04
PF09360,REC,2.98
PF09379,REC,1.51
PF09380,REC,1.34
PF09382,REC,0.39
PF09398,FULL,2.85
PF09402,REC,2.11
PF09409,REC,0.79
PF09422,SEED,1.28
PF09443,REC,3.63
PF09457,REC,2.05
PF09469,REC,2.73
PF09497,FULL,4.25
PF09514,REC,4.23
PF09532,REC,1.17
PF09596,REC,2.51
PF09668,REC,1.98
PF09727,FULL,2.65
PF09728,REC,3.58
PF09730,REC,3.34
PF09735,FULL,3.66
PF09738,REC,2.59
PF09744,REC,1.73
PF09750,REC,1.16
PF09769,REC,1.93
PF09770,REC,1.4
PF09788,FULL,4.14
PF09790,REC,3.45
PF09791,REC,1.68
PF09794,FULL,4.11
PF09799,REC,1.02
PF09806,REC,4.37
PF09811,REC,1.33
PF09815,REC,1.16
PF09816,FULL,4.41
PF09848,REC,3.84
PF10034,SEED,1.01
PF10037,REC,0.84
PF10075,REC,0.11
PF10148,REC,5.03
PF10162,REC,1.32
PF10165,REC,2.54
PF10174,REC,3.77
PF10176,REC,4.42
PF10177,REC,2.17
PF10186,FULL,1.99
PF10190,REC,2.69
PF10192,FULL,3.41
PF10195,REC,2.35
PF10197,REC,1.47
PF10204,REC,3.11
PF10208,REC,3.6
PF10211,FULL,3.02
PF10223,REC,1.44
PF10225,REC,2.21
PF10226,FULL,2.77
PF10228,REC,4.64
PF10237,REC,0.64
PF10239,REC,2.32
PF10240,REC,1.66
PF10242,REC,1.7
PF10248,FULL,3.61
PF10250,REC,0.88
PF10254,REC,3.34
PF10256,FULL,2.43
PF10257,REC,1.62
PF10262,REC,1.18
PF10263,REC,0.83
PF10264,REC,3.25
PF10265,REC,2.07
PF10267,REC,2.42
PF10268,REC,2.62
PF10269,REC,3.12
PF10271,REC,3.02
PF10274,REC,1.2
PF10275,REC,2.57
PF10277,REC,0.87
PF10283,REC,2.96
PF10291,REC,3.02
PF10294,REC,1.39
PF10300,REC,1.81
PF10358,FULL,2.55
PF10366,REC,1.08
PF10367,REC,2.05
PF10373,FULL,2.63
PF10374,REC,1.27
PF10390,REC,2.43
PF10391,REC,2.28
PF10393,REC,1.76
PF10401,REC,1.44
PF10408,REC,1.02
PF10409,REC,1.24
PF10417,REC,2.98
PF10421,REC,2.73
PF10427,SEED,2.22
PF10431,REC,0.09
PF10433,FULL,3.46
PF10436,REC,2.71
PF10456,REC,2.28
PF10457,REC,3.73
PF10469,REC,0.58
PF10470,REC,3.71
PF10473,REC,1.3
