Pfam_code,mean_%conservation,blosum62_global_mean,perc_gaps
PF01388,0.39,1.78,0.25
PF01390,0.28,0.9,0.36
PF01391,0.24,1.88,0.55
PF01392,0.38,1.82,0.24
PF01393,0.94,4.79,0.0
PF01394,0.35,0.41,0.15
PF01396,,,0.0
PF01398,0.3,0.66,0.28
PF01399,0.21,0.31,0.39
PF01400,0.62,2.51,0.06
PF01401,0.68,2.6,0.02
PF01403,0.31,1.05,0.28
PF01404,0.59,3.07,0.14
PF01406,0.67,2.55,0.15
PF01408,0.49,1.05,0.14
PF01409,0.4,1.03,0.44
PF01410,0.43,2.44,0.3
PF01411,0.76,2.77,0.02
PF01412,0.44,1.99,0.2
PF01413,0.59,2.8,0.07
PF01414,0.7,3.66,0.02
PF01415,,,0.0
PF01416,0.46,0.21,0.14
PF01417,0.65,2.78,0.11
PF01419,,,0.0
PF01421,0.26,1.42,0.43
PF01422,0.26,3.7,0.59
PF01423,0.33,0.89,0.19
PF01424,0.33,1.24,0.32
PF01425,0.48,0.58,0.12
PF01426,0.21,0.79,0.55
PF01428,0.42,2.07,0.16
PF01429,0.38,1.2,0.26
PF01431,0.63,2.84,0.06
PF01432,0.65,1.94,0.02
PF01433,0.37,1.77,0.31
PF01434,0.61,2.01,0.05
PF01435,0.57,0.41,0.15
PF01436,0.39,1.7,0.24
PF01437,0.19,1.7,0.54
PF01442,0.32,0.73,0.33
PF01448,0.38,1.41,0.21
PF01451,,,0.0
PF01454,0.36,2.52,0.42
PF01457,0.34,-1.36,0.63
PF01459,0.55,1.65,0.07
PF01462,0.38,2.24,0.27
PF01463,0.37,1.52,0.14
PF01465,0.75,3.11,0.05
PF01466,,,0.0
PF01467,0.28,0.78,0.44
PF01470,0.63,1.89,0.17
PF01471,0.34,1.5,0.28
PF01472,0.59,0.64,0.04
PF01476,0.49,2.13,0.22
PF01477,0.26,0.99,0.35
PF01479,0.68,1.82,0.05
PF01480,0.44,1.26,0.15
PF01483,0.6,2.47,0.06
PF01485,0.25,1.65,0.45
PF01490,0.29,0.93,0.32
PF01491,,,0.0
PF01494,0.22,1.49,0.69
PF01496,0.67,2.64,0.04
PF01500,0.35,4.08,0.56
PF01501,0.26,0.65,0.4
PF01504,0.45,1.83,0.23
PF01505,0.53,1.72,0.12
PF01507,0.5,-1.0,0.49
PF01509,0.54,1.17,0.13
PF01510,0.47,2.23,0.26
PF01512,,,0.0
PF01513,,,0.0
PF01521,0.61,1.28,0.04
PF01529,0.33,1.34,0.22
PF01530,0.71,4.23,0.09
PF01531,0.81,3.4,0.01
PF01532,0.51,1.93,0.14
PF01534,0.55,2.75,0.16
PF01535,0.4,1.0,0.17
PF01536,,,0.0
PF01541,,,0.0
PF01545,0.32,0.99,0.31
PF01546,0.37,0.14,0.18
PF01549,,,0.0
PF01551,,,0.0
PF01553,0.23,0.6,0.44
PF01554,0.55,1.31,0.05
PF01556,0.47,1.85,0.18
PF01557,0.52,1.83,0.24
PF01562,0.22,1.07,0.46
PF01564,0.46,0.72,0.22
PF01565,0.42,1.0,0.26
PF01566,0.86,3.84,0.0
PF01569,0.33,0.74,0.22
PF01571,0.47,1.0,0.14
PF01575,0.59,0.52,0.09
PF01576,0.49,2.32,0.25
PF01582,0.26,0.99,0.39
PF01583,0.9,4.48,0.01
PF01585,0.41,2.12,0.29
PF01586,0.5,1.78,0.18
PF01588,0.81,3.41,0.02
PF01590,0.27,1.09,0.42
PF01591,0.78,3.79,0.03
PF01592,,,0.0
PF01593,0.21,0.54,0.54
PF01594,,,0.0
PF01595,0.67,2.57,0.1
PF01596,0.47,1.0,0.25
PF01597,0.54,0.97,0.27
PF01599,,,0.0
PF01602,0.31,0.76,0.23
PF01603,0.83,4.09,0.02
PF01607,0.73,2.89,0.0
PF01608,0.54,1.82,0.13
PF01612,0.35,0.57,0.34
PF01619,0.61,2.01,0.25
PF01624,0.48,0.37,0.12
PF01625,,,0.0
PF01630,0.61,2.23,0.02
PF01632,,,0.0
PF01633,0.53,1.92,0.15
PF01636,0.5,0.76,0.16
PF01641,0.6,-inf,0.14
PF01642,,,0.0
PF01648,,,0.0
PF01650,0.62,1.4,0.11
PF01652,0.55,2.33,0.16
PF01655,,,0.0
PF01658,,,0.0
PF01661,0.37,1.08,0.2
PF01663,0.31,1.64,0.44
PF01667,1.0,5.56,0.0
PF01669,,,0.0
PF01687,,,0.0
PF01693,0.6,1.15,0.15
PF01694,0.36,0.6,0.18
PF01699,0.33,1.01,0.25
PF01702,0.61,0.99,0.08
PF01704,0.53,1.62,0.2
PF01709,,,0.0
PF01712,0.49,1.36,0.14
PF01713,,,0.0
PF01715,,,0.0
PF01722,0.48,1.61,0.32
PF01725,,,0.0
PF01728,0.43,1.01,0.2
PF01729,,,0.0
PF01731,0.79,3.53,0.0
PF01733,0.49,1.3,0.13
PF01734,0.33,0.64,0.27
PF01735,0.34,2.14,0.5
PF01738,,,0.0
PF01740,0.28,0.77,0.34
PF01743,,,0.0
PF01747,0.91,4.63,0.01
PF01749,0.51,1.89,0.13
PF01751,0.47,1.31,0.25
PF01753,0.32,2.41,0.41
PF01754,0.46,2.44,0.16
PF01755,0.73,3.12,0.07
PF01756,0.47,0.85,0.14
PF01758,0.53,1.69,0.06
PF01759,0.29,0.6,0.21
PF01762,0.38,1.63,0.26
PF01764,0.68,2.07,0.05
PF01765,,,0.0
PF01769,0.47,1.54,0.16
PF01770,0.51,2.43,0.26
PF01773,0.78,3.47,0.01
PF01775,,,0.0
PF01776,0.86,4.0,0.03
PF01777,,,0.0
PF01778,0.58,0.31,0.06
PF01779,,,0.0
PF01780,0.91,4.36,0.02
PF01781,,,0.0
PF01783,,,0.0
PF01784,,,0.0
PF01791,,,0.0
PF01794,0.35,0.92,0.24
PF01795,0.68,4.94,0.31
PF01798,0.6,1.73,0.04
PF01799,0.86,4.27,0.01
PF01803,0.44,4.36,0.51
PF01805,0.46,1.74,0.14
PF01808,,,0.0
PF01812,0.57,0.31,0.05
PF01813,,,0.0
PF01814,,,0.0
PF01821,0.6,2.19,0.04
PF01822,0.42,1.33,0.18
PF01823,0.25,0.75,0.4
PF01825,0.37,2.2,0.26
PF01826,0.27,2.2,0.47
PF01833,0.15,0.63,0.56
PF01834,,,0.0
PF01835,0.39,1.62,0.26
PF01839,0.4,2.42,0.26
PF01840,0.55,1.74,0.13
PF01841,0.38,2.14,0.34
PF01842,,,0.0
PF01843,0.54,1.52,0.07
PF01844,,,0.0
PF01846,0.3,1.06,0.27
PF01847,0.84,3.65,0.01
PF01849,0.72,2.83,0.03
PF01851,0.43,0.67,0.07
PF01852,0.26,0.41,0.3
PF01853,0.75,3.49,0.03
PF01857,0.59,2.52,0.17
PF01858,0.65,2.24,0.04
PF01866,0.63,1.08,0.07
PF01868,,,0.0
PF01869,,,0.0
PF01871,0.94,5.02,0.01
PF01873,0.62,1.14,0.05
PF01875,,,0.0
PF01876,,,0.0
PF01878,,,0.0
PF01883,0.71,3.08,0.14
PF01885,,,0.0
PF01896,0.53,-0.19,0.29
PF01900,0.55,0.36,0.23
PF01902,,,0.0
PF01907,,,0.0
PF01909,0.41,0.83,0.33
PF01912,,,0.0
PF01916,,,0.0
PF01918,0.76,2.8,0.03
PF01920,0.37,0.34,0.18
PF01922,,,0.0
PF01923,,,0.0
PF01926,0.16,0.89,0.65
PF01927,,,0.0
PF01928,,,0.0
PF01929,,,0.0
PF01931,,,0.0
PF01936,,,0.0
PF01937,0.55,-0.13,0.13
PF01938,0.59,0.76,0.13
PF01940,,,0.0
PF01951,,,0.0
PF01956,0.56,0.23,0.14
PF01963,0.6,1.82,0.18
PF01965,,,0.0
PF01966,,,0.0
PF01967,,,0.0
PF01968,,,0.0
PF01974,0.6,1.04,0.13
PF01979,0.36,1.42,0.39
PF01980,,,0.0
PF01981,0.62,0.93,0.07
PF01984,,,0.0
PF01990,,,0.0
PF01991,0.88,3.67,0.0
PF01992,0.83,3.72,0.01
PF01997,0.6,0.87,0.06
PF02002,,,0.0
PF02005,0.39,0.74,0.42
PF02008,0.52,2.64,0.1
PF02010,0.34,0.39,0.39
PF02014,0.42,1.17,0.25
PF02017,0.57,1.79,0.05
PF02019,0.61,0.99,0.05
PF02020,0.53,1.48,0.05
PF02022,0.97,5.36,0.03
PF02023,0.51,2.87,0.26
PF02024,,,0.0
PF02025,,,0.0
PF02026,0.53,1.94,0.03
PF02029,0.39,0.87,0.44
PF02033,,,0.0
PF02036,0.5,1.72,0.13
PF02037,0.48,1.68,0.11
PF02038,0.5,2.46,0.22
PF02044,0.89,4.5,0.0
PF02045,,,0.0
PF02046,0.76,3.84,0.12
PF02057,,,0.0
PF02058,0.68,2.23,0.07
PF02059,,,0.0
PF02060,0.35,0.82,0.4
PF02063,0.41,2.25,0.5
PF02064,0.7,2.35,0.04
PF02070,,,0.0
PF02072,,,0.0
PF02077,,,0.0
PF02078,0.81,3.75,0.02
PF02079,,,0.0
PF02083,,,0.0
PF02089,0.63,1.11,0.04
PF02096,0.61,1.09,0.09
PF02099,0.55,2.16,0.17
PF02100,0.66,2.4,0.05
PF02101,,,0.0
PF02104,,,0.0
PF02106,,,0.0
PF02109,,,0.0
PF02114,0.43,1.65,0.31
PF02115,0.76,3.43,0.05
PF02121,0.67,2.88,0.02
PF02126,,,0.0
PF02127,,,0.0
PF02130,,,0.0
PF02135,0.64,3.41,0.1
PF02136,0.53,1.7,0.09
PF02137,0.4,1.49,0.32
PF02138,0.58,2.72,0.13
PF02140,0.58,2.45,0.11
PF02141,0.36,1.39,0.25
PF02142,0.47,0.36,0.16
PF02144,,,0.0
PF02145,0.52,2.11,0.15
PF02146,0.35,1.5,0.36
PF02148,0.3,1.98,0.44
PF02149,0.71,2.95,0.05
PF02150,0.61,1.48,0.1
PF02155,,,0.0
PF02157,,,0.0
PF02158,0.68,1.91,0.07
PF02159,,,0.0
PF02161,,,0.0
PF02163,,,0.0
PF02165,,,0.0
PF02166,,,0.0
PF02167,,,0.0
PF02170,0.37,1.48,0.32
PF02171,0.59,2.39,0.07
PF02172,0.95,4.81,0.0
PF02173,0.72,2.75,0.09
PF02174,0.38,1.32,0.23
PF02176,0.44,1.56,0.06
PF02177,0.73,3.27,0.02
PF02178,0.69,3.17,0.13
PF02179,0.33,1.17,0.4
PF02180,0.63,2.49,0.08
PF02181,0.39,1.13,0.12
PF02182,0.88,4.21,0.01
PF02185,0.44,1.49,0.15
PF02186,,,0.0
PF02187,0.62,3.12,0.11
PF02188,0.48,2.41,0.2
PF02189,0.44,1.29,0.04
PF02190,0.35,0.8,0.33
PF02191,0.46,1.88,0.15
PF02192,0.68,2.26,0.03
PF02194,0.47,1.02,0.09
PF02195,,,0.0
PF02196,0.42,0.96,0.13
PF02197,0.43,1.64,0.21
PF02198,0.41,1.5,0.15
PF02199,0.61,3.15,0.08
PF02201,0.61,2.32,0.13
PF02202,,,0.0
PF02204,0.4,1.1,0.16
PF02205,0.4,1.58,0.26
PF02207,0.4,2.01,0.3
PF02208,0.63,2.92,0.14
PF02209,0.63,2.52,0.0
PF02210,0.15,0.69,0.57
PF02212,0.55,1.8,0.1
PF02213,0.68,2.76,0.08
PF02214,0.25,1.39,0.46
PF02218,0.65,3.44,0.11
PF02219,,,0.0
PF02221,0.56,0.48,0.15
PF02223,0.6,0.58,0.1
PF02225,0.2,0.75,0.54
PF02229,,,0.0
PF02230,0.67,2.15,0.04
PF02233,,,0.0
PF02234,0.65,2.63,0.04
PF02237,,,0.0
PF02238,0.75,3.05,0.06
PF02244,0.45,1.47,0.1
PF02245,,,0.0
PF02251,0.68,2.42,0.0
PF02252,0.69,2.39,0.01
PF02256,0.62,2.08,0.22
PF02257,0.58,2.42,0.08
PF02259,0.32,0.1,0.28
PF02260,0.59,2.05,0.06
PF02262,0.66,2.33,0.06
PF02263,0.45,2.28,0.3
PF02267,0.68,1.98,0.01
PF02268,,,0.0
PF02269,0.64,1.34,0.02
PF02270,,,0.0
PF02271,,,0.0
PF02272,,,0.0
PF02275,0.62,1.86,0.2
PF02284,,,0.0
PF02285,0.72,2.33,0.03
PF02290,,,0.0
PF02291,0.96,4.92,0.0
PF02295,0.5,1.04,0.13
PF02296,0.91,4.37,0.0
PF02297,0.56,1.89,0.14
PF02301,0.43,1.28,0.29
PF02310,0.57,0.28,0.09
PF02312,,,0.0
PF02318,0.39,1.57,0.24
PF02319,0.44,2.11,0.26
PF02320,0.98,5.11,0.0
PF02330,,,0.0
PF02337,1.0,5.25,0.0
PF02338,0.23,0.69,0.46
PF02344,,,0.0
PF02347,,,0.0
PF02348,,,0.0
PF02350,,,0.0
PF02351,0.26,0.96,0.34
PF02354,0.47,2.21,0.34
PF02359,0.53,-0.41,0.09
PF02366,0.67,1.8,0.05
PF02368,0.75,2.47,0.03
PF02372,0.58,0.73,0.1
PF02373,0.34,0.86,0.23
PF02374,,,0.0
PF02375,0.61,2.59,0.01
PF02376,0.47,2.11,0.19
PF02377,0.75,3.3,0.06
PF02383,0.42,1.61,0.31
PF02389,0.38,4.38,0.58
PF02390,,,0.0
PF02391,,,0.0
PF02394,0.61,0.92,0.05
PF02403,,,0.0
PF02404,,,0.0
PF02410,,,0.0
PF02412,0.46,2.7,0.28
PF02423,,,0.0
PF02434,0.43,1.49,0.26
PF02436,,,0.0
PF02437,0.48,1.7,0.12
PF02441,,,0.0
PF02450,0.47,2.74,0.39
PF02453,0.71,3.0,0.04
PF02460,0.5,1.45,0.23
PF02463,0.29,0.01,0.28
PF02466,0.32,0.6,0.3
PF02469,0.27,0.86,0.36
PF02475,0.56,0.57,0.23
PF02485,0.49,1.74,0.12
PF02487,,,0.0
PF02493,0.26,1.69,0.45
PF02494,0.56,1.73,0.07
PF02513,0.54,2.38,0.05
PF02515,0.62,1.11,0.04
PF02516,0.77,3.12,0.04
PF02517,,,0.0
PF02518,0.4,1.92,0.39
PF02525,0.73,2.48,0.02
PF02535,0.23,0.75,0.47
PF02536,0.38,0.41,0.28
PF02538,,,0.0
PF02540,0.52,-0.29,0.32
PF02544,0.54,1.55,0.07
PF02545,,,0.0
PF02567,,,0.0
PF02574,0.58,1.87,0.18
PF02578,,,0.0
PF02580,0.61,1.05,0.06
PF02582,,,0.0
PF02585,,,0.0
PF02586,,,0.0
PF02594,,,0.0
PF02597,,,0.0
PF02602,,,0.0
PF02607,,,0.0
PF02617,0.71,2.46,0.02
PF02628,,,0.0
PF02629,0.59,0.49,0.08
PF02630,0.77,3.33,0.01
PF02636,,,0.0
PF02637,,,0.0
PF02661,,,0.0
PF02666,,,0.0
PF02668,0.61,1.0,0.06
PF02671,0.42,1.64,0.2
PF02676,,,0.0
PF02678,,,0.0
PF02686,,,0.0
PF02690,0.44,1.67,0.27
PF02696,,,0.0
PF02709,0.65,2.88,0.02
PF02724,0.33,-1.38,0.66
PF02727,0.8,3.0,0.0
PF02728,0.62,2.03,0.04
PF02729,0.63,1.25,0.06
PF02731,,,0.0
PF02732,0.33,0.09,0.29
PF02733,,,0.0
PF02734,,,0.0
PF02735,0.57,0.31,0.11
PF02736,0.54,2.06,0.07
PF02737,0.52,1.03,0.04
PF02738,0.74,2.68,0.02
PF02740,,,0.0
PF02744,,,0.0
PF02746,,,0.0
PF02747,,,0.0
PF02749,,,0.0
PF02750,0.87,4.28,0.0
PF02751,,,0.0
PF02752,0.41,1.31,0.21
PF02755,0.55,2.11,0.08
PF02758,0.35,0.98,0.21
PF02759,0.21,0.65,0.47
PF02760,0.69,2.57,0.01
PF02761,0.81,3.66,0.0
PF02762,0.88,4.39,0.0
PF02765,,,0.0
PF02769,0.38,0.46,0.29
PF02770,0.36,1.43,0.27
PF02771,0.35,1.07,0.23
PF02772,0.91,4.62,0.01
PF02773,0.95,4.85,0.0
PF02775,0.62,1.25,0.07
PF02776,0.64,1.3,0.02
PF02777,,,0.0
PF02778,,,0.0
PF02779,0.41,0.93,0.17
PF02780,0.56,1.58,0.09
PF02781,0.63,1.43,0.09
PF02782,0.52,1.59,0.17
PF02784,0.74,3.06,0.01
PF02785,0.54,1.59,0.04
PF02786,0.44,1.33,0.11
PF02787,0.67,1.92,0.05
PF02789,,,0.0
PF02790,,,0.0
PF02791,0.54,1.39,0.13
PF02792,1.0,5.29,0.0
PF02793,0.29,1.51,0.35
PF02798,0.43,1.59,0.22
PF02799,0.9,4.45,0.01
PF02800,0.9,4.03,0.0
PF02801,0.64,1.04,0.01
PF02803,0.57,2.14,0.12
PF02806,0.77,3.7,0.11
PF02807,0.83,4.11,0.03
PF02809,0.53,2.01,0.11
PF02812,0.99,5.25,0.0
PF02815,0.35,1.05,0.25
PF02816,0.45,1.15,0.13
PF02817,0.62,1.77,0.05
PF02818,0.76,3.25,0.01
PF02820,0.4,1.82,0.25
PF02822,0.55,2.75,0.14
PF02823,,,0.0
PF02824,0.47,1.49,0.18
PF02825,0.33,1.23,0.29
PF02826,0.63,1.94,0.03
PF02827,0.58,1.35,0.01
PF02828,0.34,0.87,0.19
PF02833,0.64,1.38,0.05
PF02836,0.57,0.79,0.22
PF02837,0.62,4.51,0.35
PF02840,,,0.0
PF02841,0.54,2.4,0.18
PF02843,,,0.0
PF02844,,,0.0
PF02845,0.44,1.12,0.08
PF02847,0.4,0.63,0.07
PF02852,0.63,2.15,0.02
PF02854,0.25,0.39,0.41
PF02862,0.3,1.69,0.5
PF02864,0.54,1.8,0.1
PF02865,0.53,1.81,0.06
PF02866,0.55,1.96,0.12
PF02867,,,0.0
PF02870,,,0.0
PF02872,,,0.0
PF02874,0.45,0.6,0.08
PF02877,0.6,1.82,0.03
PF02878,0.34,1.26,0.4
PF02879,0.54,1.47,0.11
PF02880,0.52,1.35,0.11
PF02881,0.57,0.4,0.09
PF02882,0.59,2.17,0.14
PF02883,0.39,0.72,0.15
PF02885,,,0.0
PF02886,0.29,0.7,0.33
PF02887,0.81,3.48,0.01
PF02888,0.79,3.55,0.04
PF02889,0.31,0.72,0.35
PF02891,0.76,3.93,0.02
PF02892,0.52,2.24,0.11
PF02893,0.26,0.73,0.36
PF02897,0.55,0.12,0.16
PF02898,0.82,3.89,0.0
PF02902,0.29,1.48,0.48
PF02906,0.76,3.04,0.03
PF02910,,,0.0
PF02911,0.59,1.44,0.08
PF02913,0.47,0.35,0.12
PF02919,0.84,4.02,0.0
PF02921,0.99,4.83,0.0
PF02922,,,0.0
PF02926,0.41,0.36,0.29
PF02928,0.63,2.7,0.08
PF02931,0.32,1.37,0.25
PF02932,0.12,1.08,0.72
PF02933,0.52,-0.41,0.24
PF02934,,,0.0
PF02935,,,0.0
PF02936,0.77,3.18,0.05
PF02937,,,0.0
PF02938,,,0.0
PF02939,,,0.0
PF02946,0.57,2.26,0.03
PF02947,,,0.0
PF02948,0.9,5.15,0.05
PF02953,0.44,1.25,0.07
PF02961,0.7,1.97,0.01
PF02965,,,0.0
PF02966,0.68,2.11,0.01
PF02969,0.69,2.06,0.01
PF02970,,,0.0
PF02971,,,0.0
PF02978,,,0.0
PF02984,0.26,0.64,0.38
PF02985,0.39,1.11,0.2
PF02988,,,0.0
PF02990,0.53,1.92,0.13
PF02991,0.64,2.81,0.02
PF02994,0.7,2.17,0.02
PF02996,0.41,0.36,0.08
PF03002,0.75,4.19,0.1
PF03006,0.34,0.66,0.22
PF03009,0.27,0.82,0.46
PF03015,0.8,3.45,0.0
PF03016,0.44,1.12,0.21
PF03020,0.54,2.28,0.16
PF03024,0.41,1.65,0.3
PF03028,0.38,2.07,0.33
PF03029,0.56,1.41,0.04
PF03031,0.46,1.79,0.24
PF03034,0.68,1.96,0.02
PF03036,0.47,1.34,0.15
PF03039,,,0.0
PF03045,0.48,1.76,0.16
PF03051,,,0.0
PF03054,,,0.0
PF03055,0.59,1.96,0.08
PF03061,0.37,0.88,0.18
PF03062,0.21,0.11,0.46
PF03066,0.64,2.04,0.03
PF03068,0.71,3.28,0.05
PF03071,0.6,1.86,0.25
PF03073,0.7,2.02,0.02
PF03074,,,0.0
PF03079,,,0.0
PF03081,,,0.0
PF03083,0.61,0.78,0.02
PF03088,,,0.0
PF03089,,,0.0
PF03091,,,0.0
PF03095,,,0.0
PF03096,0.78,3.63,0.02
PF03097,0.41,1.29,0.3
PF03098,0.42,1.65,0.24
PF03099,,,0.0
PF03102,,,0.0
PF03104,0.3,0.29,0.41
PF03109,0.39,1.12,0.27
PF03114,0.34,0.9,0.22
PF03121,,,0.0
PF03126,,,0.0
PF03127,0.54,1.72,0.04
PF03128,0.75,4.04,0.0
PF03129,0.3,0.59,0.34
PF03131,0.46,1.87,0.17
PF03133,0.31,1.2,0.35
PF03134,0.73,3.51,0.02
PF03137,0.44,1.69,0.14
PF03142,,,0.0
PF03143,,,0.0
PF03144,0.37,0.74,0.17
PF03145,0.72,3.73,0.14
PF03146,,,0.0
PF03147,0.64,1.59,0.02
PF03148,0.49,1.7,0.16
PF03151,0.36,0.7,0.2
PF03152,,,0.0
PF03153,0.41,1.75,0.48
PF03154,0.49,2.7,0.38
PF03155,0.61,1.07,0.1
PF03159,0.73,3.04,0.08
PF03160,0.17,0.93,0.6
PF03165,0.4,2.19,0.35
PF03166,0.59,2.97,0.18
PF03167,0.54,-0.27,0.17
PF03171,0.78,4.25,0.08
PF03172,0.63,2.17,0.04
PF03176,,,0.0
PF03177,0.54,-0.02,0.28
PF03178,0.49,0.81,0.13
PF03179,0.75,2.93,0.01
PF03184,0.35,1.09,0.25
PF03185,0.56,1.76,0.03
PF03188,0.55,1.46,0.03
PF03189,0.19,1.51,0.7
PF03190,,,0.0
PF03194,0.67,2.6,0.1
PF03199,,,0.0
PF03200,,,0.0
PF03208,0.54,1.17,0.08
PF03215,,,0.0
PF03221,0.4,1.4,0.16
PF03223,0.77,3.37,0.06
PF03224,,,0.0
PF03226,0.42,1.44,0.25
PF03227,,,0.0
PF03232,,,0.0
PF03234,,,0.0
PF03247,0.69,2.35,0.07
PF03248,,,0.0
PF03250,0.45,2.43,0.32
PF03253,0.83,3.97,0.0
PF03256,0.33,1.2,0.39
PF03259,0.62,1.4,0.04
PF03261,0.76,3.6,0.11
PF03265,0.69,2.05,0.02
PF03271,0.83,3.77,0.0
PF03281,0.4,1.41,0.35
PF03283,,,0.0
PF03285,0.35,1.25,0.47
PF03291,,,0.0
PF03297,,,0.0
PF03298,0.67,1.83,0.03
PF03299,0.88,4.23,0.01
PF03301,,,0.0
PF03308,,,0.0
PF03311,0.45,2.73,0.38
PF03328,,,0.0
PF03332,0.83,3.72,0.01
PF03343,,,0.0
PF03344,,,0.0
PF03345,,,0.0
PF03348,0.55,2.25,0.13
PF03351,0.43,0.65,0.1
PF03357,0.33,0.91,0.26
PF03359,0.47,2.31,0.32
PF03360,0.71,2.92,0.05
PF03364,0.88,4.39,0.02
PF03366,0.63,2.32,0.02
PF03367,0.65,1.7,0.05
PF03368,,,0.0
PF03370,0.4,1.72,0.27
PF03371,0.59,0.59,0.08
PF03372,0.16,0.09,0.57
PF03378,,,0.0
PF03381,0.75,2.9,0.04
PF03388,0.6,2.18,0.02
PF03398,,,0.0
PF03399,0.49,0.87,0.17
PF03402,0.53,1.68,0.13
PF03403,0.71,2.28,0.02
PF03404,,,0.0
PF03414,0.55,1.96,0.12
PF03416,0.55,2.45,0.15
PF03435,0.58,0.61,0.1
PF03439,,,0.0
PF03441,0.93,5.16,0.0
PF03446,0.5,0.83,0.08
PF03450,0.72,2.19,0.0
PF03451,0.45,2.58,0.27
PF03453,,,0.0
PF03454,,,0.0
PF03455,0.41,1.36,0.15
PF03456,0.33,1.6,0.33
PF03462,0.67,2.45,0.13
PF03463,,,0.0
PF03464,0.56,-0.1,0.07
PF03465,0.57,0.73,0.15
PF03467,0.84,3.9,0.01
PF03473,0.58,2.0,0.14
PF03474,0.75,3.04,0.03
PF03476,0.64,2.23,0.04
PF03477,,,0.0
PF03483,,,0.0
PF03484,,,0.0
PF03485,,,0.0
PF03487,,,0.0
PF03489,0.47,1.73,0.06
PF03491,,,0.0
PF03493,0.59,1.94,0.04
PF03494,,,0.0
PF03501,0.84,3.99,0.03
PF03508,,,0.0
PF03509,,,0.0
PF03511,,,0.0
PF03516,0.64,2.87,0.09
PF03517,,,0.0
PF03520,0.53,2.39,0.23
PF03521,0.43,2.47,0.47
PF03522,0.22,2.02,0.64
PF03523,,,0.0
PF03528,0.58,2.28,0.34
PF03529,0.6,2.21,0.15
PF03530,0.76,3.34,0.04
PF03531,,,0.0
PF03533,,,0.0
PF03535,0.55,1.93,0.4
PF03540,,,0.0
PF03542,,,0.0
PF03546,0.33,3.25,0.63
PF03556,0.6,2.51,0.08
PF03561,0.61,1.35,0.17
PF03567,0.33,0.92,0.3
PF03568,0.5,4.5,0.5
PF03571,,,0.0
PF03572,0.53,1.59,0.11
PF03577,0.57,2.39,0.24
PF03587,,,0.0
PF03600,,,0.0
PF03604,,,0.0
PF03607,0.43,1.49,0.13
PF03615,0.85,4.0,0.0
PF03619,0.57,1.38,0.04
PF03623,0.79,2.96,0.01
PF03629,,,0.0
PF03630,0.76,3.06,0.03
PF03632,,,0.0
PF03635,,,0.0
PF03637,0.61,2.63,0.07
PF03638,0.74,3.79,0.06
PF03643,0.62,2.25,0.13
PF03644,,,0.0
PF03645,0.47,1.31,0.05
PF03647,0.49,2.96,0.39
PF03650,0.55,1.56,0.14
PF03656,,,0.0
PF03657,,,0.0
PF03660,,,0.0
PF03661,,,0.0
PF03662,0.69,2.29,0.07
PF03665,0.71,2.34,0.04
PF03666,0.5,-2.0,0.5
PF03669,,,0.0
PF03670,,,0.0
PF03671,,,0.0
PF03676,,,0.0
PF03690,,,0.0
PF03694,,,0.0
PF03700,0.63,1.52,0.12
PF03712,0.51,1.49,0.12
PF03715,,,0.0
PF03719,0.58,0.59,0.03
PF03720,,,0.0
PF03721,,,0.0
PF03725,0.38,0.44,0.11
PF03726,,,0.0
PF03727,0.7,3.06,0.02
PF03730,0.59,0.38,0.05
PF03731,0.56,0.14,0.09
PF03735,,,0.0
PF03736,0.27,0.95,0.31
PF03747,0.51,0.92,0.13
PF03762,,,0.0
PF03764,0.46,0.57,0.11
PF03765,0.34,1.04,0.41
PF03770,0.39,1.82,0.34
PF03781,0.72,2.77,0.05
PF03782,0.58,2.08,0.15
PF03792,0.91,4.34,0.0
PF03798,0.29,0.53,0.27
PF03800,,,0.0
PF03801,,,0.0
PF03803,0.71,3.16,0.03
PF03807,0.47,1.25,0.08
PF03810,0.29,0.59,0.24
PF03813,,,0.0
PF03815,0.41,1.71,0.25
PF03820,0.59,1.91,0.05
PF03821,0.32,1.4,0.54
PF03823,,,0.0
PF03826,0.59,2.72,0.14
PF03827,,,0.0
PF03828,0.41,1.49,0.21
PF03832,0.52,1.66,0.09
PF03834,,,0.0
PF03835,,,0.0
PF03836,0.71,2.82,0.05
PF03839,,,0.0
PF03847,,,0.0
PF03849,,,0.0
PF03850,,,0.0
PF03853,0.56,1.19,0.08
PF03859,0.94,5.18,0.01
PF03868,,,0.0
PF03870,,,0.0
PF03871,,,0.0
PF03874,0.62,0.95,0.05
PF03875,,,0.0
PF03876,0.58,0.56,0.03
PF03878,0.79,3.21,0.01
PF03881,0.79,3.36,0.03
PF03896,,,0.0
PF03900,,,0.0
PF03901,0.39,0.24,0.2
PF03908,,,0.0
PF03909,0.46,0.57,0.06
PF03911,,,0.0
PF03914,0.47,1.06,0.24
PF03915,0.69,2.32,0.1
PF03917,,,0.0
PF03919,,,0.0
PF03920,0.87,4.41,0.05
PF03921,0.52,1.5,0.07
PF03931,0.67,1.24,0.04
PF03932,,,0.0
PF03937,,,0.0
PF03939,,,0.0
PF03941,,,0.0
PF03942,0.57,0.42,0.15
PF03943,0.86,3.94,0.0
PF03946,0.6,0.7,0.03
PF03947,0.61,0.74,0.08
PF03949,0.76,3.11,0.01
