Pfam_code,blosum62_global_mean
PF03160,1.02
PF03165,2.81
PF03166,3.01
PF03167,2.47
PF03171,4.46
PF03172,3.19
PF03176,
PF03177,1.77
PF03178,3.22
PF03179,3.59
PF03184,1.09
PF03185,2.51
PF03188,2.56
PF03189,2.17
PF03190,5.32
PF03194,3.09
PF03199,4.96
PF03200,5.32
PF03208,2.26
PF03215,3.4
PF03221,1.52
PF03223,4.11
PF03224,5.09
PF03226,1.98
PF03227,5.35
PF03232,5.09
PF03234,3.92
PF03247,3.89
PF03248,5.29
PF03250,2.6
PF03253,4.41
PF03256,1.95
PF03259,2.54
PF03261,3.35
PF03265,2.93
PF03271,3.77
PF03281,1.57
PF03283,5.26
PF03285,2.4
PF03291,5.26
PF03297,
PF03298,3.28
PF03299,4.51
PF03301,4.85
PF03308,4.98
PF03311,3.24
PF03321,4.94
PF03328,4.77
PF03332,4.35
PF03343,
PF03344,5.16
PF03345,5.15
PF03348,2.57
PF03351,0.97
PF03357,1.17
PF03359,3.42
PF03360,3.46
PF03364,4.77
PF03366,2.66
PF03367,3.09
PF03368,5.4
PF03370,1.93
PF03371,1.93
PF03372,0.66
PF03378,
PF03381,4.13
PF03388,3.23
PF03398,4.92
PF03399,2.22
PF03402,1.68
PF03403,3.66
PF03404,
PF03414,2.61
PF03416,2.99
PF03435,4.05
PF03439,5.19
PF03441,5.3
PF03446,2.05
PF03447,4.88
PF03450,2.19
PF03451,3.34
PF03453,5.14
PF03454,5.39
PF03455,2.07
PF03456,1.81
PF03462,3.74
PF03463,2.99
PF03464,2.44
PF03465,2.59
PF03467,4.1
PF03473,3.28
PF03474,3.04
PF03476,3.21
PF03477,5.12
PF03483,1.61
PF03484,
PF03485,5.12
PF03487,5.07
PF03489,1.81
PF03491,5.27
PF03493,3.62
PF03494,5.18
PF03501,4.92
PF03508,
PF03509,
PF03511,5.01
PF03516,2.87
PF03517,4.55
PF03520,3.16
PF03521,2.47
PF03522,2.43
PF03523,5.12
PF03528,3.59
PF03529,2.9
PF03530,3.93
PF03531,5.45
PF03533,5.02
PF03535,4.02
PF03540,5.08
PF03542,5.17
PF03546,3.89
PF03547,4.78
PF03556,2.89
PF03561,1.35
PF03567,1.13
PF03568,0.29
PF03571,5.22
PF03572,1.59
PF03577,3.19
PF03587,4.99
PF03600,4.84
PF03604,5.81
PF03607,1.92
PF03615,4.0
PF03619,2.63
PF03623,4.47
PF03629,
PF03630,3.2
PF03632,4.96
PF03635,
PF03637,2.47
PF03638,4.33
PF03643,2.72
PF03644,5.4
PF03645,1.75
PF03647,3.53
PF03650,2.51
PF03656,4.71
PF03657,5.0
PF03660,
PF03661,4.66
PF03662,3.39
PF03665,3.33
PF03666,4.58
PF03669,5.47
PF03670,
PF03671,4.62
PF03676,5.27
PF03690,5.35
PF03694,
PF03700,3.39
PF03712,1.78
PF03715,
PF03719,3.72
PF03720,
PF03721,5.34
PF03725,1.3
PF03726,
PF03727,3.23
PF03730,2.0
PF03731,1.93
PF03735,4.84
PF03736,1.01
PF03747,2.17
PF03762,
PF03764,1.48
PF03765,1.48
PF03770,1.97
PF03781,4.1
PF03782,2.08
PF03792,4.67
PF03798,0.86
PF03800,5.34
PF03801,5.1
PF03803,3.55
PF03807,2.36
PF03810,1.09
PF03813,5.43
PF03815,2.21
PF03820,2.93
PF03821,1.4
PF03823,
PF03826,2.78
PF03827,
PF03828,2.06
PF03832,1.66
PF03834,5.2
PF03835,2.14
PF03836,3.38
PF03839,
PF03847,
PF03849,5.12
PF03850,4.98
PF03853,2.87
PF03859,5.1
PF03868,5.13
PF03870,5.2
PF03871,5.35
PF03874,2.34
PF03875,
PF03876,3.24
PF03878,3.96
PF03879,
PF03881,3.68
PF03896,5.04
PF03900,5.29
PF03901,1.44
PF03908,4.62
PF03909,2.17
PF03911,5.38
PF03914,1.06
PF03915,3.6
PF03917,4.3
PF03919,
PF03920,4.58
PF03921,2.25
PF03931,3.36
PF03932,5.01
PF03937,4.9
PF03939,5.08
PF03941,
PF03942,2.62
PF03943,4.41
PF03946,2.15
PF03947,2.88
PF03949,3.97
PF03950,3.34
PF03951,5.43
PF03952,4.34
PF03953,2.87
PF03954,2.91
PF03957,2.28
PF03959,
PF03962,5.17
PF03966,3.83
PF03969,4.75
PF03972,5.12
PF03980,4.9
PF03981,5.21
PF03982,2.96
PF03985,4.69
PF03987,2.87
PF03992,2.72
PF03997,5.09
PF03998,
PF03999,5.05
PF04000,1.83
PF04003,1.7
PF04004,
PF04005,4.0
PF04006,5.11
PF04031,5.42
PF04032,5.24
PF04034,
PF04037,5.38
PF04042,1.81
PF04045,5.31
PF04046,3.25
PF04048,
PF04049,
PF04050,
PF04051,1.74
PF04053,2.84
PF04054,4.9
PF04055,0.6
PF04056,4.98
PF04057,5.03
PF04061,4.78
PF04062,5.2
PF04063,
PF04064,
PF04065,5.05
PF04068,3.39
PF04072,3.04
PF04073,
PF04078,4.96
PF04080,5.44
PF04081,5.67
PF04083,3.1
PF04084,
PF04086,
PF04088,
PF04089,1.28
PF04091,4.38
PF04095,5.12
PF04096,5.3
PF04097,5.03
PF04098,3.52
PF04099,3.12
PF04100,4.96
PF04101,4.76
PF04103,1.02
PF04104,5.04
PF04106,5.03
PF04108,
PF04109,4.47
PF04110,
PF04111,4.27
PF04112,-0.57
PF04113,4.72
PF04114,4.85
PF04116,1.34
PF04117,2.66
PF04118,3.88
PF04121,5.18
PF04124,5.0
PF04127,2.7
PF04129,
PF04130,1.78
PF04133,4.09
PF04135,
PF04136,
PF04137,4.25
PF04139,3.49
PF04140,
PF04142,3.01
PF04144,3.88
PF04145,1.33
PF04146,3.25
PF04147,5.15
PF04148,4.89
PF04152,5.2
PF04153,2.79
PF04157,2.69
PF04158,5.11
PF04161,5.24
PF04176,
PF04177,4.43
PF04178,1.45
PF04180,3.53
PF04181,
PF04182,
PF04184,4.87
PF04188,5.21
PF04189,
PF04190,5.16
PF04191,4.71
PF04192,5.13
PF04193,0.98
PF04194,3.1
PF04201,3.47
PF04209,5.28
PF04212,1.82
PF04218,1.55
PF04241,5.65
PF04253,2.74
PF04258,1.96
PF04263,4.78
PF04265,5.23
PF04266,
PF04272,
PF04275,
PF04280,2.27
PF04281,
PF04300,2.6
PF04321,5.12
PF04326,1.67
PF04360,
PF04366,4.95
PF04376,5.37
PF04377,5.14
PF04379,3.34
PF04382,3.58
PF04387,2.65
PF04388,5.12
PF04389,1.07
PF04402,4.18
PF04406,4.98
PF04408,1.44
PF04410,0.54
PF04418,5.5
PF04419,2.84
PF04420,4.53
PF04421,
PF04423,5.06
PF04424,4.2
PF04427,2.05
PF04430,3.16
PF04433,1.87
PF04434,1.08
PF04437,
PF04438,2.54
PF04440,2.9
PF04442,5.16
PF04446,5.42
PF04457,5.36
PF04487,2.9
PF04488,1.96
PF04493,4.21
PF04494,1.5
PF04495,3.09
PF04499,3.72
PF04500,4.67
PF04502,2.75
PF04503,4.69
PF04505,2.51
PF04506,4.7
PF04511,3.42
PF04515,2.76
PF04516,2.82
PF04538,1.38
PF04547,2.41
PF04548,2.12
PF04549,4.89
PF04553,3.84
PF04557,5.01
PF04558,4.73
PF04560,3.23
PF04561,1.99
PF04563,1.92
PF04564,1.51
PF04565,2.97
PF04566,3.54
PF04567,3.66
PF04568,4.74
PF04571,4.45
PF04572,2.31
PF04573,
PF04577,-0.06
PF04579,5.01
PF04587,5.13
PF04588,2.95
PF04589,3.62
PF04592,-inf
PF04593,-inf
PF04597,5.09
PF04598,1.58
PF04603,
PF04614,4.72
PF04615,3.88
PF04617,2.78
PF04621,3.73
PF04622,5.11
PF04627,4.71
PF04628,3.19
PF04629,2.71
PF04636,3.42
PF04641,5.05
PF04643,1.08
PF04644,0.78
PF04652,5.1
PF04658,3.5
PF04664,3.93
PF04666,3.13
PF04667,3.75
PF04668,5.03
PF04669,4.54
PF04670,2.53
PF04675,1.63
PF04676,1.53
PF04677,2.5
PF04678,2.42
PF04679,2.04
PF04680,5.12
PF04683,4.51
PF04685,4.96
PF04691,4.79
PF04692,2.56
PF04695,4.93
PF04696,
PF04697,4.93
PF04698,3.8
PF04699,4.14
PF04704,3.58
PF04706,3.16
PF04707,2.03
PF04709,
PF04710,4.29
PF04711,4.6
PF04712,4.44
PF04714,4.94
PF04716,4.95
PF04718,4.39
PF04719,4.25
PF04721,5.29
PF04722,4.77
PF04724,
PF04727,2.29
PF04729,4.72
PF04731,1.61
PF04732,1.63
PF04733,4.91
PF04734,5.22
PF04739,5.13
PF04749,2.78
PF04750,3.54
PF04752,2.68
PF04756,4.21
PF04757,1.54
PF04758,5.08
PF04762,5.26
PF04768,5.27
PF04774,2.06
PF04775,3.58
PF04777,2.38
PF04790,2.42
PF04791,2.14
PF04794,
PF04795,4.52
PF04799,4.25
PF04800,5.25
PF04801,5.08
PF04802,4.54
PF04803,2.74
PF04810,3.47
PF04811,2.05
PF04812,3.84
PF04813,4.92
PF04814,3.02
PF04815,1.66
PF04818,1.41
PF04819,2.66
PF04821,
PF04822,5.19
PF04824,3.11
PF04825,3.62
PF04826,1.88
PF04828,4.63
PF04831,2.21
PF04832,2.76
PF04836,3.73
PF04840,2.5
PF04841,5.13
PF04845,3.7
PF04847,4.11
PF04849,3.8
PF04851,1.71
PF04855,5.18
PF04856,4.34
PF04857,3.06
PF04858,5.19
PF04868,4.79
PF04869,
PF04871,
PF04874,
PF04880,3.84
PF04882,3.69
PF04884,4.93
PF04889,
PF04893,1.6
PF04900,3.25
PF04901,2.55
PF04902,5.18
PF04904,5.03
PF04905,4.09
PF04906,2.88
PF04908,3.37
PF04909,
PF04910,5.16
PF04912,4.89
PF04916,2.17
PF04921,4.62
PF04922,5.26
PF04923,4.09
PF04925,
PF04926,4.38
PF04928,3.96
PF04930,4.02
PF04931,5.07
PF04934,5.2
PF04935,
PF04938,5.18
PF04939,
PF04949,
PF04950,1.32
PF04952,3.45
PF04959,5.51
PF04960,4.87
PF04961,4.69
PF04968,4.13
PF04969,0.74
PF04970,2.3
PF04979,3.76
PF04981,5.38
PF04983,2.12
PF04987,5.03
PF04988,2.75
PF04990,5.22
PF04991,4.25
PF04992,5.1
PF04997,1.87
PF04998,1.69
PF05000,1.99
PF05001,4.55
PF05002,1.86
PF05004,3.89
PF05005,
PF05007,
PF05008,1.18
PF05010,3.77
PF05011,
PF05014,5.05
PF05018,2.18
PF05019,5.12
PF05020,5.6
PF05021,5.06
PF05022,5.14
PF05024,4.78
PF05025,4.91
PF05026,5.54
PF05028,
PF05029,
PF05030,4.15
PF05033,2.69
PF05038,4.98
PF05039,2.57
PF05041,3.03
PF05044,4.41
PF05046,5.36
PF05047,2.07
PF05048,
PF05049,2.77
PF05051,5.46
PF05053,4.89
PF05057,4.69
PF05060,
PF05063,1.94
PF05064,4.02
PF05066,4.25
PF05071,2.36
PF05076,
PF05083,4.64
PF05089,5.27
PF05090,5.09
PF05091,5.15
PF05093,3.1
PF05104,2.67
PF05110,3.14
PF05111,5.07
PF05118,3.48
PF05127,5.0
PF05129,5.24
PF05131,
PF05132,
PF05147,2.78
PF05148,4.98
PF05153,5.5
PF05154,2.2
PF05158,
PF05160,5.44
PF05161,
PF05162,5.12
PF05168,
PF05172,
PF05175,1.76
PF05177,5.19
PF05178,5.32
PF05179,5.19
PF05180,
PF05181,5.4
PF05182,5.72
PF05184,1.91
PF05185,5.14
PF05186,2.69
PF05187,
PF05188,1.59
PF05189,2.87
PF05190,2.27
PF05191,4.07
PF05192,1.34
PF05193,0.75
PF05195,3.63
PF05196,4.42
PF05197,3.99
PF05198,
PF05199,
PF05205,4.02
PF05206,
PF05207,3.09
PF05208,5.2
PF05210,2.85
PF05216,5.04
PF05219,5.24
PF05221,3.75
PF05222,3.16
PF05224,4.26
PF05225,3.36
PF05236,3.68
PF05238,5.0
PF05241,1.48
PF05250,5.12
PF05251,5.15
PF05253,2.52
PF05254,
PF05255,4.72
PF05270,2.68
PF05276,3.24
PF05277,5.09
PF05279,4.19
PF05281,5.49
PF05282,5.19
PF05283,2.29
PF05285,4.92
PF05287,1.42
PF05291,5.08
PF05292,4.91
PF05296,1.82
PF05300,2.66
PF05301,
PF05303,5.11
PF05308,2.47
PF05324,4.96
PF05326,
PF05327,4.77
PF05328,5.1
PF05334,4.04
PF05337,5.16
PF05345,4.76
PF05346,4.88
PF05347,1.34
PF05348,5.03
PF05349,2.76
PF05350,4.17
PF05351,2.84
PF05355,5.09
PF05361,2.73
PF05362,3.55
PF05365,
PF05366,
PF05368,5.14
PF05378,5.04
PF05383,2.8
PF05386,4.27
PF05391,4.89
PF05392,4.45
PF05395,2.4
PF05399,5.04
PF05404,4.96
PF05405,5.01
PF05406,2.88
PF05422,5.17
PF05427,5.06
PF05428,5.27
PF05432,
PF05434,4.24
PF05438,5.2
PF05439,4.8
PF05450,4.9
PF05454,
PF05456,3.07
PF05458,5.33
PF05460,5.23
PF05461,2.1
PF05463,2.06
PF05466,5.11
PF05470,5.02
PF05474,4.0
PF05477,
PF05478,1.66
PF05483,4.94
PF05485,2.1
PF05486,5.21
PF05493,4.59
PF05495,5.9
PF05499,4.77
PF05502,3.86
PF05507,4.49
PF05510,4.86
PF05511,4.98
PF05517,3.99
PF05527,3.6
PF05529,3.85
PF05536,5.09
PF05544,5.04
PF05556,1.53
PF05557,4.84
PF05571,5.31
PF05572,3.56
PF05577,3.09
PF05586,4.32
PF05587,3.1
PF05600,5.09
PF05602,2.62
PF05603,5.09
PF05604,
PF05605,2.88
PF05608,5.35
PF05609,4.46
PF05612,
PF05615,5.14
PF05620,4.99
PF05622,3.06
PF05624,5.5
PF05625,4.94
PF05631,5.13
PF05640,3.97
PF05641,5.12
PF05644,4.42
PF05645,5.2
PF05647,3.61
PF05648,1.92
PF05649,2.37
PF05652,
PF05653,2.25
PF05667,
PF05669,5.12
PF05670,2.95
PF05672,2.57
PF05676,
PF05679,1.41
PF05680,
PF05686,2.36
PF05693,4.24
PF05694,5.28
PF05699,0.12
PF05700,
PF05705,4.81
PF05706,5.29
PF05712,3.2
PF05715,4.03
PF05716,1.68
PF05719,4.2
PF05721,2.46
PF05724,
PF05726,
PF05729,1.42
PF05731,2.89
PF05735,4.35
PF05739,1.35
PF05741,4.06
PF05742,4.89
PF05743,3.76
PF05746,1.47
PF05753,4.59
PF05760,0.81
PF05761,2.46
PF05764,5.12
PF05769,3.07
PF05770,5.34
PF05773,1.18
PF05778,5.03
PF05781,3.13
PF05782,
PF05783,3.28
PF05786,5.01
PF05790,0.75
PF05793,5.1
PF05794,3.14
PF05804,
PF05805,2.11
PF05806,
PF05808,4.93
PF05811,5.16
PF05817,4.77
PF05821,5.6
PF05822,4.08
PF05824,4.62
PF05825,2.88
PF05826,2.62
PF05827,3.55
PF05831,2.37
PF05832,4.6
PF05833,5.01
PF05835,3.2
PF05837,4.92
PF05839,
PF05843,2.63
PF05856,4.77
PF05859,5.29
PF05871,4.18
PF05873,5.03
PF05875,3.65
PF05881,
PF05889,5.17
PF05890,5.17
PF05891,3.49
PF05902,3.9
PF05903,2.14
PF05907,
PF05914,2.4
PF05915,2.76
PF05916,1.23
PF05918,4.85
PF05920,3.52
PF05922,4.99
PF05923,2.08
PF05924,2.02
PF05934,5.32
PF05937,
PF05956,1.06
PF05958,2.55
PF05964,3.42
PF05965,2.74
PF05970,
PF05971,5.02
PF05972,3.38
PF05978,2.13
PF05983,5.2
PF05986,1.39
PF05994,4.74
PF05995,
PF05997,3.67
PF06001,5.57
PF06003,4.4
PF06008,1.5
PF06009,1.89
PF06012,
PF06017,1.48
PF06021,2.92
PF06025,4.63
PF06026,
PF06027,2.09
PF06031,2.06
PF06046,1.51
PF06047,4.91
PF06052,5.29
PF06058,4.37
PF06060,2.96
PF06068,3.67
PF06071,5.29
PF06079,5.23
PF06080,5.13
PF06083,1.8
PF06087,5.18
PF06090,5.13
PF06093,5.36
PF06094,3.81
PF06098,5.08
PF06102,
PF06105,3.93
PF06110,5.34
PF06113,5.24
PF06119,4.12
PF06121,
PF06140,3.48
PF06148,4.92
PF06155,2.43
PF06159,
PF06179,4.95
PF06189,4.36
PF06201,2.69
PF06202,
PF06209,5.17
PF06211,
PF06212,4.9
PF06214,5.12
PF06218,4.82
PF06220,2.68
PF06221,5.86
PF06229,4.91
PF06237,3.78
PF06239,5.25
PF06244,
PF06246,4.85
PF06248,4.71
PF06268,1.06
PF06271,
PF06278,4.77
PF06292,2.31
PF06293,
PF06294,2.7
PF06297,3.27
PF06309,2.56
PF06311,4.42
PF06312,2.16
PF06320,4.95
PF06325,1.68
PF06327,1.56
PF06328,1.59
PF06331,
PF06333,4.45
PF06337,2.3
PF06346,5.95
PF06350,5.13
PF06365,1.36
PF06367,2.31
PF06371,2.44
PF06372,4.46
PF06373,
PF06374,5.14
PF06375,5.2
PF06384,2.71
PF06387,3.5
PF06388,4.01
PF06390,5.33
PF06391,5.0
PF06393,
PF06396,
PF06398,1.99
PF06399,5.24
PF06400,5.11
PF06401,5.15
PF06407,4.05
PF06409,4.47
PF06413,5.11
PF06417,4.95
PF06418,5.01
PF06419,4.87
PF06421,
PF06423,
PF06424,
PF06427,3.69
PF06428,4.29
PF06432,
PF06444,
PF06446,
PF06448,
PF06455,
PF06456,2.79
PF06459,3.16
PF06461,5.11
PF06462,2.07
PF06463,
PF06464,2.42
PF06465,5.16
PF06466,4.5
PF06467,1.28
PF06468,3.46
PF06469,4.49
PF06470,1.48
PF06472,1.89
PF06473,0.91
PF06479,2.6
PF06480,4.42
PF06482,4.05
PF06484,3.18
PF06487,5.28
PF06512,2.07
PF06522,2.71
PF06524,5.24
PF06529,
PF06534,3.41
PF06535,3.77
PF06540,
PF06541,5.57
PF06544,1.21
PF06546,2.23
PF06553,4.09
PF06554,
PF06565,2.53
PF06566,5.35
PF06567,
PF06573,4.92
PF06581,
PF06583,3.36
PF06584,5.24
PF06588,5.5
PF06602,2.29
PF06607,2.41
PF06608,5.58
PF06614,
PF06617,2.69
PF06621,1.96
PF06623,4.03
PF06624,4.64
PF06625,4.54
PF06628,
PF06631,3.91
PF06632,
PF06637,5.03
PF06638,3.9
PF06644,4.81
PF06645,5.5
PF06650,1.77
PF06657,3.59
PF06658,
PF06662,5.3
PF06663,4.06
PF06664,3.22
PF06668,1.82
PF06677,5.5
PF06679,1.18
PF06682,5.37
PF06699,5.24
PF06701,3.21
PF06702,2.99
PF06703,5.14
PF06726,5.62
PF06728,5.17
PF06729,
PF06730,3.98
PF06732,5.2
PF06733,2.37
PF06736,3.08
PF06741,4.63
PF06743,1.23
PF06747,1.39
PF06752,1.85
PF06758,2.99
PF06762,3.72
PF06773,5.32
PF06775,5.03
PF06777,4.98
PF06783,5.17
PF06784,
PF06789,2.67
PF06803,
PF06807,5.17
PF06809,5.33
PF06814,2.23
PF06816,3.05
PF06817,5.0
PF06818,2.23
PF06821,
PF06825,2.2
PF06827,
PF06831,1.2
PF06839,2.36
PF06840,4.82
PF06842,3.26
PF06858,
PF06859,1.4
PF06862,5.07
PF06870,4.82
PF06875,
PF06881,4.26
PF06883,5.41
PF06886,0.74
PF06888,3.88
PF06905,5.28
PF06907,2.56
PF06910,5.2
PF06911,
PF06916,3.09
PF06920,1.98
PF06936,5.03
PF06937,5.36
PF06941,3.74
PF06951,3.88
PF06954,3.01
PF06957,5.24
PF06959,5.46
PF06963,5.13
PF06969,
PF06978,4.58
PF06979,1.42
PF06984,
PF06989,
PF06990,3.38
PF06991,
PF07000,
PF07001,3.38
PF07002,3.57
PF07004,1.31
PF07010,4.78
PF07019,2.75
PF07034,
PF07035,4.96
PF07039,5.35
PF07047,5.22
PF07051,4.47
PF07052,
PF07061,5.09
PF07064,5.03
PF07065,5.27
PF07074,4.97
PF07078,4.95
PF07084,2.01
PF07086,4.87
PF07092,2.91
PF07093,5.19
PF07096,5.01
PF07106,5.08
PF07111,4.9
PF07114,2.37
PF07139,3.88
PF07140,5.09
PF07142,3.99
PF07145,3.1
PF07147,2.16
PF07156,3.74
PF07159,2.68
PF07160,5.15
PF07162,2.86
PF07163,5.07
PF07175,5.24
PF07177,1.84
PF07189,
PF07192,4.3
PF07200,2.16
PF07202,1.18
PF07213,1.83
PF07221,5.49
PF07222,5.28
PF07225,4.95
PF07228,
PF07258,1.25
PF07259,
PF07260,4.57
PF07263,
PF07264,4.71
PF07281,4.9
PF07286,5.4
PF07289,5.15
PF07292,1.32
PF07297,4.9
PF07303,2.23
PF07304,5.22
PF07324,4.55
PF07326,4.95
PF07334,0.76
PF07347,4.64
PF07353,
PF07354,3.25
PF07359,
PF07392,
PF07393,5.07
PF07400,4.82
PF07406,4.82
PF07412,4.47
PF07421,4.99
PF07426,4.66
PF07443,3.33
PF07448,5.36
PF07452,1.74
PF07458,2.56
PF07469,1.8
PF07474,1.74
PF07479,4.41
PF07491,5.45
PF07496,2.59
PF07500,2.04
PF07502,2.53
PF07521,2.67
PF07522,1.72
PF07524,2.89
PF07525,1.77
PF07527,2.14
PF07528,2.44
PF07529,3.09
PF07531,3.39
PF07533,3.28
PF07534,2.68
PF07535,3.89
PF07539,
PF07540,
PF07541,5.21
PF07542,5.28
PF07544,
PF07545,4.37
PF07546,2.13
PF07555,5.14
PF07557,
PF07558,5.12
PF07562,2.63
PF07565,2.57
PF07569,
PF07571,2.53
PF07572,
PF07574,5.14
PF07575,4.99
PF07576,5.09
PF07593,5.2
PF07645,2.35
PF07646,1.47
PF07647,0.84
PF07648,1.93
PF07650,4.61
PF07651,2.95
PF07653,1.1
PF07654,1.59
PF07657,1.94
PF07662,2.72
PF07670,3.5
PF07677,2.06
PF07678,2.23
PF07679,0.89
PF07683,5.11
PF07684,2.63
PF07686,0.56
PF07687,1.64
PF07690,0.2
PF07691,2.16
PF07693,2.88
PF07699,1.86
PF07700,3.43
PF07701,2.75
PF07703,1.79
PF07706,
PF07707,1.07
PF07710,2.96
PF07711,5.41
PF07713,4.97
PF07714,1.55
PF07716,1.81
PF07717,1.34
PF07718,
PF07719,1.42
PF07722,5.14
PF07724,3.31
PF07728,1.16
PF07731,3.18
PF07732,2.58
PF07738,2.03
PF07741,
PF07742,2.83
PF07743,
PF07744,1.69
PF07748,1.72
PF07749,5.01
PF07757,
PF07763,3.82
PF07766,2.97
PF07767,4.78
PF07773,2.77
PF07774,4.73
PF07776,5.24
PF07778,5.24
PF07779,
PF07780,
PF07782,0.92
PF07786,
PF07787,3.98
PF07798,3.53
PF07803,3.76
PF07807,5.48
PF07808,5.06
PF07809,3.05
PF07810,2.58
PF07814,5.11
PF07815,4.16
PF07817,
PF07818,5.39
PF07819,5.09
PF07830,3.36
PF07831,4.79
PF07834,
PF07837,3.13
PF07842,1.09
PF07847,
PF07850,4.93
PF07851,4.55
PF07855,5.18
PF07856,4.19
PF07857,5.24
PF07859,1.48
PF07884,3.45
PF07885,1.18
PF07888,3.07
PF07890,
PF07894,1.96
PF07896,
PF07904,
PF07910,2.48
PF07912,5.32
PF07915,2.21
PF07923,3.43
PF07926,
PF07928,4.43
PF07933,4.79
PF07934,5.35
PF07941,
PF07942,5.4
PF07946,5.05
PF07947,1.52
PF07959,1.74
PF07962,5.19
PF07965,2.12
PF07966,2.72
PF07967,5.46
PF07970,3.19
PF07973,2.45
PF07974,3.27
PF07975,6.2
PF07978,2.0
PF07984,3.78
PF07985,
PF07986,1.32
PF07988,4.84
PF07989,4.04
PF07992,1.43
PF07993,3.91
PF07994,4.99
PF07995,2.76
PF07998,
PF08005,2.16
PF08007,3.18
PF08014,3.76
PF08016,1.12
PF08022,2.72
PF08030,2.47
PF08032,
PF08033,2.19
PF08035,
PF08038,5.2
PF08039,4.72
PF08040,
PF08043,3.41
PF08059,2.74
PF08061,3.03
PF08062,1.47
PF08063,5.41
PF08064,5.17
PF08065,2.72
PF08066,5.27
PF08067,5.28
PF08068,5.41
PF08069,5.07
PF08070,1.3
PF08071,5.54
PF08072,5.2
PF08073,4.95
PF08074,4.99
PF08075,4.88
PF08079,2.8
PF08080,5.2
PF08081,3.65
PF08082,5.45
PF08083,5.42
PF08084,5.49
PF08122,5.46
PF08123,5.42
PF08127,5.52
PF08142,2.32
PF08143,2.99
PF08144,
PF08145,5.45
PF08146,5.25
PF08147,5.2
PF08148,2.64
PF08149,
PF08150,2.93
PF08151,2.39
PF08152,2.34
PF08153,
PF08154,3.24
PF08155,
PF08156,2.62
PF08157,
PF08158,5.17
PF08159,1.22
PF08161,
PF08163,
PF08164,4.82
PF08165,2.1
PF08166,3.21
PF08167,4.62
PF08168,5.02
PF08169,3.29
PF08170,
PF08172,
PF08174,2.57
PF08180,4.34
PF08190,2.99
PF08198,5.06
PF08202,4.92
PF08204,5.2
PF08205,0.79
PF08208,
PF08209,5.48
PF08210,0.36
PF08212,5.39
PF08213,
PF08214,5.07
PF08216,5.03
PF08221,5.11
PF08227,4.93
PF08231,
PF08232,4.36
PF08234,
PF08235,4.38
PF08236,
PF08238,1.04
PF08239,5.42
PF08240,2.26
PF08241,1.32
PF08242,1.99
PF08243,
PF08246,2.26
PF08264,1.81
PF08265,2.94
PF08266,2.18
PF08271,2.28
PF08282,2.96
PF08284,5.36
PF08285,
PF08286,4.88
PF08288,5.04
PF08292,
PF08293,5.26
PF08294,4.88
PF08295,3.6
PF08311,4.28
PF08312,2.99
PF08313,3.35
PF08314,5.2
PF08315,5.09
PF08318,5.07
PF08320,4.97
PF08321,2.77
PF08324,5.07
PF08326,4.47
PF08327,5.14
PF08332,4.8
PF08336,3.79
PF08337,2.44
PF08338,4.86
PF08344,3.73
PF08347,3.47
PF08351,5.17
PF08355,3.75
PF08356,4.32
PF08357,1.16
PF08365,
PF08366,3.13
PF08367,5.19
PF08368,1.15
PF08372,2.48
PF08373,1.29
PF08374,2.62
PF08375,
PF08377,5.07
PF08383,3.38
PF08384,5.57
PF08385,2.37
PF08389,2.32
PF08390,3.75
PF08391,0.96
PF08393,2.36
PF08397,2.48
PF08399,2.36
PF08403,3.38
PF08409,2.91
PF08412,4.68
PF08416,1.85
PF08418,5.08
PF08423,1.63
PF08424,5.32
PF08427,
PF08429,3.31
PF08430,1.6
PF08433,2.09
PF08434,3.08
PF08441,0.89
PF08442,3.81
PF08443,4.69
PF08444,1.85
PF08447,1.75
PF08449,1.99
PF08450,
PF08451,4.88
PF08454,3.28
PF08466,4.08
PF08473,2.52
PF08474,4.5
PF08477,1.29
PF08487,1.87
PF08490,5.23
PF08491,5.22
PF08492,
PF08499,4.15
PF08504,4.04
PF08506,1.42
PF08510,
PF08511,5.43
PF08512,0.75
PF08513,2.87
PF08514,4.24
PF08515,3.71
PF08516,2.05
PF08517,2.39
PF08518,2.91
PF08519,5.36
PF08523,
PF08524,
PF08526,1.73
PF08527,1.98
PF08534,
PF08539,4.27
PF08540,3.38
PF08542,1.57
PF08543,5.19
PF08544,2.02
PF08547,5.27
PF08551,
PF08555,4.9
PF08557,4.84
PF08558,3.09
PF08561,
PF08562,3.5
PF08563,5.4
PF08564,4.77
PF08565,4.17
PF08567,5.2
PF08568,4.37
PF08569,4.5
PF08571,4.65
PF08572,
PF08573,5.57
PF08574,5.67
PF08577,4.44
PF08583,3.66
PF08584,5.38
PF08585,3.5
PF08590,5.23
PF08596,4.51
PF08597,4.93
PF08598,2.3
PF08599,5.32
PF08600,
PF08603,4.77
PF08604,
PF08606,4.92
PF08608,5.28
PF08609,5.14
PF08610,5.18
PF08612,5.18
PF08613,2.37
PF08614,2.82
PF08615,5.3
PF08616,1.91
PF08617,
PF08620,5.03
PF08621,4.93
PF08623,4.5
PF08625,5.14
PF08626,4.09
PF08628,1.88
PF08629,
PF08631,
PF08638,
PF08640,
PF08641,4.98
PF08644,
PF08645,5.15
PF08646,2.91
PF08647,
PF08648,4.56
PF08652,5.38
PF08659,5.17
PF08660,
PF08661,5.19
