Pfam_code,blosum62_global_mean
PF03516,2.88
PF03517,
PF03520,2.46
PF03521,2.72
PF03522,2.14
PF03523,
PF03528,2.35
PF03529,2.2
PF03530,3.36
PF03531,
PF03533,
PF03535,2.24
PF03540,
PF03542,
PF03546,2.73
PF03547,
PF03556,2.55
PF03561,1.33
PF03567,0.95
PF03568,
PF03571,
PF03572,1.62
PF03577,2.89
PF03587,
PF03600,
PF03604,
PF03607,1.51
PF03615,4.0
PF03619,1.41
PF03623,3.02
PF03629,
PF03630,3.08
PF03632,
PF03635,
PF03637,2.65
PF03638,4.06
PF03643,2.2
PF03644,
PF03645,1.3
PF03647,3.05
PF03650,1.76
PF03656,
PF03657,
PF03660,
PF03661,
PF03662,2.49
PF03665,2.34
PF03666,
PF03669,
PF03670,
PF03671,
PF03676,
PF03690,
PF03694,
PF03700,1.52
PF03712,1.49
PF03715,
PF03719,0.6
PF03720,
PF03721,
PF03725,0.45
PF03726,
PF03727,3.05
PF03730,0.36
PF03731,0.15
PF03735,
PF03736,0.9
PF03747,0.92
PF03762,
PF03764,0.52
PF03765,2.41
PF03770,1.82
PF03781,2.78
PF03782,1.92
PF03792,4.34
PF03798,0.54
PF03800,
PF03801,
PF03803,3.17
PF03807,1.26
PF03810,0.58
PF03813,
PF03815,1.9
PF03820,1.91
PF03821,1.9
PF03823,
PF03826,2.89
PF03827,
PF03828,1.51
PF03832,1.76
PF03834,
PF03835,
PF03836,2.81
PF03839,
PF03847,
PF03849,
PF03850,
PF03853,1.22
PF03859,5.21
PF03868,
PF03870,
PF03871,
PF03874,1.02
PF03875,
PF03876,0.48
PF03878,3.23
PF03881,3.56
PF03896,
PF03900,
PF03901,0.29
PF03908,
PF03909,0.68
PF03911,
PF03914,1.06
PF03915,3.07
PF03917,
PF03919,
PF03920,4.41
PF03921,1.5
PF03931,1.32
PF03932,
PF03937,
PF03939,
PF03941,
PF03942,0.39
PF03943,3.94
PF03946,0.65
PF03947,0.89
PF03949,3.13
PF03950,0.84
PF03951,
PF03952,4.23
PF03953,2.75
PF03954,2.38
PF03957,1.99
PF03959,
PF03962,
PF03966,0.44
PF03969,
PF03972,
PF03980,
PF03981,
PF03982,2.76
PF03985,
PF03987,0.45
PF03991,
PF03992,2.19
PF03997,
PF03998,
PF03999,0.64
PF04000,0.74
PF04003,0.47
PF04004,
PF04005,2.57
PF04006,
PF04031,
PF04032,
PF04034,
PF04037,
PF04042,0.05
PF04045,
PF04046,1.86
PF04048,
PF04049,
PF04050,
PF04051,1.17
PF04053,0.68
PF04054,
PF04055,0.2
PF04056,5.08
PF04057,
PF04061,4.61
PF04062,
PF04063,
PF04064,
PF04065,
PF04068,1.17
PF04072,1.65
PF04073,
PF04078,
PF04080,
PF04081,
PF04083,
PF04084,
PF04086,
PF04088,
PF04089,0.72
PF04091,4.0
PF04095,
PF04096,
PF04097,
PF04098,
PF04099,0.91
PF04100,
PF04101,
PF04103,0.77
PF04104,
PF04106,
PF04109,2.8
PF04110,
PF04111,3.5
PF04112,
PF04113,-2.0
PF04114,
PF04116,0.86
PF04117,1.54
PF04118,3.2
PF04121,
PF04124,
PF04127,1.0
PF04129,
PF04130,0.76
PF04133,3.6
PF04135,
PF04136,
PF04137,3.54
PF04139,2.16
PF04140,
PF04142,1.48
PF04144,3.14
PF04145,1.43
PF04146,2.59
PF04147,
PF04148,
PF04152,
PF04153,1.08
PF04157,0.52
PF04158,
PF04161,
PF04176,
PF04177,4.4
PF04178,1.1
PF04180,
PF04181,
PF04182,
PF04184,4.31
PF04188,
PF04189,
PF04190,
PF04191,
PF04192,
PF04193,0.41
PF04194,1.97
PF04201,3.04
PF04209,
PF04212,1.39
PF04218,1.5
PF04241,
PF04253,2.25
PF04258,1.73
PF04263,
PF04265,
PF04266,
PF04272,
PF04275,
PF04280,0.05
PF04281,
PF04300,2.2
PF04321,
PF04326,1.87
PF04360,
PF04366,
PF04376,
PF04377,
PF04379,1.7
PF04382,2.74
PF04387,1.94
PF04388,
PF04389,0.99
PF04402,
PF04406,
PF04408,1.87
PF04410,0.51
PF04418,
PF04419,2.17
PF04420,
PF04421,
PF04423,
PF04424,3.82
PF04427,0.9
PF04430,0.66
PF04433,1.43
PF04434,1.47
PF04437,
PF04438,2.22
PF04440,1.29
PF04442,
PF04446,
PF04457,
PF04487,2.26
PF04488,2.03
PF04493,
PF04494,1.45
PF04495,4.04
PF04499,2.9
PF04500,4.31
PF04502,0.76
PF04503,4.29
PF04505,1.45
PF04506,
PF04511,2.75
PF04515,2.29
PF04516,2.62
PF04538,1.27
PF04547,1.97
PF04548,1.91
PF04549,
PF04553,2.05
PF04557,
PF04558,
PF04560,2.23
PF04561,0.55
PF04563,1.2
PF04564,1.19
PF04565,1.9
PF04566,1.9
PF04567,1.37
PF04568,
PF04571,3.99
PF04572,2.35
PF04573,
PF04577,1.28
PF04579,4.99
PF04587,
PF04588,2.47
PF04589,2.2
PF04592,
PF04593,
PF04597,
PF04598,0.87
PF04603,
PF04614,
PF04615,4.21
PF04617,1.84
PF04621,2.62
PF04622,
PF04627,4.71
PF04628,2.75
PF04629,1.26
PF04636,3.28
PF04641,
PF04643,1.04
PF04644,0.78
PF04652,
PF04658,3.31
PF04664,2.96
PF04666,2.22
PF04667,3.38
PF04668,
PF04669,
PF04670,2.23
PF04675,0.39
PF04676,1.63
PF04677,1.69
PF04678,2.4
PF04679,1.02
PF04680,5.03
PF04683,
PF04685,
PF04691,
PF04692,0.99
PF04695,
PF04696,
PF04697,
PF04698,2.22
PF04699,3.75
PF04704,3.06
PF04706,2.43
PF04707,1.46
PF04709,
PF04710,4.08
PF04711,
PF04712,3.56
PF04714,4.88
PF04716,
PF04718,4.46
PF04719,4.52
PF04721,
PF04722,4.77
PF04724,
PF04727,1.47
PF04729,4.58
PF04731,1.57
PF04732,0.8
PF04733,
PF04734,
PF04739,4.96
PF04749,2.44
PF04750,2.02
PF04752,2.73
PF04756,2.47
PF04757,-0.07
PF04758,
PF04762,
PF04768,
PF04774,2.03
PF04775,3.53
PF04777,1.47
PF04790,1.93
PF04791,0.91
PF04794,
PF04795,
PF04799,3.4
PF04800,
PF04801,
PF04802,3.85
PF04803,2.09
PF04810,2.9
PF04811,1.65
PF04812,2.41
PF04813,
PF04814,1.77
PF04815,1.2
PF04818,1.13
PF04819,1.92
PF04821,
PF04822,
PF04824,2.21
PF04825,2.36
PF04826,1.49
PF04828,4.83
PF04831,1.5
PF04832,1.26
PF04836,3.63
PF04840,0.74
PF04841,
PF04845,3.56
PF04847,3.63
PF04849,2.0
PF04851,1.05
PF04855,
PF04856,4.43
PF04857,1.16
PF04858,
PF04868,4.97
PF04869,
PF04871,
PF04874,
PF04880,2.8
PF04882,
PF04884,
PF04889,
PF04893,0.75
PF04900,1.41
PF04901,1.79
PF04902,
PF04904,4.81
PF04905,3.07
PF04906,2.06
PF04908,2.74
PF04909,
PF04910,
PF04912,
PF04916,1.66
PF04921,4.84
PF04922,5.16
PF04923,3.0
PF04925,
PF04926,4.26
PF04928,4.85
PF04930,3.41
PF04931,
PF04934,
PF04935,
PF04938,
PF04939,
PF04949,
PF04950,0.9
PF04952,2.84
PF04959,
PF04960,4.4
PF04961,
PF04968,3.24
PF04969,0.63
PF04970,2.05
PF04979,3.33
PF04981,
PF04983,1.23
PF04987,
PF04988,2.13
PF04990,
PF04991,2.59
PF04992,
PF04997,0.87
PF04998,1.61
PF05000,1.3
PF05001,4.45
PF05002,1.92
PF05004,2.48
PF05005,
PF05007,
PF05008,1.19
PF05010,3.03
PF05011,
PF05014,
PF05018,0.77
PF05019,
PF05020,
PF05021,
PF05022,
PF05024,
PF05025,
PF05026,
PF05028,
PF05029,
PF05030,3.52
PF05033,1.63
PF05038,
PF05039,3.08
PF05041,3.07
PF05044,4.03
PF05046,
PF05047,0.58
PF05048,
PF05049,1.51
PF05051,
PF05053,-2.0
PF05057,4.37
PF05060,
PF05063,1.06
PF05064,3.53
PF05066,3.77
PF05071,1.15
PF05076,
PF05083,
PF05089,
PF05090,
PF05091,
PF05093,0.0
PF05104,0.37
PF05110,1.96
PF05111,3.65
PF05118,2.35
PF05127,
PF05129,
PF05131,
PF05132,
PF05147,2.27
PF05148,
PF05153,
PF05154,1.52
PF05158,
PF05160,
PF05161,
PF05162,
PF05168,
PF05172,
PF05175,0.8
PF05177,
PF05178,
PF05179,
PF05180,
PF05181,
PF05182,
PF05184,1.68
PF05185,
PF05186,2.2
PF05187,
PF05188,0.23
PF05189,0.8
PF05190,0.05
PF05191,3.65
PF05192,0.68
PF05193,0.17
PF05195,0.77
PF05196,3.32
PF05197,2.72
PF05198,
PF05199,
PF05205,4.06
PF05206,
PF05207,3.15
PF05208,
PF05210,2.73
PF05216,
PF05217,1.7
PF05219,
PF05221,3.58
PF05222,0.81
PF05224,3.71
PF05225,2.92
PF05236,3.1
PF05238,
PF05241,0.35
PF05242,
PF05250,
PF05251,
PF05253,2.28
PF05254,
PF05255,4.15
PF05270,1.46
PF05276,2.33
PF05277,
PF05279,3.38
PF05281,
PF05282,
PF05283,1.49
PF05285,
PF05287,1.38
PF05291,
PF05292,
PF05296,1.59
PF05300,1.32
PF05301,
PF05303,
PF05308,0.95
PF05324,5.1
PF05326,
PF05327,4.87
PF05328,
PF05334,2.84
PF05337,
PF05345,
PF05346,
PF05347,1.06
PF05348,
PF05349,2.27
PF05350,4.68
PF05351,1.97
PF05355,
PF05361,2.45
PF05362,2.2
PF05365,
PF05366,
PF05368,
PF05378,
PF05383,2.11
PF05386,4.03
PF05391,
PF05392,4.09
PF05395,1.59
PF05399,
PF05404,
PF05405,
PF05406,2.17
PF05422,
PF05427,
PF05428,
PF05432,
PF05434,3.21
PF05438,
PF05439,
PF05450,
PF05454,
PF05456,3.16
PF05458,
PF05460,
PF05461,1.77
PF05463,2.11
PF05466,
PF05470,4.88
PF05474,4.4
PF05477,
PF05478,1.23
PF05483,
PF05485,1.71
PF05486,
PF05493,4.58
PF05495,
PF05499,
PF05502,-1.0
PF05507,1.93
PF05510,2.29
PF05511,
PF05517,3.39
PF05527,3.12
PF05529,2.76
PF05536,
PF05544,
PF05556,1.57
PF05557,
PF05571,
PF05572,3.37
PF05577,1.42
PF05586,3.12
PF05587,2.27
PF05600,
PF05602,1.35
PF05603,
PF05604,
PF05605,2.11
PF05608,
PF05609,3.39
PF05612,
PF05615,
PF05620,
PF05622,2.64
PF05624,4.88
PF05625,
PF05631,
PF05640,3.58
PF05641,4.95
PF05644,1.55
PF05645,
PF05647,3.35
PF05648,1.28
PF05649,1.88
PF05652,
PF05653,2.05
PF05667,
PF05669,
PF05670,0.88
PF05672,2.36
PF05676,
PF05679,1.23
PF05680,
PF05686,1.87
PF05693,4.18
PF05694,
PF05699,0.25
PF05700,
PF05705,
PF05706,
PF05712,2.69
PF05715,4.0
PF05716,1.89
PF05719,3.95
PF05721,0.6
PF05724,
PF05726,
PF05729,1.17
PF05731,0.35
PF05735,4.12
PF05739,1.22
PF05741,3.76
PF05742,
PF05743,3.16
PF05746,0.7
PF05753,
PF05760,1.29
PF05761,1.76
PF05764,
PF05768,
PF05769,2.86
PF05770,
PF05773,0.57
PF05778,
PF05781,1.05
PF05782,
PF05783,2.75
PF05786,
PF05790,0.25
PF05793,
PF05794,2.72
PF05804,
PF05805,1.72
PF05806,
PF05808,
PF05811,
PF05817,
PF05821,
PF05822,3.32
PF05824,4.82
PF05825,1.62
PF05826,1.08
PF05827,1.54
PF05831,3.09
PF05832,4.25
PF05833,
PF05835,2.18
PF05837,
PF05839,
PF05843,0.68
PF05856,
PF05859,
PF05871,
PF05873,
PF05875,1.21
PF05881,
PF05889,
PF05890,
PF05891,2.86
PF05902,3.85
PF05903,1.45
PF05907,
PF05914,1.62
PF05915,
PF05916,-0.14
PF05918,
PF05920,3.18
PF05922,
PF05923,2.1
PF05924,2.16
PF05934,
PF05937,
PF05956,1.1
PF05958,
PF05964,2.37
PF05965,1.54
PF05970,
PF05971,
PF05972,2.89
PF05978,0.82
PF05983,
PF05986,1.33
PF05994,4.61
PF05995,
PF05997,3.38
PF06001,5.47
PF06003,2.71
PF06008,0.51
PF06009,1.07
PF06012,
PF06017,1.12
PF06021,2.43
PF06025,
PF06026,
PF06027,2.28
PF06031,1.64
PF06046,0.94
PF06047,4.89
PF06052,
PF06058,3.91
PF06060,1.13
PF06068,2.44
PF06071,
PF06079,
PF06080,
PF06083,2.01
PF06087,
PF06090,
PF06093,
PF06094,
PF06098,
PF06102,
PF06105,3.21
PF06110,
PF06113,
PF06119,1.55
PF06121,
PF06140,3.02
PF06148,
PF06155,1.53
PF06159,
PF06179,
PF06189,3.72
PF06201,1.14
PF06202,
PF06209,
PF06211,
PF06212,
PF06214,
PF06218,1.0
PF06220,1.94
PF06221,
PF06229,
PF06237,2.64
PF06239,
PF06244,
PF06246,
PF06248,
PF06268,0.69
PF06271,
PF06278,
PF06292,1.45
PF06293,
PF06294,1.24
PF06297,2.53
PF06309,2.25
PF06311,4.01
PF06312,2.04
PF06320,
PF06325,1.63
PF06327,1.17
PF06328,0.51
PF06331,
PF06333,3.68
PF06337,1.65
PF06345,
PF06346,
PF06350,
PF06365,0.71
PF06367,1.41
PF06371,1.55
PF06372,
PF06373,
PF06374,5.35
PF06375,
PF06384,1.92
PF06387,2.34
PF06388,1.77
PF06390,
PF06391,
PF06393,
PF06396,
PF06398,2.16
PF06399,
PF06400,
PF06401,
PF06407,4.05
PF06409,4.42
PF06413,
PF06417,
PF06418,4.52
PF06419,
PF06421,
PF06423,
PF06424,
PF06427,3.71
PF06428,3.9
PF06432,
PF06444,
PF06446,
PF06448,
PF06455,
PF06456,1.18
PF06459,1.75
PF06461,4.71
PF06462,1.99
PF06463,
PF06464,1.45
PF06465,5.28
PF06466,3.88
PF06467,1.26
PF06468,2.09
PF06469,3.77
PF06470,0.95
PF06472,1.44
PF06473,0.9
PF06479,1.88
PF06480,1.29
PF06482,3.17
PF06484,2.77
PF06487,
PF06512,1.68
PF06522,2.48
PF06524,
PF06529,
PF06534,2.99
PF06535,3.07
PF06540,
PF06541,
PF06544,1.12
PF06546,0.78
PF06553,3.32
PF06554,
PF06565,1.43
PF06566,
PF06567,
PF06573,
PF06581,
PF06583,2.09
PF06584,
PF06588,
PF06602,2.05
PF06607,3.25
PF06608,
PF06614,
PF06617,1.43
PF06621,0.55
PF06623,3.62
PF06624,4.47
PF06625,2.9
PF06628,
PF06632,
PF06637,
PF06638,3.92
PF06644,
PF06645,
PF06657,2.17
PF06658,
PF06662,
PF06663,3.12
PF06664,0.53
PF06668,1.31
PF06677,
PF06679,1.37
PF06682,
PF06699,
PF06701,2.84
PF06702,2.69
PF06703,
PF06726,
PF06728,
PF06729,
PF06730,2.83
PF06732,
PF06733,2.24
PF06736,1.09
PF06741,3.91
PF06743,0.9
PF06747,1.13
PF06752,1.66
PF06758,3.37
PF06762,2.02
PF06773,
PF06775,
PF06777,
PF06783,
PF06784,
PF06789,1.69
PF06803,
PF06807,
PF06809,
PF06814,1.64
PF06816,2.24
PF06817,5.02
PF06818,2.17
PF06821,
PF06825,2.29
PF06827,
PF06831,0.96
PF06839,2.39
PF06840,
PF06842,1.97
PF06858,
PF06859,1.42
PF06862,
PF06870,
PF06875,
PF06881,3.27
PF06883,
PF06886,0.71
PF06888,2.34
PF06905,
PF06907,1.47
PF06910,
PF06911,
PF06916,1.38
PF06920,1.59
PF06936,
PF06937,
PF06941,3.17
PF06951,2.92
PF06954,3.07
PF06957,
PF06959,
PF06963,
PF06969,
PF06978,
PF06979,-0.16
PF06984,
PF06989,
PF06990,1.87
PF06991,
PF07000,
PF07001,3.01
PF07002,3.31
PF07004,1.24
PF07010,
PF07019,0.27
PF07034,
PF07035,
PF07039,
PF07047,
PF07051,2.63
PF07052,
PF07061,
PF07064,
PF07065,
PF07074,
PF07078,
PF07084,1.8
PF07086,
PF07092,1.77
PF07093,
PF07096,
PF07106,
PF07111,
PF07114,1.22
PF07139,1.98
PF07140,
PF07142,3.59
PF07145,2.35
PF07147,1.18
PF07156,2.15
PF07159,2.07
PF07160,
PF07162,1.22
PF07163,
PF07175,
PF07177,1.29
PF07189,
PF07192,4.03
PF07200,1.51
PF07202,1.38
PF07213,1.4
PF07221,
PF07222,
PF07225,
PF07228,
PF07258,0.89
PF07259,
PF07260,
PF07263,
PF07264,
PF07281,4.74
PF07286,
PF07289,
PF07292,1.32
PF07297,
PF07303,1.87
PF07304,
PF07324,4.86
PF07326,
PF07334,0.76
PF07347,
PF07353,
PF07354,2.26
PF07359,
PF07392,
PF07393,
PF07400,
PF07406,
PF07412,2.45
PF07421,
PF07426,
PF07443,2.18
PF07448,
PF07452,0.62
PF07458,2.68
PF07469,1.32
PF07474,1.36
PF07479,4.31
PF07491,
PF07496,2.33
PF07500,1.66
PF07502,1.36
PF07521,1.61
PF07522,0.98
PF07524,1.22
PF07525,1.63
PF07527,1.77
PF07528,2.07
PF07529,1.75
PF07531,2.56
PF07533,2.1
PF07534,1.82
PF07535,3.05
PF07539,
PF07540,
PF07541,
PF07542,
PF07544,
PF07545,4.54
PF07546,2.14
PF07555,
PF07557,
PF07558,
PF07562,2.47
PF07565,2.51
PF07569,
PF07571,1.12
PF07572,
PF07574,
PF07575,
PF07576,
PF07593,
PF07645,2.52
PF07646,
PF07647,0.73
PF07648,1.83
PF07650,
PF07651,1.22
PF07653,1.07
PF07654,1.24
PF07657,1.81
PF07662,3.1
PF07670,3.62
PF07677,1.6
PF07678,1.74
PF07679,0.95
PF07681,
PF07683,5.12
PF07684,1.66
PF07686,0.75
PF07687,0.51
PF07690,0.03
PF07691,0.3
PF07693,0.35
PF07699,1.92
PF07700,1.72
PF07701,2.0
PF07703,1.18
PF07706,
PF07707,1.08
PF07710,2.39
PF07711,
PF07713,
PF07714,1.52
PF07716,1.76
PF07717,1.11
PF07718,
PF07719,1.0
PF07722,
PF07724,0.43
PF07728,1.03
PF07731,2.72
PF07732,2.33
PF07738,1.69
PF07741,
PF07742,2.58
PF07743,
PF07744,1.03
PF07748,0.8
PF07749,
PF07757,
PF07763,2.42
PF07766,1.6
PF07767,
PF07773,0.59
PF07774,
PF07776,
PF07778,
PF07779,
PF07780,
PF07782,0.65
PF07786,
PF07787,
PF07798,2.86
PF07803,2.24
PF07807,
PF07808,
PF07809,1.97
PF07810,2.1
PF07814,
PF07815,3.35
PF07817,
PF07818,
PF07819,
PF07830,2.83
PF07831,
PF07834,
PF07837,0.73
PF07842,1.08
PF07847,
PF07850,
PF07851,3.94
PF07855,
PF07856,3.79
PF07857,
PF07859,1.47
PF07884,2.96
PF07885,1.36
PF07888,1.47
PF07890,
PF07894,1.8
PF07896,
PF07904,
PF07910,1.16
PF07912,
PF07915,1.3
PF07923,3.31
PF07926,
PF07928,
PF07933,4.36
PF07934,
PF07941,
PF07942,
PF07946,
PF07947,1.48
PF07959,0.47
PF07962,
PF07965,1.4
PF07966,2.66
PF07967,
PF07970,1.87
PF07973,1.74
PF07974,2.9
PF07975,6.22
PF07978,1.74
PF07984,3.49
PF07985,
PF07986,1.34
PF07988,2.83
PF07989,3.09
PF07992,0.73
PF07993,3.41
PF07994,
PF07995,2.75
PF07998,
PF08005,1.98
PF08007,2.18
PF08014,3.51
PF08016,1.06
PF08022,2.45
PF08030,2.21
PF08032,
PF08033,1.73
PF08035,
PF08038,
PF08039,
PF08040,
PF08043,3.45
PF08059,2.23
PF08061,1.42
PF08062,1.47
PF08063,
PF08064,
PF08065,2.72
PF08066,
PF08067,
PF08068,
PF08069,
PF08070,1.3
PF08071,5.54
PF08072,
PF08073,4.78
PF08074,4.67
PF08075,4.27
PF08079,0.97
PF08080,4.56
PF08081,3.66
PF08082,
PF08083,
PF08084,
PF08100,2.04
PF08122,
PF08123,
PF08127,
PF08142,1.07
PF08143,1.39
PF08144,
PF08145,
PF08146,
PF08147,
PF08148,1.62
PF08149,
PF08150,2.82
PF08151,2.63
PF08152,2.34
PF08153,
PF08154,0.53
PF08155,
PF08156,0.97
PF08157,
PF08158,
PF08159,1.22
PF08161,
PF08163,
PF08164,
PF08165,1.13
PF08166,1.33
PF08167,
PF08168,
PF08169,2.41
PF08170,
PF08172,
PF08174,1.46
PF08180,4.24
PF08190,0.86
PF08198,5.06
PF08202,
PF08204,
PF08205,0.65
PF08208,
PF08209,
PF08210,
PF08212,
PF08213,
PF08214,4.85
PF08216,
PF08221,
PF08227,
PF08231,
PF08232,4.27
PF08234,
PF08235,4.18
PF08236,1.29
PF08238,1.01
PF08240,1.62
PF08241,1.1
PF08242,1.98
PF08243,
PF08246,2.02
PF08264,0.58
PF08265,1.0
PF08266,2.21
PF08271,1.24
PF08282,2.98
PF08285,
PF08286,
PF08288,
PF08292,
PF08293,
PF08294,
PF08295,4.27
PF08311,2.08
PF08312,2.42
PF08313,3.19
PF08314,
PF08315,
PF08318,
PF08320,
PF08321,1.69
PF08324,
PF08326,3.8
PF08327,2.16
PF08332,4.78
PF08336,2.1
PF08337,2.92
PF08338,
PF08344,3.26
PF08347,2.63
PF08351,
PF08355,3.1
PF08356,3.86
PF08357,0.83
PF08365,
PF08366,2.52
PF08367,
PF08368,0.77
PF08372,3.51
PF08373,1.31
PF08374,2.34
PF08375,
PF08377,
PF08383,3.14
PF08384,
PF08385,0.83
PF08389,0.59
PF08391,
PF08393,1.39
PF08397,1.42
PF08399,2.22
PF08403,2.57
PF08409,2.37
PF08412,4.64
PF08416,1.29
PF08418,
PF08423,1.25
PF08424,
PF08427,
PF08429,2.48
PF08430,1.31
PF08433,0.79
PF08434,3.08
PF08441,0.85
PF08442,2.49
PF08443,4.64
PF08444,1.86
PF08447,1.54
PF08449,0.81
PF08450,
PF08451,
PF08454,2.9
PF08466,4.13
PF08473,1.51
PF08474,2.19
PF08477,0.89
PF08487,1.5
PF08490,
PF08491,
PF08492,
PF08499,3.97
PF08504,3.71
PF08506,1.52
PF08510,
PF08511,
PF08512,0.68
PF08513,2.03
PF08514,3.97
PF08515,3.52
PF08516,1.78
PF08517,2.02
PF08518,2.4
PF08519,
PF08523,
PF08524,
PF08526,1.44
PF08527,1.98
PF08534,
PF08539,2.8
PF08540,3.4
PF08542,0.51
PF08543,
PF08544,1.24
PF08547,
PF08551,
PF08555,
PF08557,4.51
PF08558,1.19
PF08561,
PF08562,2.95
PF08563,
PF08564,
PF08565,3.54
PF08567,
PF08568,
PF08569,4.2
PF08571,
PF08572,
PF08573,
PF08574,
PF08577,
PF08583,0.28
PF08584,
PF08585,1.9
PF08590,
PF08596,3.79
PF08597,
PF08598,1.9
PF08599,
PF08600,
PF08603,4.04
PF08604,
PF08606,
PF08608,5.22
PF08609,0.35
PF08610,
PF08612,
PF08613,0.76
PF08614,1.13
PF08615,
PF08616,5.17
PF08617,
PF08620,
PF08621,
PF08623,4.31
PF08625,
PF08626,
PF08628,1.09
PF08629,2.41
PF08631,
PF08638,
PF08640,
PF08641,
PF08644,
PF08645,
PF08646,1.05
PF08648,
PF08652,
PF08659,
PF08660,
PF08661,
PF08662,0.78
PF08666,
PF08669,1.25
PF08672,
PF08674,4.06
PF08675,
PF08676,0.61
PF08683,3.85
PF08685,3.4
PF08686,2.47
PF08687,1.96
PF08688,1.25
PF08694,
PF08695,
PF08696,
PF08698,
PF08699,2.81
PF08700,0.47
PF08701,
PF08702,0.56
PF08703,1.01
PF08704,0.65
PF08709,2.22
PF08711,1.71
PF08712,
PF08718,1.64
PF08725,2.78
PF08726,2.74
PF08729,4.82
PF08736,1.79
PF08737,
PF08740,
PF08742,1.94
PF08743,3.38
PF08746,
PF08752,4.19
PF08755,0.84
PF08758,1.37
PF08763,2.97
PF08766,1.94
PF08767,
PF08768,
PF08771,
PF08772,
PF08773,
PF08774,
PF08776,3.19
PF08777,0.81
PF08778,3.33
PF08781,3.88
PF08782,2.66
PF08783,
PF08784,2.39
PF08785,
PF08788,4.52
PF08790,
PF08797,
PF08799,1.93
PF08801,
PF08806,0.96
PF08815,2.78
PF08824,1.53
PF08825,
PF08826,2.0
PF08831,
PF08832,2.05
PF08833,3.69
PF08839,
PF08840,2.94
PF08880,4.09
PF08910,
PF08911,
PF08912,2.66
PF08913,3.4
PF08914,
PF08916,2.23
PF08917,
PF08919,2.11
PF08920,
PF08923,
PF08925,
PF08926,4.09
PF08934,1.84
PF08938,
PF08939,
PF08941,
PF08944,5.03
PF08945,
PF08947,3.53
PF08952,1.8
PF08953,2.45
PF08954,
PF08961,
PF08969,1.74
PF08976,1.98
PF08983,
PF08991,
PF08996,
PF08997,
PF08999,
PF09004,
PF09005,3.95
PF09006,
PF09007,1.99
PF09011,2.2
PF09014,
PF09026,
PF09027,1.21
PF09029,1.43
PF09030,2.24
PF09032,
PF09033,
PF09034,
PF09036,
PF09038,
PF09040,
PF09041,
PF09042,2.35
PF09045,2.59
PF09047,
PF09049,
PF09050,
PF09051,
PF09057,
PF09058,
PF09060,
PF09064,
PF09066,1.92
PF09067,1.13
PF09068,1.83
PF09069,2.34
PF09070,
PF09072,4.47
PF09073,
PF09079,0.6
PF09085,
PF09088,
PF09090,
PF09103,
PF09104,
PF09110,4.51
PF09111,4.82
PF09121,
PF09127,1.3
PF09128,1.81
PF09133,
PF09138,
PF09139,
PF09141,3.85
PF09162,3.61
PF09164,
PF09165,4.78
PF09166,
PF09169,
PF09170,
PF09172,
PF09173,4.99
PF09174,
PF09177,3.7
PF09180,
PF09184,
PF09191,
PF09193,
PF09202,
PF09229,2.72
PF09230,
PF09236,
PF09238,
PF09240,0.86
PF09243,
PF09247,4.28
PF09256,
PF09257,
PF09258,1.93
PF09261,1.01
PF09262,
PF09263,
PF09268,3.96
PF09270,3.11
PF09271,2.73
PF09272,
PF09273,0.3
PF09279,1.71
PF09280,4.55
PF09282,
PF09286,
PF09289,2.6
PF09291,5.17
PF09292,
PF09294,0.69
PF09296,0.72
PF09297,1.8
PF09298,
PF09302,
PF09303,
PF09305,2.75
PF09307,
PF09309,
PF09310,
PF09311,1.31
PF09316,2.29
PF09320,2.41
PF09324,1.86
PF09325,1.68
PF09326,
PF09329,
PF09332,
PF09334,1.02
PF09335,1.02
PF09336,1.95
PF09340,
PF09341,2.38
PF09346,
PF09349,
PF09350,
PF09354,3.32
PF09358,1.28
PF09360,2.98
PF09368,
PF09371,
PF09377,
PF09379,1.51
PF09380,1.34
PF09382,0.39
PF09384,
PF09387,
PF09396,
PF09398,0.71
PF09402,2.11
PF09404,
PF09405,
PF09409,0.79
PF09412,
PF09415,
PF09416,
PF09420,
PF09422,1.21
PF09429,
PF09430,
PF09431,
PF09439,
PF09440,
PF09443,3.63
PF09445,
PF09446,
PF09454,
PF09457,2.05
PF09465,
PF09468,
PF09469,2.73
PF09470,
PF09494,
PF09495,
PF09496,
PF09497,4.04
PF09507,
PF09514,4.23
PF09531,
PF09532,1.17
PF09596,2.51
PF09606,
PF09607,
PF09631,
PF09637,
PF09649,
PF09666,
PF09667,
PF09668,1.98
PF09696,
PF09724,
PF09725,
PF09726,
PF09727,1.9
PF09728,3.58
PF09730,3.34
PF09731,
PF09732,
PF09733,
PF09734,
PF09735,3.22
PF09736,
PF09737,
PF09738,2.59
PF09739,
PF09740,
PF09741,
PF09742,
PF09743,
PF09744,1.73
PF09745,
PF09746,
PF09747,
PF09748,
PF09749,
PF09750,1.16
PF09751,
PF09752,
PF09753,
PF09754,
PF09755,
PF09756,
PF09758,
PF09759,
PF09762,
PF09763,
PF09764,
PF09765,
PF09766,
PF09767,
PF09768,
PF09769,1.93
PF09770,1.4
PF09771,
PF09772,
PF09773,
PF09774,
PF09775,
PF09776,
PF09777,
PF09778,
PF09779,
PF09781,
PF09782,
PF09783,
PF09785,
PF09786,
PF09787,
PF09788,3.06
PF09789,
PF09790,3.45
PF09791,1.68
PF09793,
