Pfam_code,mean_%conservation,blosum62_global_mean,perc_gaps
PF01286,1.0,,0.0
PF01287,0.9,4.08,0.0
PF01290,0.86,4.16,0.0
PF01291,0.6,0.46,0.02
PF01294,1.0,,0.0
PF01296,0.73,5.69,0.27
PF01299,0.48,1.0,0.03
PF01300,1.0,,0.0
PF01301,0.69,2.78,0.01
PF01302,0.59,2.44,0.03
PF01315,0.73,2.34,0.03
PF01321,0.69,2.05,0.02
PF01323,1.0,,0.0
PF01327,1.0,,0.0
PF01329,0.82,3.7,0.0
PF01331,1.0,,0.0
PF01335,0.44,0.89,0.03
PF01336,0.4,0.56,0.06
PF01342,0.56,2.18,0.08
PF01344,0.41,1.39,0.07
PF01347,0.58,0.25,0.06
PF01351,1.0,,0.0
PF01352,0.68,2.96,0.03
PF01359,1.0,,0.0
PF01363,0.46,2.31,0.09
PF01365,0.42,1.32,0.11
PF01368,1.0,,0.0
PF01369,0.55,2.24,0.05
PF01370,0.37,0.08,0.2
PF01379,1.0,,0.0
PF01380,0.55,1.41,0.03
PF01381,1.0,,0.0
PF01384,0.89,4.04,0.0
PF01387,0.72,2.87,0.07
PF01388,0.49,1.8,0.06
PF01390,0.4,0.93,0.1
PF01391,0.52,2.04,0.07
PF01392,0.45,1.84,0.09
PF01393,0.94,4.79,0.0
PF01394,0.38,0.41,0.04
PF01396,1.0,,0.0
PF01398,0.36,0.69,0.09
PF01399,0.3,0.31,0.05
PF01400,0.64,2.53,0.01
PF01401,0.69,2.61,0.0
PF01403,0.4,1.09,0.08
PF01404,0.67,3.09,0.03
PF01406,0.74,2.62,0.01
PF01408,0.51,1.09,0.08
PF01409,0.42,1.16,0.38
PF01410,0.46,2.48,0.26
PF01411,0.76,2.83,0.01
PF01412,0.53,2.06,0.04
PF01413,0.61,2.84,0.04
PF01414,0.71,3.66,0.01
PF01415,1.0,,0.0
PF01416,0.49,0.23,0.04
PF01417,0.7,2.78,0.03
PF01419,1.0,,0.0
PF01421,0.43,1.43,0.05
PF01422,0.57,3.8,0.12
PF01423,0.39,0.95,0.04
PF01424,0.45,1.28,0.08
PF01425,0.51,0.59,0.04
PF01426,0.41,0.82,0.05
PF01428,0.47,2.12,0.06
PF01429,0.46,1.31,0.1
PF01431,0.66,2.84,0.02
PF01432,0.65,1.94,0.01
PF01433,0.5,1.79,0.05
PF01434,0.62,2.01,0.03
PF01435,0.6,0.58,0.05
PF01436,0.5,1.7,0.02
PF01437,0.38,1.87,0.14
PF01442,0.38,0.76,0.18
PF01448,0.46,1.41,0.03
PF01451,1.0,,0.0
PF01454,0.43,2.55,0.3
PF01457,0.34,-0.27,0.66
PF01459,0.57,1.62,0.03
PF01462,0.51,2.28,0.03
PF01463,0.41,1.56,0.04
PF01465,0.76,3.12,0.03
PF01466,1.0,,0.0
PF01467,0.41,0.77,0.1
PF01470,0.65,2.32,0.15
PF01471,0.46,1.62,0.06
PF01472,0.59,0.64,0.01
PF01476,0.57,2.15,0.08
PF01477,0.37,1.06,0.1
PF01479,0.68,1.73,0.03
PF01480,0.47,1.31,0.07
PF01483,0.63,2.51,0.0
PF01485,0.37,1.85,0.2
PF01490,0.35,0.96,0.17
PF01491,1.0,,0.0
PF01494,0.22,1.53,0.7
PF01496,0.68,2.68,0.03
PF01500,0.35,4.12,0.55
PF01501,0.35,0.71,0.17
PF01504,0.5,1.89,0.14
PF01505,0.57,1.73,0.04
PF01507,0.5,,0.5
PF01509,0.55,1.17,0.09
PF01510,0.59,2.49,0.09
PF01512,1.0,,0.0
PF01513,1.0,,0.0
PF01521,0.62,1.28,0.02
PF01529,0.41,1.44,0.05
PF01530,0.78,4.24,0.01
PF01531,0.82,3.48,0.0
PF01532,0.56,1.96,0.06
PF01534,0.64,2.77,0.02
PF01535,0.44,1.08,0.11
PF01536,1.0,,0.0
PF01541,1.0,,0.0
PF01545,0.45,1.17,0.07
PF01546,0.43,0.48,0.07
PF01549,1.0,,0.0
PF01551,1.0,,0.0
PF01553,0.36,0.65,0.11
PF01554,0.55,1.31,0.04
PF01556,0.57,1.99,0.02
PF01557,0.62,1.83,0.05
PF01562,0.36,1.17,0.14
PF01564,0.49,0.78,0.14
PF01565,0.48,1.03,0.1
PF01566,0.87,3.97,0.0
PF01569,0.39,0.84,0.08
PF01571,0.52,1.06,0.02
PF01575,0.59,0.55,0.06
PF01576,0.51,2.33,0.22
PF01582,0.36,1.09,0.17
PF01583,0.91,4.55,0.01
PF01585,0.55,2.17,0.06
PF01586,0.54,1.78,0.09
PF01588,0.82,3.45,0.01
PF01590,0.43,1.25,0.09
PF01591,0.8,3.81,0.01
PF01592,1.0,,0.0
PF01593,0.31,0.57,0.27
PF01594,1.0,,0.0
PF01595,0.72,2.75,0.04
PF01596,0.49,1.09,0.21
PF01597,0.55,1.03,0.26
PF01599,1.0,,0.0
PF01602,0.39,0.77,0.03
PF01603,0.84,4.09,0.01
PF01607,0.73,2.89,0.0
PF01608,0.56,1.83,0.1
PF01612,0.43,0.67,0.11
PF01619,0.69,2.44,0.13
PF01624,0.5,0.39,0.04
PF01625,1.0,,0.0
PF01630,0.62,2.23,0.01
PF01632,1.0,,0.0
PF01633,0.58,1.92,0.05
PF01636,0.54,0.92,0.05
PF01641,0.63,-inf,0.08
PF01642,1.0,,0.0
PF01648,1.0,,0.0
PF01650,0.64,1.43,0.06
PF01652,0.61,2.35,0.05
PF01655,1.0,,0.0
PF01658,1.0,,0.0
PF01661,0.42,1.07,0.07
PF01663,0.38,1.68,0.29
PF01667,1.0,5.56,0.0
PF01669,1.0,,0.0
PF01687,1.0,,0.0
PF01693,0.62,1.15,0.12
PF01694,0.41,0.65,0.05
PF01699,0.41,1.03,0.04
PF01702,0.63,1.01,0.01
PF01704,0.57,1.58,0.12
PF01709,1.0,,0.0
PF01712,0.54,1.49,0.04
PF01713,1.0,,0.0
PF01715,1.0,,0.0
PF01722,0.55,1.63,0.15
PF01725,1.0,,0.0
PF01728,0.51,1.05,0.02
PF01729,1.0,,0.0
PF01731,0.79,3.53,0.0
PF01733,0.54,1.33,0.03
PF01734,0.35,0.65,0.2
PF01735,0.36,2.27,0.47
PF01738,1.0,,0.0
PF01740,0.44,1.17,0.03
PF01743,1.0,,0.0
PF01747,0.91,4.64,0.01
PF01749,0.56,1.9,0.04
PF01751,0.55,1.27,0.07
PF01753,0.49,2.42,0.05
PF01754,0.52,2.5,0.05
PF01755,0.73,3.12,0.07
PF01756,0.48,0.88,0.12
PF01758,0.54,1.76,0.03
PF01759,0.34,0.63,0.07
PF01762,0.49,1.65,0.04
PF01764,0.69,2.07,0.02
PF01765,1.0,,0.0
PF01769,0.54,1.69,0.02
PF01770,0.53,2.48,0.24
PF01773,0.79,3.53,0.0
PF01775,1.0,,0.0
PF01776,0.87,4.0,0.01
PF01777,1.0,,0.0
PF01778,0.58,0.31,0.03
PF01779,1.0,,0.0
PF01780,0.92,4.36,0.01
PF01781,1.0,,0.0
PF01783,1.0,,0.0
PF01784,1.0,,0.0
PF01791,1.0,,0.0
PF01794,0.43,0.98,0.04
PF01795,0.71,4.97,0.29
PF01798,0.62,1.74,0.01
PF01799,0.87,4.36,0.01
PF01803,0.44,4.34,0.5
PF01805,0.51,1.79,0.07
PF01808,1.0,,0.0
PF01812,0.58,0.32,0.01
PF01813,1.0,,0.0
PF01814,1.0,,0.0
PF01821,0.61,2.19,0.02
PF01822,0.47,1.35,0.05
PF01823,0.32,0.84,0.23
PF01825,0.48,2.25,0.05
PF01826,0.48,2.21,0.03
PF01833,0.32,0.69,0.1
PF01834,1.0,,0.0
PF01835,0.49,1.65,0.04
PF01839,0.54,2.5,0.02
PF01840,0.58,1.69,0.06
PF01841,0.43,2.9,0.33
PF01842,1.0,,0.0
PF01843,0.57,1.55,0.02
PF01844,1.0,,0.0
PF01846,0.4,1.08,0.03
PF01847,0.85,3.65,0.01
PF01849,0.73,2.84,0.02
PF01851,0.45,0.75,0.02
PF01852,0.32,0.45,0.11
PF01853,0.77,3.5,0.01
PF01857,0.69,2.74,0.03
PF01858,0.66,2.24,0.01
PF01866,0.64,1.08,0.02
PF01868,1.0,,0.0
PF01869,1.0,,0.0
PF01871,0.95,5.11,0.01
PF01873,0.62,1.16,0.01
PF01875,1.0,,0.0
PF01876,1.0,,0.0
PF01878,1.0,,0.0
PF01883,0.76,3.19,0.06
PF01885,1.0,,0.0
PF01896,0.55,-0.1,0.19
PF01900,0.57,0.36,0.14
PF01902,1.0,,0.0
PF01907,1.0,,0.0
PF01909,0.48,0.94,0.17
PF01912,1.0,,0.0
PF01916,1.0,,0.0
PF01918,0.77,2.9,0.02
PF01920,0.4,0.36,0.06
PF01922,1.0,,0.0
PF01923,1.0,,0.0
PF01926,0.35,1.21,0.25
PF01927,1.0,,0.0
PF01928,1.0,,0.0
PF01929,1.0,,0.0
PF01931,1.0,,0.0
PF01936,1.0,,0.0
PF01937,0.55,-0.14,0.08
PF01938,0.62,0.77,0.03
PF01940,1.0,,0.0
PF01951,1.0,,0.0
PF01956,0.57,0.23,0.06
PF01963,0.64,1.62,0.08
PF01965,1.0,,0.0
PF01966,1.0,,0.0
PF01967,1.0,,0.0
PF01968,1.0,,0.0
PF01974,0.62,1.04,0.05
PF01979,0.47,1.43,0.17
PF01980,1.0,,0.0
PF01981,0.62,0.93,0.04
PF01984,1.0,,0.0
PF01990,1.0,,0.0
PF01991,0.88,3.69,0.0
PF01992,0.84,3.77,0.01
PF01997,0.61,0.87,0.02
PF02002,1.0,,0.0
PF02005,0.42,1.04,0.35
PF02008,0.55,2.75,0.06
PF02010,0.41,0.41,0.16
PF02014,0.48,1.27,0.14
PF02017,0.58,1.81,0.03
PF02019,0.61,0.99,0.02
PF02020,0.55,1.53,0.01
PF02022,0.99,5.36,0.0
PF02023,0.67,2.93,0.03
PF02024,1.0,,0.0
PF02025,1.0,,0.0
PF02026,0.53,1.95,0.02
PF02029,0.39,0.91,0.44
PF02033,1.0,,0.0
PF02036,0.54,1.84,0.06
PF02037,0.52,1.69,0.03
PF02038,0.6,2.51,0.05
PF02044,0.89,4.5,0.0
PF02045,1.0,,0.0
PF02046,0.78,3.98,0.1
PF02057,1.0,,0.0
PF02058,0.69,2.23,0.02
PF02059,1.0,,0.0
PF02060,0.38,1.2,0.37
PF02063,0.43,2.26,0.46
PF02064,0.71,2.35,0.02
PF02070,1.0,,0.0
PF02072,1.0,,0.0
PF02077,1.0,,0.0
PF02078,0.82,3.81,0.01
PF02079,1.0,,0.0
PF02083,1.0,,0.0
PF02089,0.63,1.12,0.03
PF02096,0.64,1.35,0.02
PF02099,0.59,2.2,0.1
PF02100,0.72,2.78,0.02
PF02101,1.0,,0.0
PF02104,1.0,,0.0
PF02106,1.0,,0.0
PF02109,1.0,,0.0
PF02114,0.48,1.79,0.22
PF02115,0.78,3.45,0.02
PF02121,0.68,2.9,0.01
PF02126,1.0,,0.0
PF02127,1.0,,0.0
PF02130,1.0,,0.0
PF02135,0.67,3.35,0.04
PF02136,0.55,1.68,0.03
PF02137,0.52,1.51,0.05
PF02138,0.65,2.76,0.03
PF02140,0.64,2.47,0.02
PF02141,0.45,1.4,0.03
PF02142,0.51,0.37,0.02
PF02144,1.0,,0.0
PF02145,0.58,2.12,0.05
PF02146,0.43,1.54,0.19
PF02148,0.49,2.02,0.03
PF02149,0.74,3.06,0.02
PF02150,0.63,1.5,0.04
PF02155,1.0,,0.0
PF02157,1.0,,0.0
PF02158,0.7,1.92,0.02
PF02159,1.0,,0.0
PF02161,1.0,,0.0
PF02163,1.0,,0.0
PF02165,1.0,,0.0
PF02166,1.0,,0.0
PF02167,1.0,,0.0
PF02170,0.48,1.52,0.1
PF02171,0.61,2.38,0.02
PF02172,0.95,4.8,0.0
PF02173,0.77,2.75,0.02
PF02174,0.45,1.34,0.06
PF02176,0.44,1.57,0.05
PF02177,0.74,3.25,0.01
PF02178,0.72,3.12,0.08
PF02179,0.46,1.23,0.11
PF02180,0.65,2.52,0.05
PF02181,0.43,1.14,0.02
PF02182,0.9,4.43,0.0
PF02185,0.47,1.6,0.11
PF02186,1.0,,0.0
PF02187,0.68,3.11,0.01
PF02188,0.57,2.41,0.05
PF02189,0.46,1.29,0.0
PF02190,0.45,0.83,0.08
PF02191,0.53,1.88,0.01
PF02192,0.69,2.26,0.01
PF02194,0.47,1.05,0.08
PF02195,1.0,,0.0
PF02196,0.45,0.96,0.05
PF02197,0.5,1.67,0.07
PF02198,0.47,1.57,0.02
PF02199,0.64,3.15,0.02
PF02201,0.66,2.41,0.05
PF02202,1.0,,0.0
PF02204,0.46,1.14,0.03
PF02205,0.46,1.67,0.16
PF02207,0.49,2.07,0.12
PF02208,0.67,2.92,0.08
PF02209,0.63,2.52,0.0
PF02210,0.32,0.71,0.05
PF02212,0.58,1.82,0.05
PF02213,0.73,2.76,0.01
PF02214,0.44,1.42,0.06
PF02218,0.69,3.46,0.06
PF02219,1.0,,0.0
PF02221,0.58,0.48,0.06
PF02223,0.61,0.58,0.06
PF02225,0.35,0.82,0.19
PF02229,1.0,,0.0
PF02230,0.68,2.17,0.01
PF02233,1.0,,0.0
PF02234,0.67,2.63,0.01
PF02237,1.0,,0.0
PF02238,0.79,3.31,0.05
PF02244,0.49,1.48,0.01
PF02245,1.0,,0.0
PF02251,0.68,2.49,0.0
PF02252,0.7,2.45,0.0
PF02256,0.66,2.31,0.15
PF02257,0.62,2.49,0.02
PF02259,0.38,0.13,0.06
PF02260,0.61,2.13,0.04
PF02262,0.69,2.36,0.01
PF02263,0.59,2.3,0.06
PF02267,0.68,1.98,0.01
PF02268,1.0,,0.0
PF02269,0.64,1.39,0.02
PF02270,1.0,,0.0
PF02271,1.0,,0.0
PF02272,1.0,,0.0
PF02275,0.63,1.96,0.16
PF02284,1.0,,0.0
PF02285,0.74,2.44,0.01
PF02290,1.0,,0.0
PF02291,0.96,4.9,0.0
PF02295,0.52,1.08,0.08
PF02296,0.91,4.37,0.0
PF02297,0.58,2.06,0.11
PF02301,0.47,1.3,0.21
PF02310,0.58,0.32,0.08
PF02312,1.0,,0.0
PF02318,0.44,1.6,0.15
PF02319,0.58,2.15,0.02
PF02320,0.98,5.11,0.0
PF02330,1.0,,0.0
PF02337,1.0,5.25,0.0
PF02338,0.35,0.74,0.14
PF02344,1.0,,0.0
PF02347,1.0,,0.0
PF02348,1.0,,0.0
PF02350,1.0,,0.0
PF02351,0.35,0.97,0.09
PF02354,0.49,2.21,0.31
PF02359,0.54,-0.39,0.08
PF02366,0.68,1.83,0.01
PF02368,0.74,2.42,0.02
PF02372,0.59,0.73,0.06
PF02373,0.41,0.86,0.05
PF02374,1.0,,0.0
PF02375,0.61,2.56,0.0
PF02376,0.54,2.2,0.08
PF02377,0.78,3.31,0.03
PF02383,0.51,1.62,0.12
PF02389,0.38,4.38,0.58
PF02390,1.0,,0.0
PF02391,1.0,,0.0
PF02394,0.62,0.92,0.04
PF02403,1.0,,0.0
PF02404,1.0,,0.0
PF02410,1.0,,0.0
PF02412,0.58,2.71,0.09
PF02423,1.0,,0.0
PF02434,0.47,1.55,0.2
PF02436,1.0,,0.0
PF02437,0.52,1.81,0.06
PF02441,1.0,,0.0
PF02450,0.48,2.74,0.37
PF02453,0.73,2.96,0.01
PF02460,0.51,1.47,0.18
PF02463,0.45,1.42,0.16
PF02466,0.4,0.61,0.06
PF02469,0.37,0.9,0.1
PF02475,0.58,0.75,0.14
PF02485,0.54,1.77,0.02
PF02487,1.0,,0.0
PF02493,0.43,1.78,0.11
PF02494,0.58,1.73,0.01
PF02513,0.55,2.38,0.03
PF02515,0.62,1.12,0.03
PF02516,0.78,3.14,0.01
PF02517,1.0,,0.0
PF02518,0.6,1.95,0.03
PF02525,0.74,2.55,0.01
PF02535,0.31,0.78,0.25
PF02536,0.41,0.47,0.19
PF02538,1.0,,0.0
PF02540,0.53,0.26,0.31
PF02544,0.57,1.56,0.01
PF02545,1.0,,0.0
PF02567,1.0,,0.0
PF02574,0.64,1.89,0.06
PF02578,1.0,,0.0
PF02580,0.63,1.05,0.0
PF02582,1.0,,0.0
PF02585,1.0,,0.0
PF02586,1.0,,0.0
PF02594,1.0,,0.0
PF02597,1.0,,0.0
PF02602,1.0,,0.0
PF02607,1.0,,0.0
PF02617,0.72,2.42,0.01
PF02628,1.0,,0.0
PF02629,0.6,0.49,0.02
PF02630,0.78,3.37,0.01
PF02636,1.0,,0.0
PF02637,1.0,,0.0
PF02661,1.0,,0.0
PF02666,1.0,,0.0
PF02668,0.62,1.05,0.03
PF02671,0.51,1.66,0.01
PF02676,1.0,,0.0
PF02678,1.0,,0.0
PF02686,1.0,,0.0
PF02690,0.56,2.28,0.12
PF02696,1.0,,0.0
PF02709,0.66,2.9,0.01
PF02724,0.33,,0.67
PF02727,0.8,3.0,0.0
PF02728,0.64,2.04,0.01
PF02729,0.63,1.27,0.05
PF02731,1.0,,0.0
PF02732,0.37,0.15,0.18
PF02733,1.0,,0.0
PF02734,1.0,,0.0
PF02735,0.57,0.33,0.06
PF02736,0.58,2.06,0.01
PF02737,0.54,1.05,0.01
PF02738,0.75,2.78,0.01
PF02740,1.0,,0.0
PF02744,1.0,,0.0
PF02746,1.0,,0.0
PF02747,1.0,,0.0
PF02749,1.0,,0.0
PF02750,0.87,4.28,0.0
PF02751,1.0,,0.0
PF02752,0.45,1.26,0.06
PF02755,0.59,2.22,0.06
PF02758,0.42,1.01,0.03
PF02759,0.34,0.68,0.12
PF02760,0.7,2.58,0.01
PF02761,0.81,3.66,0.0
PF02762,0.88,4.39,0.0
PF02765,1.0,,0.0
PF02769,0.45,0.47,0.09
PF02770,0.48,1.46,0.03
PF02771,0.44,1.09,0.03
PF02772,0.92,4.64,0.0
PF02773,0.95,4.85,0.0
PF02775,0.63,1.26,0.03
PF02776,0.64,1.38,0.02
PF02777,1.0,,0.0
PF02778,1.0,,0.0
PF02779,0.47,0.94,0.04
PF02780,0.59,1.59,0.03
PF02781,0.65,1.51,0.05
PF02782,0.58,1.58,0.06
PF02784,0.74,3.06,0.01
PF02785,0.55,1.59,0.01
PF02786,0.47,1.34,0.05
PF02787,0.68,1.9,0.02
PF02789,1.0,,0.0
PF02790,1.0,,0.0
PF02791,0.58,1.5,0.07
PF02792,1.0,5.29,0.0
PF02793,0.42,1.59,0.07
PF02798,0.49,1.56,0.08
PF02799,0.9,4.49,0.01
PF02800,0.9,4.03,0.0
PF02801,0.65,1.06,0.01
PF02803,0.63,2.15,0.01
PF02806,0.79,3.66,0.08
PF02807,0.84,4.13,0.01
PF02809,0.57,2.03,0.05
PF02812,0.99,5.23,0.0
PF02815,0.41,1.09,0.13
PF02816,0.5,1.21,0.04
PF02817,0.64,1.81,0.03
PF02818,0.76,3.25,0.01
PF02820,0.52,1.86,0.03
PF02822,0.62,2.75,0.0
PF02823,1.0,,0.0
PF02824,0.54,1.43,0.02
PF02825,0.44,1.25,0.03
PF02826,0.64,1.93,0.0
PF02827,0.58,1.35,0.0
PF02828,0.39,0.89,0.06
PF02833,0.65,1.44,0.02
PF02836,0.58,0.84,0.19
PF02837,0.66,4.74,0.32
PF02840,1.0,,0.0
PF02841,0.57,2.4,0.14
PF02843,1.0,,0.0
PF02844,1.0,,0.0
PF02845,0.46,1.14,0.03
PF02847,0.41,0.64,0.04
PF02852,0.64,2.17,0.0
PF02854,0.35,0.4,0.09
PF02862,0.38,1.66,0.31
PF02864,0.57,1.75,0.05
PF02865,0.55,1.81,0.02
PF02866,0.57,1.92,0.07
PF02867,1.0,,0.0
PF02870,1.0,,0.0
PF02872,1.0,,0.0
PF02874,0.46,0.6,0.05
PF02877,0.61,1.82,0.01
PF02878,0.42,1.35,0.22
PF02879,0.58,1.46,0.02
PF02880,0.56,1.35,0.02
PF02881,0.58,0.4,0.03
PF02882,0.62,2.17,0.08
PF02883,0.43,0.73,0.04
PF02885,1.0,,0.0
PF02886,0.37,0.75,0.14
PF02887,0.82,3.5,0.0
PF02888,0.82,3.55,0.01
PF02889,0.38,0.96,0.18
PF02891,0.77,3.97,0.02
PF02892,0.6,2.38,0.0
PF02893,0.36,0.77,0.09
PF02897,0.56,0.13,0.13
PF02898,0.82,3.92,0.0
PF02902,0.4,1.6,0.26
PF02906,0.77,3.06,0.01
PF02910,1.0,,0.0
PF02911,0.62,1.61,0.05
PF02913,0.49,0.35,0.04
PF02919,0.84,4.07,0.0
PF02921,0.99,4.83,0.0
PF02922,1.0,,0.0
PF02926,0.44,0.51,0.24
PF02928,0.66,2.65,0.03
PF02931,0.38,1.39,0.11
PF02932,0.27,1.17,0.35
PF02933,0.53,-0.38,0.13
PF02934,1.0,,0.0
PF02935,1.0,,0.0
PF02936,0.78,3.25,0.04
PF02937,1.0,,0.0
PF02938,1.0,,0.0
PF02939,1.0,,0.0
PF02946,0.58,2.26,0.01
PF02947,1.0,,0.0
PF02948,0.94,5.21,0.01
PF02953,0.47,1.28,0.03
PF02961,0.7,1.97,0.01
PF02965,1.0,,0.0
PF02966,0.68,2.11,0.01
PF02969,0.69,2.14,0.01
PF02970,1.0,,0.0
PF02971,1.0,,0.0
PF02978,1.0,,0.0
PF02984,0.36,0.69,0.1
PF02985,0.45,1.17,0.08
PF02988,1.0,,0.0
PF02990,0.58,1.95,0.04
PF02991,0.65,2.82,0.0
PF02994,0.7,2.17,0.01
PF02996,0.42,0.38,0.03
PF03002,0.78,4.19,0.06
PF03006,0.4,0.68,0.06
PF03009,0.31,1.03,0.37
PF03015,0.8,3.45,0.0
PF03016,0.49,1.15,0.1
PF03020,0.61,2.31,0.05
PF03024,0.51,1.64,0.1
PF03028,0.53,2.08,0.03
PF03029,0.58,1.42,0.01
PF03031,0.56,1.82,0.05
PF03034,0.68,1.97,0.0
PF03036,0.49,1.36,0.12
PF03039,1.0,,0.0
PF03045,0.53,1.89,0.09
PF03051,1.0,,0.0
PF03054,1.0,,0.0
PF03055,0.63,2.13,0.03
PF03061,0.42,0.97,0.08
PF03062,0.3,0.17,0.18
PF03066,0.65,2.05,0.01
PF03068,0.73,3.31,0.03
PF03071,0.61,1.86,0.21
PF03073,0.71,2.04,0.01
PF03074,1.0,,0.0
PF03079,1.0,,0.0
PF03081,1.0,,0.0
PF03083,0.61,0.78,0.01
PF03088,1.0,,0.0
PF03089,1.0,,0.0
PF03091,1.0,,0.0
PF03095,1.0,,0.0
PF03096,0.8,3.66,0.0
PF03097,0.49,1.3,0.12
PF03098,0.49,1.69,0.11
PF03099,1.0,,0.0
PF03102,1.0,,0.0
PF03104,0.34,0.33,0.25
PF03109,0.43,1.16,0.17
PF03114,0.39,0.92,0.07
PF03121,1.0,,0.0
PF03126,1.0,,0.0
PF03127,0.56,1.75,0.02
PF03128,0.75,4.04,0.0
PF03129,0.39,0.6,0.07
PF03131,0.53,1.89,0.04
PF03133,0.44,1.3,0.08
PF03134,0.74,3.51,0.01
PF03137,0.5,1.72,0.03
PF03142,1.0,,0.0
PF03143,1.0,,0.0
PF03144,0.41,0.75,0.07
PF03145,0.78,3.74,0.07
PF03146,1.0,,0.0
PF03147,0.65,1.59,0.0
PF03148,0.5,1.7,0.14
PF03151,0.4,0.72,0.1
PF03152,1.0,,0.0
PF03153,0.43,1.82,0.42
PF03154,0.5,2.7,0.36
PF03155,0.62,1.08,0.06
PF03159,0.74,3.04,0.04
PF03160,0.36,0.98,0.12
PF03165,0.56,2.18,0.07
PF03166,0.69,2.96,0.03
PF03167,0.56,-0.24,0.1
PF03171,0.82,4.43,0.05
PF03172,0.65,2.21,0.01
PF03176,1.0,,0.0
PF03177,0.54,0.04,0.23
PF03178,0.51,0.82,0.06
PF03179,0.75,2.92,0.01
PF03184,0.41,1.12,0.1
PF03185,0.57,1.78,0.02
PF03188,0.55,1.45,0.01
PF03189,0.2,2.27,0.7
PF03190,1.0,,0.0
PF03194,0.73,2.65,0.02
PF03199,1.0,,0.0
PF03200,1.0,,0.0
PF03208,0.56,1.21,0.03
PF03215,1.0,,0.0
PF03221,0.45,1.46,0.07
PF03223,0.81,3.37,0.0
PF03224,1.0,,0.0
PF03226,0.49,1.51,0.13
PF03227,1.0,,0.0
PF03232,1.0,,0.0
PF03234,1.0,,0.0
PF03247,0.7,2.35,0.06
PF03248,1.0,,0.0
PF03250,0.58,2.51,0.15
PF03253,0.83,3.96,0.0
PF03256,0.38,1.66,0.33
PF03259,0.63,1.44,0.03
PF03261,0.85,3.87,0.01
PF03265,0.69,2.07,0.01
PF03271,0.83,3.77,0.0
PF03281,0.47,1.42,0.19
PF03283,1.0,,0.0
PF03285,0.37,1.4,0.43
PF03291,1.0,,0.0
PF03297,1.0,,0.0
PF03298,0.67,1.84,0.01
PF03299,0.88,4.23,0.01
PF03301,1.0,,0.0
PF03308,1.0,,0.0
PF03311,0.5,2.8,0.32
PF03328,1.0,,0.0
PF03332,0.84,3.74,0.01
PF03343,1.0,,0.0
PF03344,1.0,,0.0
PF03345,1.0,,0.0
PF03348,0.6,2.31,0.06
PF03351,0.44,0.65,0.08
PF03357,0.42,0.93,0.05
PF03359,0.59,2.33,0.11
PF03360,0.75,3.02,0.02
PF03364,0.88,4.4,0.01
PF03366,0.64,2.36,0.01
PF03367,0.65,1.7,0.03
PF03368,1.0,,0.0
PF03370,0.51,1.8,0.06
PF03371,0.6,0.61,0.04
PF03372,0.3,0.18,0.13
PF03378,1.0,,0.0
PF03381,0.76,2.96,0.03
PF03388,0.61,2.19,0.02
PF03398,1.0,,0.0
PF03399,0.52,0.86,0.09
PF03402,0.56,1.68,0.07
PF03403,0.71,2.28,0.02
PF03404,1.0,,0.0
PF03414,0.57,2.03,0.1
PF03416,0.63,2.56,0.02
PF03435,0.59,0.61,0.04
PF03439,1.0,,0.0
PF03441,0.93,5.17,0.01
PF03446,0.52,0.85,0.02
PF03450,0.73,2.29,0.0
PF03451,0.52,2.71,0.18
PF03453,1.0,,0.0
PF03454,1.0,,0.0
PF03455,0.47,1.39,0.01
PF03456,0.48,1.76,0.06
PF03462,0.69,2.53,0.09
PF03463,1.0,,0.0
PF03464,0.56,-0.1,0.04
PF03465,0.59,0.73,0.07
PF03467,0.85,3.97,0.01
PF03473,0.63,2.06,0.05
PF03474,0.77,3.04,0.01
PF03476,0.65,2.21,0.03
PF03477,1.0,,0.0
PF03483,1.0,,0.0
PF03484,1.0,,0.0
PF03485,1.0,,0.0
PF03487,1.0,,0.0
PF03489,0.48,1.76,0.03
PF03491,1.0,,0.0
PF03493,0.61,1.93,0.01
PF03494,1.0,,0.0
PF03501,0.87,4.08,0.01
PF03508,1.0,,0.0
PF03509,1.0,,0.0
PF03511,1.0,,0.0
PF03516,0.69,2.85,0.02
PF03517,1.0,,0.0
PF03520,0.6,2.41,0.1
PF03521,0.44,2.6,0.46
PF03522,0.26,2.21,0.58
PF03523,1.0,,0.0
PF03528,0.58,2.28,0.34
PF03529,0.64,2.22,0.08
PF03530,0.78,3.39,0.03
PF03531,1.0,,0.0
PF03533,1.0,,0.0
PF03535,0.57,1.93,0.36
PF03540,1.0,,0.0
PF03542,1.0,,0.0
PF03546,0.34,3.27,0.63
PF03556,0.62,2.51,0.04
PF03561,0.65,1.44,0.06
PF03567,0.41,0.93,0.1
PF03568,0.5,,0.5
PF03571,1.0,,0.0
PF03572,0.58,1.7,0.03
PF03577,0.68,2.87,0.11
PF03587,1.0,,0.0
PF03600,1.0,,0.0
PF03604,1.0,,0.0
PF03607,0.48,1.5,0.04
PF03615,0.85,4.0,0.0
PF03619,0.59,1.47,0.01
PF03623,0.8,2.99,0.0
PF03629,1.0,,0.0
PF03630,0.77,3.08,0.01
PF03632,1.0,,0.0
PF03635,1.0,,0.0
PF03637,0.64,2.64,0.02
PF03638,0.77,4.0,0.04
PF03643,0.67,2.25,0.04
PF03644,1.0,,0.0
PF03645,0.49,1.33,0.02
