Pfam_code,mean_%conservation,blosum62_global_mean,perc_gaps
PF08373,,,0.0
PF08377,,,0.0
PF08385,,,0.0
PF08389,0.41,0.63,0.14
PF08397,0.54,1.41,0.04
PF08416,0.57,0.17,0.04
PF08430,0.72,2.64,0.08
PF08433,,,0.0
PF08434,,,0.0
PF08441,0.54,1.07,0.03
PF08444,0.74,2.6,0.0
PF08447,0.76,3.24,0.0
PF08466,,,0.0
PF08491,,,0.0
PF08513,,,0.0
PF08516,,,0.0
PF08526,0.65,1.14,0.0
PF08527,,,0.0
PF08540,,,0.0
PF08551,,,0.0
PF08558,0.62,1.11,0.02
PF08568,,,0.0
PF08583,,,0.0
PF08604,,,0.0
PF08615,,,0.0
PF08629,,,0.0
PF08641,,,0.0
PF08646,,,0.0
PF08661,,,0.0
PF08662,0.59,0.78,0.03
PF08675,,,0.0
PF08688,,,0.0
PF08709,,,0.0
PF08726,0.67,2.33,0.02
PF08742,0.43,2.06,0.17
PF08743,,,0.0
PF08774,,,0.0
PF08777,0.6,0.81,0.05
PF08784,,,0.0
PF08797,,,0.0
PF08801,,,0.0
PF08824,,,0.0
PF08826,,,0.0
PF08840,0.69,2.38,0.0
PF08913,,,0.0
PF08916,,,0.0
PF08952,0.67,1.8,0.02
PF08976,,,0.0
PF08997,,,0.0
PF09004,,,0.0
PF09006,,,0.0
PF09011,,,0.0
PF09030,,,0.0
PF09038,,,0.0
PF09067,0.65,1.36,0.02
PF09069,,,0.0
PF09085,,,0.0
PF09128,,,0.0
PF09162,,,0.0
PF09169,,,0.0
PF09170,,,0.0
PF09240,0.48,0.47,0.06
PF09256,,,0.0
PF09258,,,0.0
PF09261,0.62,1.06,0.03
PF09291,,,0.0
PF09294,0.41,0.69,0.09
PF09309,,,0.0
PF09325,,,0.0
PF09332,,,0.0
PF09358,,,0.0
PF09379,0.46,1.04,0.02
PF09380,0.4,0.83,0.12
PF09422,0.58,1.28,0.24
PF09439,,,0.0
PF09457,0.57,1.48,0.1
PF09469,0.76,2.73,0.0
PF09514,,,0.0
PF09532,,,0.0
PF09727,,,0.0
PF09766,,,0.0
PF09772,,,0.0
PF09787,,,0.0
PF09809,,,0.0
PF09811,0.64,1.33,0.0
PF09812,,,0.0
PF09815,,,0.0
PF10034,0.61,1.01,0.06
PF10151,,,0.0
PF10184,,,0.0
PF10186,,,0.0
PF10192,,,0.0
PF10226,,,0.0
PF10242,,,0.0
PF10243,,,0.0
PF10257,,,0.0
PF10262,,,0.0
PF10263,,,0.0
PF10265,,,0.0
PF10277,,,0.0
PF10278,,,0.0
PF10300,,,0.0
PF10344,,,0.0
PF10367,,,0.0
PF10376,,,0.0
PF10392,,,0.0
PF10401,0.63,1.09,0.05
PF10409,0.87,4.11,0.02
PF10420,,,0.0
PF10427,0.6,2.22,0.11
PF10472,,,0.0
PF10488,,,0.0
PF10500,,,0.0
PF10508,,,0.0
PF10565,,,0.0
PF10591,,,0.0
PF10607,0.41,0.6,0.38
PF10609,,,0.0
PF10630,,,0.0
PF10631,,,0.0
PF11109,,,0.0
PF11235,,,0.0
PF11465,,,0.0
PF11510,,,0.0
PF11526,,,0.0
PF11560,,,0.0
PF11598,0.74,2.6,0.0
PF11699,,,0.0
PF11759,0.49,2.83,0.33
PF11788,,,0.0
PF11789,,,0.0
PF11802,,,0.0
PF11819,,,0.0
PF11838,,,0.0
PF11933,,,0.0
PF11971,,,0.0
PF11977,0.72,2.4,0.02
PF12004,,,0.0
PF12047,,,0.0
PF12160,,,0.0
PF12171,0.63,1.04,0.0
PF12201,,,0.0
PF12231,,,0.0
PF12260,,,0.0
PF12297,,,0.0
PF12304,,,0.0
PF12349,,,0.0
PF12424,,,0.0
PF12440,0.48,0.99,0.06
PF12480,0.86,3.75,0.0
PF12548,,,0.0
PF12569,,,0.0
PF12657,,,0.0
PF12661,0.49,2.36,0.12
PF12662,0.52,2.78,0.12
PF12738,,,0.0
PF12770,,,0.0
PF12777,0.85,3.6,0.0
PF12796,,,0.0
PF12799,,,0.0
PF12851,,,0.0
PF12861,,,0.0
PF12872,0.43,0.49,0.02
PF12874,0.6,2.21,0.0
PF12877,,,0.0
PF12885,,,0.0
PF12906,,,0.0
PF12937,0.63,1.13,0.04
PF12947,0.64,3.02,0.03
PF12998,,,0.0
PF13086,,,0.0
PF13087,,,0.0
PF13088,,,0.0
PF13193,0.57,0.21,0.07
PF13240,,,0.0
PF13279,,,0.0
PF13324,,,0.0
PF13330,,,0.0
PF13365,,,0.0
PF13378,,,0.0
PF13402,0.86,4.14,0.0
PF13410,,,0.0
PF13450,,,0.0
PF13499,0.59,0.47,0.03
PF13513,0.53,0.61,0.06
PF13517,0.61,0.62,0.04
PF13679,,,0.0
PF13691,,,0.0
PF13725,,,0.0
PF13757,0.72,1.94,0.0
PF13765,0.61,2.31,0.05
PF13804,0.98,5.34,0.0
PF13831,,,0.0
PF13832,,,0.0
PF13833,,,0.0
PF13837,,,0.0
PF13840,,,0.0
PF13841,0.52,1.96,0.02
PF13842,,,0.0
PF13843,0.56,1.83,0.09
PF13848,0.56,-0.04,0.04
PF13853,,,0.0
PF13855,0.7,1.25,0.0
PF13862,,,0.0
PF13868,0.6,0.65,0.0
PF13873,0.62,0.94,0.01
PF13883,0.69,2.22,0.0
PF13885,0.48,2.42,0.15
PF13895,0.35,0.59,0.27
PF13897,,,0.0
PF13899,,,0.0
PF13903,,,0.0
PF13905,,,0.0
PF13908,0.59,0.89,0.14
PF13911,0.52,0.99,0.07
PF13913,0.59,1.52,0.0
PF13914,,,0.0
PF13916,,,0.0
PF13920,0.55,1.68,0.06
PF13923,,,0.0
PF13927,0.46,0.88,0.12
PF14160,,,0.0
PF14260,,,0.0
PF14306,0.84,3.76,0.0
PF14360,,,0.0
PF14493,,,0.0
PF14523,,,0.0
PF14565,,,0.0
PF14572,,,0.0
PF14596,,,0.0
PF14631,,,0.0
PF14634,,,0.0
PF14635,,,0.0
PF14639,,,0.0
PF14642,,,0.0
PF14643,,,0.0
PF14648,,,0.0
PF14650,0.62,0.83,0.05
PF14651,,,0.0
PF14654,,,0.0
PF14670,,,0.0
PF14694,,,0.0
PF14701,,,0.0
PF14707,0.61,2.76,0.11
PF14713,,,0.0
PF14724,,,0.0
PF14749,,,0.0
PF14787,0.88,4.58,0.0
PF14797,,,0.0
PF14800,,,0.0
PF14816,,,0.0
PF14817,,,0.0
PF14818,,,0.0
PF14828,,,0.0
PF14836,0.63,1.72,0.09
PF14858,,,0.0
PF14880,,,0.0
PF14893,,,0.0
PF14915,,,0.0
PF14922,,,0.0
PF14925,,,0.0
PF14932,,,0.0
PF14933,,,0.0
PF14950,,,0.0
PF14951,,,0.0
PF14957,,,0.0
PF14958,,,0.0
PF14967,,,0.0
PF14969,,,0.0
PF14977,,,0.0
PF14979,,,0.0
PF14985,,,0.0
PF14986,,,0.0
PF14988,0.59,0.62,0.03
PF14992,0.71,1.97,0.02
PF15005,0.62,1.06,0.02
PF15015,,,0.0
PF15020,,,0.0
PF15030,,,0.0
PF15032,,,0.0
PF15037,,,0.0
PF15039,,,0.0
PF15040,0.79,2.89,0.0
PF15050,,,0.0
PF15057,,,0.0
PF15058,,,0.0
PF15068,,,0.0
PF15070,,,0.0
PF15079,,,0.0
PF15080,,,0.0
PF15081,,,0.0
PF15083,,,0.0
PF15095,,,0.0
PF15101,,,0.0
PF15102,,,0.0
PF15105,,,0.0
PF15136,,,0.0
PF15141,,,0.0
PF15142,,,0.0
PF15143,,,0.0
PF15149,,,0.0
PF15160,,,0.0
PF15164,,,0.0
PF15165,,,0.0
PF15174,,,0.0
PF15177,0.62,0.75,0.04
PF15180,,,0.0
PF15192,,,0.0
PF15195,,,0.0
PF15199,,,0.0
PF15201,,,0.0
PF15202,,,0.0
PF15205,,,0.0
PF15206,,,0.0
PF15209,,,0.0
PF15215,,,0.0
PF15218,,,0.0
PF15227,,,0.0
PF15231,,,0.0
PF15255,,,0.0
PF15268,,,0.0
PF15274,,,0.0
PF15288,,,0.0
PF15291,,,0.0
PF15292,,,0.0
PF15314,,,0.0
PF15315,,,0.0
PF15319,,,0.0
PF15324,,,0.0
PF15334,,,0.0
PF15338,,,0.0
PF15339,,,0.0
PF15347,,,0.0
PF15351,,,0.0
PF15352,,,0.0
PF15357,,,0.0
PF15371,,,0.0
PF15372,,,0.0
PF15379,,,0.0
PF15384,,,0.0
PF15390,,,0.0
PF15391,,,0.0
PF15393,,,0.0
PF15395,,,0.0
PF15399,,,0.0
PF15412,,,0.0
PF15419,,,0.0
PF15423,,,0.0
PF15429,,,0.0
PF15439,,,0.0
PF15440,,,0.0
PF15441,,,0.0
PF15455,,,0.0
PF15462,,,0.0
PF15471,,,0.0
PF15482,,,0.0
PF15483,,,0.0
PF15485,,,0.0
PF15489,,,0.0
PF15506,,,0.0
PF15508,,,0.0
PF15539,,,0.0
PF15554,,,0.0
PF15557,,,0.0
PF15578,,,0.0
PF15621,,,0.0
PF15622,,,0.0
PF15664,,,0.0
PF15670,,,0.0
PF15681,,,0.0
PF15687,,,0.0
PF15688,,,0.0
PF15695,0.9,3.79,0.0
PF15710,,,0.0
PF15721,,,0.0
PF15727,,,0.0
PF15729,,,0.0
PF15741,,,0.0
PF15746,,,0.0
PF15754,,,0.0
PF15758,,,0.0
PF15769,,,0.0
PF15776,,,0.0
PF15783,,,0.0
PF15788,0.72,1.69,0.05
PF15789,,,0.0
PF15790,,,0.0
PF15807,,,0.0
PF15816,,,0.0
PF15817,,,0.0
PF15821,,,0.0
PF15830,,,0.0
PF15838,,,0.0
PF15841,,,0.0
PF15843,,,0.0
PF15845,,,0.0
PF15847,,,0.0
PF15849,,,0.0
PF15855,,,0.0
PF15873,,,0.0
PF15874,0.62,0.97,0.04
PF15875,,,0.0
PF15876,,,0.0
PF15895,,,0.0
PF15897,,,0.0
PF15902,,,0.0
PF15903,,,0.0
PF15908,,,0.0
PF15909,,,0.0
PF15910,,,0.0
PF15913,,,0.0
PF15961,,,0.0
PF15964,,,0.0
PF15974,,,0.0
PF16006,,,0.0
PF16076,,,0.0
PF16094,,,0.0
PF16177,,,0.0
PF16182,,,0.0
PF16207,,,0.0
PF16208,,,0.0
PF16210,,,0.0
PF16214,,,0.0
PF16317,,,0.0
PF16360,,,0.0
PF16474,,,0.0
PF16482,,,0.0
PF16489,,,0.0
PF16492,0.86,3.5,0.0
PF16499,,,0.0
PF16619,,,0.0
PF16620,,,0.0
PF16630,,,0.0
PF16647,,,0.0
PF16652,,,0.0
PF16696,,,0.0
PF16716,,,0.0
PF16746,,,0.0
PF16788,,,0.0
PF17039,0.87,4.16,0.0
PF17047,,,0.0
PF17085,,,0.0
PF17146,,,0.0
PF17256,,,0.0
PF17284,0.63,1.64,0.05
PF17285,,,0.0
PF17286,,,0.0
PF17291,0.81,3.36,0.0
PF17333,,,0.0
PF17450,,,0.0
PF17489,,,0.0
PF17490,,,0.0
PF17677,,,0.0
PF17686,,,0.0
PF17690,,,0.0
PF17698,,,0.0
PF17699,,,0.0
PF17703,,,0.0
PF17706,,,0.0
PF17708,0.48,0.68,0.12
PF17710,,,0.0
PF17714,,,0.0
PF17729,,,0.0
PF17739,,,0.0
PF17744,,,0.0
PF17749,,,0.0
PF17776,,,0.0
PF17779,,,0.0
PF17780,,,0.0
PF17790,,,0.0
PF17791,,,0.0
PF17821,,,0.0
PF17825,,,0.0
PF17848,,,0.0
PF17857,0.78,2.94,0.0
PF17862,,,0.0
PF17900,0.59,1.54,0.05
PF17927,,,0.0
PF17949,,,0.0
PF18111,,,0.0
PF18114,,,0.0
PF18122,,,0.0
PF18139,,,0.0
PF18201,,,0.0
PF18256,,,0.0
PF18366,0.83,3.7,0.01
PF18727,0.68,2.56,0.02
PF18872,,,0.0
PF18875,,,0.0
PF18876,,,0.0
PF19031,0.44,0.32,0.12
PF19032,0.55,0.14,0.16
PF19033,0.41,0.05,0.25
PF19036,0.56,-0.13,0.1
PF19037,0.54,-0.33,0.27
PF19038,0.53,-0.61,0.21
PF19046,,,0.0
PF19047,,,0.0
PF19088,,,0.0
PF19236,,,0.0
PF19273,,,0.0
PF19317,,,0.0
PF19326,0.78,3.14,0.02
PF19336,,,0.0
PF19729,,,0.0
PF19743,,,0.0
PF20166,0.54,1.0,0.07
PF20168,,,0.0
PF20258,,,0.0
PF20259,,,0.0
PF20266,0.6,1.16,0.06
PF20433,,,0.0
PF20443,0.55,0.05,0.12
PF20491,,,0.0
PF20510,,,0.0
PF20511,,,0.0
PF20512,,,0.0
PF20514,,,0.0
PF20518,,,0.0
PF20519,,,0.0
PF20626,,,0.0
PF20634,,,0.0
PF20665,,,0.0
PF20666,,,0.0
PF20691,0.84,3.88,0.0
PF20692,,,0.0
PF20721,,,0.0
PF20770,,,0.0
PF20801,,,0.0
PF20805,0.52,1.2,0.11
PF20806,0.48,0.71,0.11
PF20808,,,0.0
PF20826,,,0.0
PF20854,,,0.0
PF20864,,,0.0
PF20885,,,0.0
PF20927,,,0.0
PF20936,,,0.0
PF20989,,,0.0
PF20996,,,0.0
PF21009,,,0.0
PF21031,,,0.0
PF21032,,,0.0
PF21033,,,0.0
PF21034,,,0.0
PF21044,,,0.0
PF21045,,,0.0
PF21317,,,0.0
PF21363,,,0.0
PF21365,,,0.0
PF21399,,,0.0
PF21530,,,0.0
PF21711,,,0.0
PF21771,,,0.0
