Pfam_code,HMMER_conservation,FULL_conservation,HMMER_vs_FULL_conservation_diff,HMMER_vs_FULL_conservation_%_improvement
PF03223,0.81,0.81,0.00,0.00
PF03224,1.00,1.00,0.00,0.00
PF03226,0.51,0.49,0.02,4.08
PF03227,1.00,1.00,0.00,0.00
PF03232,1.00,1.00,0.00,0.00
PF03234,1.00,1.00,0.00,0.00
PF03247,0.70,0.70,0.00,0.00
PF03248,1.00,1.00,0.00,0.00
PF03250,0.57,0.58,-0.01,-1.72
PF03253,0.83,0.83,0.00,0.00
PF03256,0.38,0.38,0.00,0.00
PF03259,0.63,0.63,0.00,0.00
PF03261,0.86,0.85,0.01,1.18
PF03265,0.69,0.69,0.00,0.00
PF03271,0.83,0.83,0.00,0.00
PF03281,0.48,0.47,0.01,2.13
PF03283,1.00,1.00,0.00,0.00
PF03285,0.36,0.37,-0.01,-2.70
PF03291,1.00,1.00,0.00,0.00
PF03297,1.00,1.00,0.00,0.00
PF03298,0.67,0.67,0.00,0.00
PF03299,0.88,0.88,0.00,0.00
PF03301,1.00,1.00,0.00,0.00
PF03308,1.00,1.00,0.00,0.00
PF03311,0.59,0.50,0.09,18.00
PF03328,1.00,1.00,0.00,0.00
PF03332,0.84,0.84,0.00,0.00
PF03343,1.00,1.00,0.00,0.00
PF03344,1.00,1.00,0.00,0.00
PF03345,1.00,1.00,0.00,0.00
PF03348,0.60,0.60,0.00,0.00
PF03351,0.44,0.44,0.00,0.00
PF03357,0.41,0.42,-0.01,-2.38
PF03359,0.59,0.59,0.00,0.00
PF03360,0.74,0.75,-0.01,-1.33
PF03364,0.88,0.88,0.00,0.00
PF03366,0.64,0.64,0.00,0.00
PF03367,0.65,0.65,0.00,0.00
PF03368,1.00,1.00,0.00,0.00
PF03370,0.51,0.51,0.00,0.00
PF03371,0.60,0.60,0.00,0.00
PF03372,0.30,0.30,0.00,0.00
PF03378,1.00,1.00,0.00,0.00
PF03381,0.76,0.76,0.00,0.00
PF03388,0.60,0.61,-0.01,-1.64
PF03398,1.00,1.00,0.00,0.00
PF03399,0.51,0.52,-0.01,-1.92
PF03402,0.56,0.56,0.00,0.00
PF03403,0.71,0.71,0.00,0.00
PF03404,1.00,1.00,0.00,0.00
PF03414,0.57,0.57,0.00,0.00
PF03416,0.64,0.63,0.01,1.59
PF03435,0.59,0.59,0.00,0.00
PF03439,1.00,1.00,0.00,0.00
PF03441,0.93,0.93,0.00,0.00
PF03446,0.52,0.52,0.00,0.00
PF03450,0.73,0.73,0.00,0.00
PF03451,0.66,0.52,0.14,26.92
PF03453,1.00,1.00,0.00,0.00
PF03454,1.00,1.00,0.00,0.00
PF03455,0.47,0.47,0.00,0.00
PF03456,0.46,0.48,-0.02,-4.17
PF03462,0.68,0.69,-0.01,-1.45
PF03463,1.00,1.00,0.00,0.00
PF03464,0.56,0.56,0.00,0.00
PF03465,0.59,0.59,0.00,0.00
PF03467,0.85,0.85,0.00,0.00
PF03473,0.63,0.63,0.00,0.00
PF03474,0.77,0.77,0.00,0.00
PF03476,0.65,0.65,0.00,0.00
PF03477,1.00,1.00,0.00,0.00
PF03483,1.00,1.00,0.00,0.00
PF03484,1.00,1.00,0.00,0.00
PF03485,1.00,1.00,0.00,0.00
PF03487,1.00,1.00,0.00,0.00
PF03489,0.48,0.48,0.00,0.00
PF03491,1.00,1.00,0.00,0.00
PF03493,0.61,0.61,0.00,0.00
PF03494,1.00,1.00,0.00,0.00
PF03501,0.87,0.87,0.00,0.00
PF03508,1.00,1.00,0.00,0.00
PF03509,1.00,1.00,0.00,0.00
PF03511,1.00,1.00,0.00,0.00
PF03516,0.69,0.69,0.00,0.00
PF03517,1.00,1.00,0.00,0.00
PF03520,0.60,0.60,0.00,0.00
PF03521,0.44,0.44,0.00,0.00
PF03522,0.26,0.26,0.00,0.00
PF03523,1.00,1.00,0.00,0.00
PF03528,0.58,0.58,0.00,0.00
PF03529,0.64,0.64,0.00,0.00
PF03530,0.78,0.78,0.00,0.00
PF03531,1.00,1.00,0.00,0.00
PF03533,1.00,1.00,0.00,0.00
PF03535,0.54,0.57,-0.03,-5.26
PF03540,1.00,1.00,0.00,0.00
PF03542,1.00,1.00,0.00,0.00
PF03546,0.53,0.34,0.19,55.88
PF03556,0.62,0.62,0.00,0.00
PF03561,0.65,0.65,0.00,0.00
PF03567,0.41,0.41,0.00,0.00
PF03568,1.00,0.50,0.50,100.00
PF03571,1.00,1.00,0.00,0.00
PF03572,0.57,0.58,-0.01,-1.72
PF03577,0.73,0.68,0.05,7.35
PF03587,1.00,1.00,0.00,0.00
PF03600,1.00,1.00,0.00,0.00
PF03604,1.00,1.00,0.00,0.00
PF03607,0.47,0.48,-0.01,-2.08
PF03615,0.85,0.85,0.00,0.00
PF03619,0.59,0.59,0.00,0.00
PF03623,0.80,0.80,0.00,0.00
PF03629,1.00,1.00,0.00,0.00
PF03630,0.77,0.77,0.00,0.00
PF03632,1.00,1.00,0.00,0.00
PF03635,1.00,1.00,0.00,0.00
PF03637,0.64,0.64,0.00,0.00
PF03638,0.79,0.77,0.02,2.60
PF03643,0.66,0.67,-0.01,-1.49
PF03644,1.00,1.00,0.00,0.00
PF03645,0.49,0.49,0.00,0.00
PF03647,0.70,0.71,-0.01,-1.41
PF03650,0.61,0.60,0.01,1.67
PF03656,1.00,1.00,0.00,0.00
PF03657,1.00,1.00,0.00,0.00
PF03660,1.00,1.00,0.00,0.00
PF03661,1.00,1.00,0.00,0.00
PF03662,0.72,0.72,0.00,0.00
PF03665,0.73,0.73,0.00,0.00
PF03666,1.00,0.50,0.50,100.00
PF03669,1.00,1.00,0.00,0.00
PF03670,1.00,1.00,0.00,0.00
PF03671,1.00,1.00,0.00,0.00
PF03676,1.00,1.00,0.00,0.00
PF03690,1.00,1.00,0.00,0.00
PF03694,1.00,1.00,0.00,0.00
PF03700,0.64,0.65,-0.01,-1.54
PF03712,0.54,0.54,0.00,0.00
PF03715,1.00,1.00,0.00,0.00
PF03719,0.59,0.59,0.00,0.00
PF03720,1.00,1.00,0.00,0.00
PF03721,1.00,1.00,0.00,0.00
PF03725,0.41,0.41,0.00,0.00
PF03726,1.00,1.00,0.00,0.00
PF03727,0.70,0.71,-0.01,-1.41
PF03730,0.60,0.60,0.00,0.00
PF03731,0.57,0.57,0.00,0.00
PF03735,1.00,1.00,0.00,0.00
PF03736,0.36,0.37,-0.01,-2.70
PF03747,0.56,0.56,0.00,0.00
PF03762,1.00,1.00,0.00,0.00
PF03764,0.48,0.49,-0.01,-2.04
PF03765,0.48,0.48,0.00,0.00
PF03770,0.53,0.51,0.02,3.92
PF03781,0.73,0.73,0.00,0.00
PF03782,0.59,0.61,-0.02,-3.28
PF03792,0.93,0.93,0.00,0.00
PF03798,0.36,0.36,0.00,0.00
PF03800,1.00,1.00,0.00,0.00
PF03801,1.00,1.00,0.00,0.00
PF03803,0.73,0.73,0.00,0.00
PF03807,0.48,0.47,0.01,2.13
PF03810,0.34,0.34,0.00,0.00
PF03813,1.00,1.00,0.00,0.00
PF03815,0.49,0.50,-0.01,-2.00
PF03820,0.60,0.60,0.00,0.00
PF03821,0.34,0.34,0.00,0.00
PF03823,1.00,1.00,0.00,0.00
PF03826,0.66,0.66,0.00,0.00
PF03827,1.00,1.00,0.00,0.00
PF03828,0.46,0.44,0.02,4.55
PF03832,0.54,0.54,0.00,0.00
PF03834,1.00,1.00,0.00,0.00
PF03835,1.00,1.00,0.00,0.00
PF03836,0.71,0.71,0.00,0.00
PF03839,1.00,1.00,0.00,0.00
PF03847,1.00,1.00,0.00,0.00
PF03849,1.00,1.00,0.00,0.00
PF03850,1.00,1.00,0.00,0.00
PF03853,0.58,0.57,0.01,1.75
PF03859,0.95,0.95,0.00,0.00
PF03868,1.00,1.00,0.00,0.00
PF03870,1.00,1.00,0.00,0.00
PF03871,1.00,1.00,0.00,0.00
PF03874,0.62,0.62,0.00,0.00
PF03875,1.00,1.00,0.00,0.00
PF03876,0.59,0.59,0.00,0.00
PF03878,0.79,0.79,0.00,0.00
PF03881,0.83,0.82,0.01,1.22
PF03896,1.00,1.00,0.00,0.00
PF03900,1.00,1.00,0.00,0.00
PF03901,0.42,0.42,0.00,0.00
PF03908,1.00,1.00,0.00,0.00
PF03909,0.47,0.47,0.00,0.00
PF03911,1.00,1.00,0.00,0.00
PF03914,0.52,0.51,0.01,1.96
PF03915,0.78,0.76,0.02,2.63
PF03917,0.50,1.00,-0.50,-50.00
PF03919,1.00,1.00,0.00,0.00
PF03920,0.90,0.90,0.00,0.00
PF03921,0.54,0.54,0.00,0.00
PF03931,0.69,0.68,0.01,1.47
PF03932,1.00,1.00,0.00,0.00
PF03937,1.00,1.00,0.00,0.00
PF03939,1.00,1.00,0.00,0.00
PF03941,1.00,1.00,0.00,0.00
PF03942,0.59,0.59,0.00,0.00
PF03943,0.86,0.86,0.00,0.00
PF03946,0.60,0.60,0.00,0.00
PF03947,0.61,0.62,-0.01,-1.61
PF03949,0.77,0.77,0.00,0.00
PF03950,0.62,0.61,0.01,1.64
PF03951,1.00,1.00,0.00,0.00
PF03952,0.90,0.90,0.00,0.00
PF03953,0.60,0.60,0.00,0.00
PF03954,0.68,0.68,0.00,0.00
PF03957,0.64,0.64,0.00,0.00
PF03959,1.00,1.00,0.00,0.00
PF03962,1.00,1.00,0.00,0.00
PF03966,0.62,0.57,0.05,8.77
PF03969,1.00,1.00,0.00,0.00
PF03972,1.00,1.00,0.00,0.00
PF03980,1.00,1.00,0.00,0.00
PF03981,1.00,1.00,0.00,0.00
PF03982,0.65,0.65,0.00,0.00
PF03985,1.00,1.00,0.00,0.00
PF03987,0.58,0.58,0.00,0.00
PF03992,0.64,0.64,0.00,0.00
PF03997,1.00,1.00,0.00,0.00
PF03998,1.00,1.00,0.00,0.00
PF03999,1.00,1.00,0.00,0.00
PF04000,0.49,0.49,0.00,0.00
PF04003,0.46,0.47,-0.01,-2.13
PF04004,1.00,1.00,0.00,0.00
PF04005,0.75,0.75,0.00,0.00
PF04006,1.00,1.00,0.00,0.00
PF04031,1.00,1.00,0.00,0.00
PF04032,1.00,1.00,0.00,0.00
PF04034,1.00,1.00,0.00,0.00
PF04037,1.00,1.00,0.00,0.00
PF04042,0.47,0.47,0.00,0.00
PF04045,1.00,1.00,0.00,0.00
PF04046,0.69,0.69,0.00,0.00
PF04048,1.00,1.00,0.00,0.00
PF04049,1.00,1.00,0.00,0.00
PF04050,1.00,1.00,0.00,0.00
PF04051,0.49,0.48,0.01,2.08
PF04053,0.59,0.59,0.00,0.00
PF04054,1.00,1.00,0.00,0.00
PF04055,0.32,0.35,-0.03,-8.57
PF04056,0.99,0.99,0.00,0.00
PF04057,1.00,1.00,0.00,0.00
PF04061,0.90,0.90,0.00,0.00
PF04062,1.00,1.00,0.00,0.00
PF04063,1.00,1.00,0.00,0.00
PF04064,1.00,1.00,0.00,0.00
PF04065,1.00,1.00,0.00,0.00
PF04068,0.60,0.60,0.00,0.00
PF04072,0.68,0.69,-0.01,-1.45
PF04073,1.00,1.00,0.00,0.00
PF04078,1.00,1.00,0.00,0.00
PF04080,1.00,1.00,0.00,0.00
PF04081,1.00,1.00,0.00,0.00
PF04083,1.00,1.00,0.00,0.00
PF04084,1.00,1.00,0.00,0.00
PF04086,1.00,1.00,0.00,0.00
PF04088,1.00,1.00,0.00,0.00
PF04089,0.39,0.39,0.00,0.00
PF04091,0.88,0.88,0.00,0.00
PF04095,1.00,1.00,0.00,0.00
PF04096,1.00,1.00,0.00,0.00
PF04097,1.00,1.00,0.00,0.00
PF04098,1.00,1.00,0.00,0.00
PF04099,0.61,0.61,0.00,0.00
PF04100,1.00,1.00,0.00,0.00
PF04101,1.00,1.00,0.00,0.00
PF04103,0.32,0.32,0.00,0.00
PF04104,1.00,1.00,0.00,0.00
PF04106,1.00,1.00,0.00,0.00
PF04109,0.77,0.77,0.00,0.00
PF04110,1.00,1.00,0.00,0.00
PF04111,0.83,0.83,0.00,0.00
PF04112,0.50,0.50,0.00,0.00
PF04113,0.50,1.00,-0.50,-50.00
PF04114,1.00,1.00,0.00,0.00
PF04116,0.44,0.45,-0.01,-2.22
PF04117,0.54,0.54,0.00,0.00
PF04121,1.00,1.00,0.00,0.00
PF04124,1.00,1.00,0.00,0.00
PF04127,0.50,0.50,0.00,0.00
PF04129,1.00,1.00,0.00,0.00
PF04130,0.44,0.44,0.00,0.00
PF04133,0.83,0.83,0.00,0.00
PF04135,1.00,1.00,0.00,0.00
PF04136,1.00,1.00,0.00,0.00
PF04137,0.83,0.83,0.00,0.00
PF04139,0.71,0.71,0.00,0.00
PF04140,1.00,1.00,0.00,0.00
PF04142,0.53,0.52,0.01,1.92
PF04144,0.68,0.68,0.00,0.00
PF04145,0.63,0.64,-0.01,-1.56
PF04146,0.69,0.47,0.22,46.81
PF04147,1.00,1.00,0.00,0.00
PF04148,1.00,1.00,0.00,0.00
PF04152,1.00,1.00,0.00,0.00
PF04153,0.64,0.63,0.01,1.59
PF04157,0.58,0.57,0.01,1.75
PF04158,1.00,1.00,0.00,0.00
PF04161,1.00,1.00,0.00,0.00
PF04176,1.00,1.00,0.00,0.00
PF04177,1.00,1.00,0.00,0.00
PF04178,0.47,0.48,-0.01,-2.08
PF04180,1.00,0.50,0.50,100.00
PF04181,1.00,1.00,0.00,0.00
PF04182,1.00,1.00,0.00,0.00
PF04184,0.90,0.60,0.30,50.00
PF04188,1.00,1.00,0.00,0.00
PF04189,1.00,1.00,0.00,0.00
PF04190,1.00,1.00,0.00,0.00
PF04191,1.00,1.00,0.00,0.00
PF04192,1.00,1.00,0.00,0.00
PF04193,0.35,0.37,-0.02,-5.41
PF04194,0.69,0.69,0.00,0.00
PF04201,0.70,0.63,0.07,11.11
PF04209,1.00,1.00,0.00,0.00
PF04212,0.48,0.48,0.00,0.00
PF04218,0.47,0.48,-0.01,-2.08
PF04241,1.00,1.00,0.00,0.00
PF04253,0.66,0.66,0.00,0.00
PF04258,0.63,0.62,0.01,1.61
PF04263,1.00,1.00,0.00,0.00
PF04265,1.00,1.00,0.00,0.00
PF04266,1.00,1.00,0.00,0.00
PF04272,1.00,1.00,0.00,0.00
PF04275,1.00,1.00,0.00,0.00
PF04280,0.57,0.57,0.00,0.00
PF04281,1.00,1.00,0.00,0.00
PF04300,0.62,0.62,0.00,0.00
PF04321,1.00,1.00,0.00,0.00
PF04326,0.52,0.47,0.05,10.64
PF04360,1.00,1.00,0.00,0.00
PF04366,1.00,1.00,0.00,0.00
PF04376,1.00,1.00,0.00,0.00
PF04377,1.00,1.00,0.00,0.00
PF04379,0.67,0.66,0.01,1.52
PF04382,0.66,0.66,0.00,0.00
PF04387,0.59,0.59,0.00,0.00
PF04388,1.00,1.00,0.00,0.00
PF04389,0.39,0.39,0.00,0.00
PF04402,1.00,1.00,0.00,0.00
PF04406,1.00,1.00,0.00,0.00
PF04408,0.57,0.41,0.16,39.02
PF04410,0.57,0.57,0.00,0.00
PF04418,1.00,1.00,0.00,0.00
PF04419,0.68,0.68,0.00,0.00
PF04420,1.00,1.00,0.00,0.00
PF04421,1.00,1.00,0.00,0.00
PF04423,1.00,1.00,0.00,0.00
PF04424,0.85,0.84,0.01,1.19
PF04427,0.42,0.43,-0.01,-2.33
PF04430,0.60,0.60,0.00,0.00
PF04433,0.50,0.49,0.01,2.04
PF04434,0.51,0.51,0.00,0.00
PF04437,1.00,1.00,0.00,0.00
PF04438,0.52,0.53,-0.01,-1.89
PF04440,0.54,0.54,0.00,0.00
PF04442,1.00,1.00,0.00,0.00
PF04446,1.00,1.00,0.00,0.00
PF04457,1.00,1.00,0.00,0.00
PF04487,0.46,0.46,0.00,0.00
PF04488,0.74,0.71,0.03,4.23
PF04493,1.00,1.00,0.00,0.00
PF04494,0.65,0.65,0.00,0.00
PF04495,0.84,0.57,0.27,47.37
PF04499,0.73,0.37,0.36,97.30
PF04500,0.86,0.86,0.00,0.00
PF04502,1.00,1.00,0.00,0.00
PF04503,0.78,0.62,0.16,25.81
PF04505,0.47,0.48,-0.01,-2.08
PF04506,1.00,1.00,0.00,0.00
PF04511,0.74,0.74,0.00,0.00
PF04515,0.63,0.63,0.00,0.00
PF04516,0.60,0.60,0.00,0.00
PF04538,0.45,0.44,0.01,2.27
PF04547,0.52,0.56,-0.04,-7.14
PF04548,0.55,0.54,0.01,1.85
PF04549,1.00,1.00,0.00,0.00
PF04553,0.66,0.67,-0.01,-1.49
PF04557,1.00,1.00,0.00,0.00
PF04558,1.00,1.00,0.00,0.00
PF04560,0.67,0.67,0.00,0.00
PF04561,0.50,0.51,-0.01,-1.96
PF04563,0.28,0.57,-0.29,-50.88
PF04564,0.48,0.48,0.00,0.00
PF04565,0.61,0.61,0.00,0.00
PF04566,0.69,0.69,0.00,0.00
PF04567,0.58,0.61,-0.03,-4.92
PF04568,1.00,1.00,0.00,0.00
PF04571,0.86,0.86,0.00,0.00
PF04572,0.67,0.67,0.00,0.00
PF04573,1.00,1.00,0.00,0.00
PF04577,0.65,0.63,0.02,3.17
PF04579,0.89,0.90,-0.01,-1.11
PF04587,1.00,1.00,0.00,0.00
PF04588,0.67,0.67,0.00,0.00
PF04589,0.58,0.59,-0.01,-1.69
PF04592,1.00,1.00,0.00,0.00
PF04593,1.00,1.00,0.00,0.00
PF04597,1.00,1.00,0.00,0.00
PF04598,0.46,0.45,0.01,2.22
PF04603,1.00,1.00,0.00,0.00
PF04614,1.00,1.00,0.00,0.00
PF04615,0.91,0.86,0.05,5.81
PF04617,0.56,0.53,0.03,5.66
PF04621,0.68,0.68,0.00,0.00
PF04622,1.00,1.00,0.00,0.00
PF04627,0.96,0.96,0.00,0.00
PF04628,0.74,0.73,0.01,1.37
PF04629,0.42,0.42,0.00,0.00
PF04636,0.77,0.77,0.00,0.00
PF04641,1.00,1.00,0.00,0.00
PF04643,0.59,0.59,0.00,0.00
PF04644,0.62,0.62,0.00,0.00
PF04652,1.00,1.00,0.00,0.00
PF04658,0.82,0.84,-0.02,-2.38
PF04664,0.77,0.76,0.01,1.32
PF04666,0.65,0.65,0.00,0.00
PF04667,0.89,0.86,0.03,3.49
PF04668,1.00,1.00,0.00,0.00
PF04669,1.00,1.00,0.00,0.00
PF04670,0.61,0.61,0.00,0.00
PF04675,0.47,0.47,0.00,0.00
PF04676,0.64,0.63,0.01,1.59
PF04677,0.63,0.63,0.00,0.00
PF04678,0.74,0.75,-0.01,-1.33
PF04679,0.56,0.57,-0.01,-1.75
PF04680,0.94,0.94,0.00,0.00
PF04683,1.00,1.00,0.00,0.00
PF04685,1.00,1.00,0.00,0.00
PF04691,1.00,1.00,0.00,0.00
PF04692,0.64,0.64,0.00,0.00
PF04695,1.00,1.00,0.00,0.00
PF04696,1.00,1.00,0.00,0.00
PF04697,1.00,1.00,0.00,0.00
PF04698,0.52,0.52,0.00,0.00
PF04699,0.84,0.84,0.00,0.00
PF04704,0.57,0.57,0.00,0.00
PF04706,0.61,0.61,0.00,0.00
PF04707,0.51,0.51,0.00,0.00
PF04710,0.85,0.85,0.00,0.00
PF04711,1.00,1.00,0.00,0.00
PF04712,0.81,0.81,0.00,0.00
PF04714,0.96,0.96,0.00,0.00
PF04716,1.00,1.00,0.00,0.00
PF04718,0.93,0.93,0.00,0.00
PF04719,1.00,1.00,0.00,0.00
PF04721,1.00,1.00,0.00,0.00
PF04722,1.00,1.00,0.00,0.00
PF04724,1.00,1.00,0.00,0.00
PF04727,0.50,0.52,-0.02,-3.85
PF04729,0.92,0.92,0.00,0.00
PF04731,0.58,0.58,0.00,0.00
PF04732,0.46,0.45,0.01,2.22
PF04733,1.00,1.00,0.00,0.00
PF04734,1.00,1.00,0.00,0.00
PF04739,0.97,0.97,0.00,0.00
PF04749,0.64,0.62,0.02,3.23
PF04750,0.68,0.68,0.00,0.00
PF04752,0.75,0.75,0.00,0.00
PF04756,0.60,0.60,0.00,0.00
PF04757,0.46,0.46,0.00,0.00
PF04758,1.00,1.00,0.00,0.00
PF04762,1.00,1.00,0.00,0.00
PF04768,1.00,1.00,0.00,0.00
PF04774,1.00,1.00,0.00,0.00
PF04775,0.81,0.81,0.00,0.00
PF04777,0.61,0.59,0.02,3.39
PF04790,0.61,0.60,0.01,1.67
PF04791,0.28,0.29,-0.01,-3.45
PF04794,1.00,1.00,0.00,0.00
PF04795,1.00,1.00,0.00,0.00
PF04799,0.80,0.80,0.00,0.00
PF04800,1.00,1.00,0.00,0.00
PF04801,1.00,1.00,0.00,0.00
PF04802,0.86,0.88,-0.02,-2.27
PF04803,0.58,0.59,-0.01,-1.69
PF04810,0.64,0.64,0.00,0.00
PF04811,0.53,0.52,0.01,1.92
PF04812,0.72,0.72,0.00,0.00
PF04813,1.00,1.00,0.00,0.00
PF04814,0.62,0.60,0.02,3.33
PF04815,0.49,0.49,0.00,0.00
PF04818,0.44,0.44,0.00,0.00
PF04819,0.63,0.63,0.00,0.00
PF04821,1.00,1.00,0.00,0.00
PF04822,1.00,1.00,0.00,0.00
PF04824,0.70,0.70,0.00,0.00
PF04825,0.70,0.70,0.00,0.00
PF04826,0.52,0.52,0.00,0.00
PF04828,0.92,0.90,0.02,2.22
PF04831,0.61,0.62,-0.01,-1.61
PF04832,0.63,0.65,-0.02,-3.08
PF04836,0.85,0.85,0.00,0.00
PF04840,0.54,0.54,0.00,0.00
PF04841,1.00,1.00,0.00,0.00
PF04845,0.83,0.83,0.00,0.00
PF04847,0.81,0.80,0.01,1.25
PF04849,0.66,0.66,0.00,0.00
PF04851,0.59,0.57,0.02,3.51
PF04855,1.00,1.00,0.00,0.00
PF04856,0.94,0.94,0.00,0.00
PF04857,0.23,0.25,-0.02,-8.00
PF04858,1.00,1.00,0.00,0.00
PF04868,0.90,0.91,-0.01,-1.10
PF04869,1.00,1.00,0.00,0.00
PF04871,1.00,1.00,0.00,0.00
PF04874,1.00,1.00,0.00,0.00
PF04880,0.76,0.78,-0.02,-2.56
PF04882,1.00,0.33,0.67,203.03
PF04884,1.00,1.00,0.00,0.00
PF04889,1.00,1.00,0.00,0.00
PF04893,0.41,0.42,-0.01,-2.38
PF04900,0.65,0.65,0.00,0.00
PF04901,0.59,0.59,0.00,0.00
PF04902,1.00,1.00,0.00,0.00
PF04904,0.94,0.94,0.00,0.00
PF04905,0.79,0.79,0.00,0.00
PF04906,0.64,0.64,0.00,0.00
PF04908,0.71,0.71,0.00,0.00
PF04909,1.00,1.00,0.00,0.00
PF04910,1.00,1.00,0.00,0.00
PF04912,1.00,1.00,0.00,0.00
PF04916,1.00,1.00,0.00,0.00
PF04921,0.93,0.85,0.08,9.41
PF04922,0.98,0.98,0.00,0.00
PF04923,0.80,0.80,0.00,0.00
PF04925,1.00,1.00,0.00,0.00
PF04926,0.89,0.45,0.44,97.78
PF04928,0.94,0.92,0.02,2.17
PF04930,0.81,0.81,0.00,0.00
PF04931,1.00,1.00,0.00,0.00
PF04934,1.00,1.00,0.00,0.00
PF04935,1.00,1.00,0.00,0.00
PF04938,1.00,1.00,0.00,0.00
PF04939,1.00,1.00,0.00,0.00
PF04949,1.00,1.00,0.00,0.00
PF04950,0.62,0.62,0.00,0.00
PF04952,0.76,0.73,0.03,4.11
PF04959,1.00,1.00,0.00,0.00
PF04960,0.91,0.91,0.00,0.00
PF04961,1.00,1.00,0.00,0.00
PF04968,0.67,0.67,0.00,0.00
PF04969,0.37,0.38,-0.01,-2.63
PF04970,0.57,0.49,0.08,16.33
PF04979,0.79,0.79,0.00,0.00
PF04981,1.00,1.00,0.00,0.00
PF04983,0.57,0.58,-0.01,-1.72
PF04987,1.00,1.00,0.00,0.00
PF04988,0.64,0.64,0.00,0.00
PF04990,1.00,1.00,0.00,0.00
PF04991,0.74,0.73,0.01,1.37
PF04992,1.00,1.00,0.00,0.00
PF04997,0.52,0.52,0.00,0.00
PF04998,0.40,0.67,-0.27,-40.30
PF05000,0.59,0.58,0.01,1.72
PF05001,0.83,0.86,-0.03,-3.49
PF05002,0.62,0.61,0.01,1.64
PF05004,0.75,0.76,-0.01,-1.32
PF05005,1.00,1.00,0.00,0.00
PF05007,1.00,1.00,0.00,0.00
PF05008,0.62,0.62,0.00,0.00
PF05010,0.76,0.77,-0.01,-1.30
PF05011,1.00,1.00,0.00,0.00
PF05014,1.00,1.00,0.00,0.00
PF05018,0.42,0.42,0.00,0.00
PF05019,1.00,1.00,0.00,0.00
PF05020,1.00,1.00,0.00,0.00
PF05021,1.00,1.00,0.00,0.00
PF05022,1.00,1.00,0.00,0.00
PF05024,1.00,1.00,0.00,0.00
PF05025,1.00,1.00,0.00,0.00
PF05026,1.00,1.00,0.00,0.00
PF05028,1.00,1.00,0.00,0.00
PF05029,1.00,1.00,0.00,0.00
PF05030,0.78,0.78,0.00,0.00
PF05033,0.47,0.47,0.00,0.00
PF05038,1.00,1.00,0.00,0.00
PF05039,0.73,0.72,0.01,1.39
PF05041,0.71,0.71,0.00,0.00
PF05044,0.86,0.86,0.00,0.00
PF05046,1.00,1.00,0.00,0.00
PF05047,0.49,0.48,0.01,2.08
PF05048,1.00,1.00,0.00,0.00
PF05049,0.59,0.59,0.00,0.00
PF05051,1.00,1.00,0.00,0.00
PF05053,0.50,0.50,0.00,0.00
PF05057,0.91,0.90,0.01,1.11
PF05060,1.00,1.00,0.00,0.00
PF05063,0.55,0.55,0.00,0.00
PF05064,0.86,0.85,0.01,1.18
PF05066,0.83,0.83,0.00,0.00
PF05071,0.59,0.60,-0.01,-1.67
PF05076,1.00,1.00,0.00,0.00
PF05083,1.00,1.00,0.00,0.00
PF05089,1.00,1.00,0.00,0.00
PF05090,1.00,1.00,0.00,0.00
PF05091,1.00,1.00,0.00,0.00
PF05093,0.50,0.50,0.00,0.00
PF05104,0.46,0.62,-0.16,-25.81
PF05110,0.47,0.47,0.00,0.00
PF05111,0.51,0.51,0.00,0.00
PF05118,0.62,0.63,-0.01,-1.59
PF05127,1.00,1.00,0.00,0.00
PF05129,1.00,1.00,0.00,0.00
PF05131,1.00,1.00,0.00,0.00
PF05132,1.00,1.00,0.00,0.00
PF05147,0.66,0.66,0.00,0.00
PF05148,1.00,1.00,0.00,0.00
PF05153,1.00,1.00,0.00,0.00
PF05154,0.59,0.59,0.00,0.00
PF05158,1.00,1.00,0.00,0.00
PF05160,1.00,1.00,0.00,0.00
PF05161,1.00,1.00,0.00,0.00
PF05168,1.00,1.00,0.00,0.00
PF05172,1.00,1.00,0.00,0.00
PF05175,0.51,0.49,0.02,4.08
PF05177,1.00,1.00,0.00,0.00
PF05178,1.00,1.00,0.00,0.00
PF05179,1.00,1.00,0.00,0.00
PF05180,1.00,1.00,0.00,0.00
PF05181,1.00,1.00,0.00,0.00
PF05182,1.00,1.00,0.00,0.00
PF05184,0.53,0.50,0.03,6.00
PF05185,1.00,1.00,0.00,0.00
PF05186,0.60,0.60,0.00,0.00
PF05187,1.00,1.00,0.00,0.00
PF05188,0.41,0.41,0.00,0.00
PF05189,0.61,0.61,0.00,0.00
PF05190,0.39,0.39,0.00,0.00
PF05191,0.81,0.81,0.00,0.00
PF05192,0.23,0.44,-0.21,-47.73
PF05193,0.36,0.32,0.04,12.50
PF05195,0.62,0.61,0.01,1.64
PF05196,0.76,0.76,0.00,0.00
PF05197,0.74,0.74,0.00,0.00
PF05198,1.00,1.00,0.00,0.00
PF05199,1.00,1.00,0.00,0.00
PF05205,0.87,0.87,0.00,0.00
PF05206,1.00,1.00,0.00,0.00
PF05207,0.73,0.73,0.00,0.00
PF05208,1.00,1.00,0.00,0.00
PF05210,0.57,0.57,0.00,0.00
PF05216,1.00,1.00,0.00,0.00
PF05219,1.00,1.00,0.00,0.00
PF05221,0.81,0.41,0.40,97.56
PF05222,0.60,0.60,0.00,0.00
PF05224,0.83,0.84,-0.01,-1.19
