pfam_id,fasta_seqs,sto_lines
PF11510,1,12
PF11521,1,7
PF11526,1,7
PF11531,1,7
PF11532,1,7
PF11538,1,7
PF11543,1,7
PF11547,1,7
PF11555,1,7
PF11559,1,7
PF11560,1,12
PF11568,1,7
PF11571,1,7
PF11573,1,37
PF11587,1,7
PF11594,1,7
PF11597,1,12
PF11600,1,7
PF11605,1,7
PF11608,1,7
PF11620,1,7
PF11626,1,7
PF11635,1,12
PF11636,1,7
PF11640,1,7
PF11698,1,7
PF11699,1,7
PF11707,1,12
PF11708,1,12
PF11712,1,7
PF11715,1,17
PF11718,1,12
PF11719,1,17
PF11721,1,7
PF11722,1,7
PF11732,1,7
PF11768,1,17
PF11770,1,7
PF11771,1,7
PF11781,1,7
PF11788,1,7
PF11789,1,7
PF11793,1,7
PF11798,1,7
PF11802,1,12
PF11803,1,7
PF11816,1,7
PF11817,1,12
PF11822,1,7
PF11831,1,12
PF11834,1,7
PF11861,1,7
PF11864,1,17
PF11865,1,7
PF11875,1,7
PF11894,1,52
PF11911,1,7
PF11914,1,7
PF11916,1,7
PF11919,1,7
PF11923,1,7
PF11931,1,7
PF11935,1,12
PF11942,1,7
PF11957,1,17
PF11968,1,12
PF11978,1,7
PF12002,1,7
PF12009,1,7
PF12014,1,12
PF12016,1,12
PF12017,1,7
PF12018,1,12
PF12022,1,12
PF12038,1,7
PF12047,1,7
PF12054,1,17
PF12057,1,7
PF12064,1,12
PF12066,1,7
PF12070,1,17
PF12104,1,7
PF12108,1,7
PF12109,1,7
PF12110,1,12
PF12134,1,12
PF12153,1,7
PF12160,1,7
PF12162,1,7
PF12177,1,7
PF12178,1,7
PF12188,1,7
PF12191,1,7
PF12196,1,7
PF12201,1,7
PF12210,1,7
PF12213,1,7
PF12214,1,7
PF12215,1,12
PF12220,1,7
PF12230,1,12
PF12231,1,12
PF12237,1,7
PF12248,1,7
PF12251,1,12
PF12253,1,7
PF12254,1,7
PF12257,1,12
PF12258,1,12
PF12269,1,12
PF12295,1,7
PF12297,1,17
PF12309,1,12
PF12317,1,12
PF12325,1,7
PF12328,1,7
PF12329,1,7
PF12330,1,17
PF12333,1,7
PF12341,1,12
PF12346,1,7
PF12353,1,7
PF12356,1,7
PF12366,1,12
PF12368,1,7
PF12369,1,7
PF12372,1,27
PF12374,1,7
PF12397,1,7
PF12400,1,7
PF12416,1,7
PF12422,1,7
PF12432,1,7
PF12436,1,12
PF12451,1,7
PF12453,1,7
PF12455,1,12
PF12457,1,7
PF12460,1,17
PF12463,1,12
PF12470,1,12
PF12483,1,7
PF12490,1,7
PF12491,1,7
PF12494,1,7
PF12497,1,7
PF12513,1,7
PF12530,1,12
PF12540,1,7
PF12542,1,7
PF12554,1,7
PF12560,1,12
PF12567,1,7
PF12572,1,7
PF12576,1,7
PF12577,1,7
PF12580,1,7
PF12583,1,7
PF12584,1,12
PF12589,1,7
PF12597,1,7
PF12612,1,7
PF12618,1,7
PF12619,1,7
PF12627,1,7
PF12632,1,12
PF12640,1,12
PF12643,1,7
PF12656,1,7
PF12657,1,17
PF12660,1,7
PF12689,1,7
PF12705,1,12
PF12706,1,12
PF12719,1,12
PF12722,1,27
PF12733,1,7
PF12734,1,7
PF12739,1,17
PF12742,1,7
PF12743,1,7
PF12745,1,12
PF12765,1,7
PF12769,1,7
PF12770,1,12
PF12772,1,12
PF12773,1,7
PF12807,1,7
PF12816,1,7
PF12820,1,7
PF12826,1,7
PF12830,1,7
PF12838,1,7
PF12842,1,7
PF12850,1,7
PF12861,1,7
PF12871,1,7
PF12896,1,12
PF12922,1,7
PF12928,1,7
PF12933,1,12
PF12934,1,7
PF12936,1,7
PF12938,1,12
PF12940,1,7
PF12971,1,7
PF12972,1,12
PF12999,1,7
PF13001,1,17
PF13015,1,7
PF13017,1,12
PF13023,1,7
PF13085,1,7
PF13092,1,12
PF13094,1,7
PF13096,1,7
PF13097,1,7
PF13167,1,7
PF13177,1,7
PF13236,1,12
PF13240,1,7
PF13243,1,12
PF13249,1,12
PF13251,1,7
PF13271,1,7
PF13279,1,7
PF13287,1,7
PF13299,1,7
PF13300,1,7
PF13302,1,7
PF13324,1,7
PF13325,1,7
PF13328,1,7
PF13339,1,7
PF13341,1,7
PF13349,1,12
PF13359,1,7
PF13361,1,12
PF13369,1,7
PF13378,1,12
PF13383,1,12
PF13392,1,7
PF13415,1,12
PF13419,1,7
PF13423,1,12
PF13439,1,7
PF13481,1,12
PF13483,1,12
PF13506,1,12
PF13507,1,12
PF13510,1,7
PF13534,1,7
PF13537,1,7
PF13540,1,7
PF13543,1,7
PF13558,1,7
PF13570,1,12
PF13593,1,12
PF13603,1,7
PF13604,1,12
PF13616,1,7
PF13622,1,7
PF13625,1,7
PF13660,1,12
PF13661,1,7
PF13664,1,7
PF13669,1,7
PF13691,1,7
PF13718,1,12
PF13725,1,12
PF13738,1,12
PF13764,1,27
PF13772,1,7
PF13775,1,7
PF13820,1,7
PF13821,1,7
PF13842,1,7
PF13844,1,17
PF13846,1,7
PF13851,1,7
PF13862,1,12
PF13869,1,7
PF13874,1,7
PF13881,1,7
PF13890,1,7
PF13892,1,7
PF13902,1,7
PF13904,1,7
PF13910,1,7
PF13931,1,7
PF13932,1,7
PF13934,1,12
PF13971,1,12
PF13975,1,7
PF14008,1,7
PF14077,1,7
PF14138,1,7
PF14186,1,7
PF14204,1,7
PF14237,1,7
PF14252,1,7
PF14309,1,7
PF14336,1,12
PF14369,1,7
PF14374,1,7
PF14381,1,12
PF14396,1,12
PF14413,1,7
PF14447,1,7
PF14465,1,7
PF14469,1,7
PF14478,1,7
PF14493,1,7
PF14500,1,12
PF14538,1,7
PF14542,1,7
PF14554,1,7
PF14565,1,7
PF14570,1,7
PF14578,1,7
PF14593,1,7
PF14596,1,7
PF14599,1,7
PF14617,1,12
PF14621,1,12
PF14622,1,7
PF14629,1,12
PF14630,1,7
PF14631,1,42
PF14632,1,7
PF14633,1,12
PF14635,1,7
PF14639,1,7
PF14641,1,7
PF14643,1,17
PF14644,1,12
PF14646,1,17
PF14647,1,12
PF14649,1,12
PF14655,1,17
PF14656,1,22
PF14658,1,7
PF14661,1,12
PF14662,1,7
PF14663,1,7
PF14664,1,12
PF14665,1,7
PF14666,1,7
PF14668,1,7
PF14669,1,7
PF14674,1,7
PF14675,1,12
PF14676,1,7
PF14677,1,12
PF14678,1,12
PF14679,1,7
PF14680,1,12
PF14687,1,7
PF14688,1,12
PF14691,1,7
PF14694,1,12
PF14695,1,7
PF14697,1,7
PF14698,1,7
PF14699,1,7
PF14700,1,12
PF14701,1,17
PF14702,1,12
PF14704,1,7
PF14713,1,12
PF14721,1,7
PF14724,1,27
PF14726,1,7
PF14727,1,12
PF14728,1,7
PF14732,1,7
PF14735,1,12
PF14736,1,12
PF14737,1,7
PF14738,1,7
PF14739,1,7
PF14740,1,12
PF14744,1,12
PF14745,1,17
PF14746,1,7
PF14750,1,32
PF14752,1,22
PF14759,1,7
PF14761,1,17
PF14763,1,17
PF14764,1,7
PF14766,1,7
PF14767,1,7
PF14768,1,7
PF14770,1,7
PF14771,1,7
PF14773,1,7
PF14775,1,7
PF14776,1,17
PF14777,1,7
PF14778,1,12
PF14779,1,12
PF14780,1,7
PF14781,1,7
PF14782,1,7
PF14783,1,7
PF14784,1,7
PF14788,1,7
PF14797,1,7
PF14800,1,12
PF14802,1,12
PF14806,1,7
PF14807,1,7
PF14808,1,12
PF14811,1,7
PF14813,1,7
PF14815,1,7
PF14817,1,22
PF14825,1,7
PF14826,1,7
PF14828,1,17
PF14835,1,7
PF14837,1,12
PF14838,1,22
PF14839,1,12
PF14846,1,7
PF14852,1,7
PF14853,1,7
PF14858,1,17
PF14862,1,7
PF14868,1,17
PF14874,1,7
PF14880,1,7
PF14881,1,7
PF14887,1,7
PF14895,1,12
PF14901,1,7
PF14906,1,12
PF14908,1,7
PF14910,1,22
PF14911,1,12
PF14913,1,7
PF14918,1,12
PF14919,1,12
PF14920,1,12
PF14923,1,17
PF14924,1,7
PF14925,1,22
PF14926,1,12
PF14929,1,12
PF14931,1,7
PF14932,1,12
PF14933,1,7
PF14934,1,7
PF14935,1,7
PF14936,1,7
PF14937,1,7
PF14939,1,12
PF14941,1,7
PF14942,1,7
PF14943,1,7
PF14946,1,7
PF14950,1,12
PF14951,1,12
PF14952,1,7
PF14953,1,12
PF14955,1,7
PF14956,1,7
PF14958,1,7
PF14959,1,7
PF14960,1,7
PF14961,1,22
PF14962,1,7
PF14963,1,12
PF14964,1,12
PF14966,1,7
PF14968,1,12
PF14969,1,7
PF14972,1,7
PF14973,1,7
PF14974,1,7
PF14975,1,7
PF14978,1,7
PF14980,1,7
PF14981,1,7
PF14983,1,7
PF14984,1,7
PF14985,1,7
PF14986,1,7
PF14987,1,7
PF14989,1,7
PF14990,1,7
PF14991,1,7
PF14993,1,7
PF14994,1,12
PF14995,1,7
PF14996,1,7
PF14999,1,7
PF15000,1,7
PF15001,1,7
PF15002,1,12
PF15003,1,7
PF15004,1,7
PF15006,1,7
PF15007,1,7
PF15008,1,12
PF15009,1,7
PF15011,1,7
PF15012,1,7
PF15013,1,7
PF15014,1,12
PF15015,1,17
PF15016,1,7
PF15019,1,12
PF15020,1,12
PF15021,1,7
PF15022,1,7
PF15025,1,7
PF15028,1,7
PF15029,1,12
PF15030,1,12
PF15031,1,7
PF15032,1,17
PF15033,1,7
PF15034,1,7
PF15036,1,7
PF15038,1,7
PF15039,1,7
PF15041,1,7
PF15042,1,7
PF15043,1,7
PF15044,1,7
PF15046,1,12
PF15048,1,7
PF15050,1,7
PF15052,1,7
PF15053,1,12
PF15055,1,7
PF15061,1,7
PF15062,1,7
PF15064,1,17
PF15065,1,12
PF15066,1,17
PF15071,1,7
PF15072,1,7
PF15073,1,7
PF15074,1,7
PF15075,1,7
PF15076,1,7
PF15078,1,17
PF15079,1,12
PF15080,1,7
PF15081,1,7
PF15083,1,7
PF15084,1,7
PF15085,1,7
PF15086,1,7
PF15087,1,22
PF15088,1,7
PF15089,1,17
PF15090,1,17
PF15091,1,17
PF15092,1,7
PF15093,1,12
PF15094,1,7
PF15095,1,7
PF15096,1,7
PF15097,1,7
PF15098,1,7
PF15099,1,7
PF15100,1,12
PF15101,1,12
PF15102,1,7
PF15103,1,7
PF15104,1,7
PF15105,1,7
PF15106,1,12
PF15108,1,7
PF15109,1,7
PF15110,1,7
PF15111,1,12
PF15112,1,12
PF15113,1,17
PF15114,1,7
PF15116,1,7
PF15117,1,7
PF15119,1,7
PF15120,1,7
PF15121,1,7
PF15122,1,12
PF15123,1,7
PF15124,1,7
PF15127,1,7
PF15128,1,7
PF15130,1,12
PF15132,1,7
PF15133,1,12
PF15134,1,7
PF15135,1,12
PF15136,1,7
PF15137,1,12
PF15138,1,7
PF15139,1,7
PF15141,1,7
PF15142,1,7
PF15144,1,7
PF15145,1,7
PF15146,1,17
PF15147,1,7
PF15148,1,12
PF15149,1,12
PF15150,1,7
PF15151,1,7
PF15152,1,7
PF15153,1,7
PF15156,1,12
PF15158,1,7
PF15159,1,7
PF15160,1,12
PF15161,1,7
PF15162,1,7
PF15163,1,7
PF15164,1,12
PF15165,1,12
PF15167,1,7
PF15168,1,7
PF15169,1,7
PF15171,1,7
PF15172,1,7
PF15174,1,7
PF15175,1,7
PF15176,1,7
PF15179,1,7
PF15181,1,12
PF15182,1,7
PF15184,1,7
PF15185,1,12
PF15187,1,7
PF15188,1,7
PF15189,1,7
PF15190,1,7
PF15191,1,7
PF15192,1,7
PF15195,1,7
PF15196,1,7
PF15198,1,7
PF15199,1,7
PF15201,1,7
PF15202,1,7
PF15203,1,7
PF15204,1,7
PF15205,1,7
PF15207,1,7
PF15208,1,12
PF15209,1,7
PF15210,1,7
PF15211,1,7
PF15212,1,7
PF15213,1,7
PF15214,1,7
PF15215,1,7
PF15216,1,7
PF15217,1,7
PF15218,1,12
PF15219,1,7
PF15220,1,7
PF15221,1,7
PF15224,1,7
PF15225,1,7
PF15226,1,7
PF15234,1,12
PF15236,1,7
PF15239,1,12
PF15243,1,7
PF15244,1,17
PF15245,1,12
PF15247,1,7
PF15253,1,12
PF15254,1,27
PF15257,1,7
PF15261,1,7
PF15264,1,7
PF15274,1,27
PF15280,1,12
PF15281,1,7
PF15285,1,7
PF15289,1,7
PF15291,1,7
PF15292,1,7
PF15293,1,22
PF15294,1,12
PF15295,1,7
PF15296,1,7
PF15299,1,12
PF15302,1,12
PF15305,1,7
PF15306,1,7
PF15307,1,7
PF15310,1,12
PF15311,1,7
PF15312,1,7
PF15314,1,7
PF15318,1,7
PF15319,1,12
PF15322,1,12
PF15323,1,12
PF15324,1,37
PF15325,1,7
PF15328,1,12
PF15331,1,12
PF15332,1,12
PF15333,1,12
PF15334,1,12
PF15335,1,7
PF15338,1,7
PF15339,1,7
PF15340,1,7
PF15341,1,7
PF15343,1,7
PF15345,1,12
PF15346,1,7
PF15347,1,17
PF15348,1,12
PF15349,1,12
PF15350,1,27
PF15351,1,37
PF15352,1,27
PF15353,1,7
PF15354,1,7
PF15355,1,7
PF15356,1,7
PF15357,1,7
PF15358,1,17
PF15359,1,7
PF15360,1,7
PF15361,1,7
PF15362,1,27
PF15364,1,7
PF15366,1,7
PF15367,1,12
PF15368,1,7
PF15369,1,12
PF15370,1,7
PF15372,1,7
PF15373,1,17
PF15375,1,7
PF15376,1,37
PF15377,1,7
PF15379,1,7
PF15380,1,12
PF15382,1,7
PF15383,1,12
PF15384,1,7
PF15387,1,7
PF15389,1,7
PF15390,1,22
PF15391,1,7
PF15392,1,12
PF15393,1,7
PF15394,1,17
PF15395,1,32
PF15396,1,12
PF15397,1,12
PF15398,1,12
PF15399,1,7
PF15400,1,7
PF15419,1,7
PF15424,1,12
PF15427,1,12
PF15429,1,12
PF15431,1,7
PF15433,1,12
PF15435,1,7
PF15442,1,7
PF15443,1,7
PF15444,1,12
PF15449,1,37
PF15450,1,17
PF15451,1,7
PF15454,1,7
PF15455,1,12
PF15462,1,12
PF15464,1,7
PF15465,1,7
PF15466,1,7
PF15467,1,17
PF15468,1,12
PF15469,1,27
PF15470,1,7
PF15471,1,12
PF15472,1,12
PF15473,1,7
PF15475,1,7
PF15476,1,12
PF15478,1,7
PF15479,1,17
PF15480,1,12
PF15482,1,12
PF15484,1,7
PF15485,1,12
PF15486,1,7
PF15488,1,12
PF15489,1,32
PF15490,1,7
PF15492,1,12
PF15497,1,7
PF15498,1,22
PF15499,1,12
PF15501,1,17
PF15502,1,7
PF15503,1,7
PF15504,1,17
PF15505,1,7
PF15506,1,7
PF15509,1,17
PF15510,1,7
PF15512,1,7
PF15539,1,12
PF15546,1,12
PF15547,1,7
PF15548,1,17
PF15550,1,12
PF15551,1,12
PF15552,1,12
PF15553,1,7
PF15554,1,12
PF15555,1,7
PF15556,1,12
PF15557,1,12
PF15559,1,7
PF15576,1,12
PF15578,1,12
PF15620,1,12
PF15622,1,12
PF15627,1,7
PF15630,1,7
PF15632,1,7
PF15661,1,22
PF15662,1,7
PF15664,1,7
PF15667,1,12
PF15668,1,12
PF15669,1,7
PF15671,1,12
PF15672,1,12
PF15673,1,12
PF15674,1,7
PF15675,1,7
PF15676,1,17
PF15677,1,7
PF15678,1,17
PF15679,1,7
PF15680,1,7
PF15681,1,12
PF15682,1,7
PF15683,1,7
PF15684,1,7
PF15685,1,22
PF15686,1,17
PF15687,1,12
PF15688,1,12
PF15689,1,7
PF15690,1,12
PF15691,1,17
PF15693,1,7
PF15694,1,12
PF15702,1,12
PF15707,1,7
PF15709,1,17
PF15710,1,22
PF15712,1,22
PF15713,1,7
PF15715,1,7
PF15716,1,12
PF15717,1,22
PF15718,1,27
PF15719,1,7
PF15720,1,7
PF15721,1,7
PF15724,1,12
PF15725,1,7
PF15726,1,7
PF15727,1,12
PF15728,1,17
PF15729,1,7
PF15730,1,7
PF15732,1,7
PF15734,1,12
PF15736,1,17
PF15740,1,27
PF15741,1,22
PF15742,1,12
PF15743,1,7
PF15744,1,12
PF15745,1,12
PF15746,1,12
PF15747,1,7
PF15748,1,12
PF15749,1,7
PF15750,1,7
PF15751,1,7
PF15752,1,12
PF15753,1,7
PF15754,1,12
PF15755,1,12
PF15756,1,7
PF15757,1,7
PF15758,1,7
PF15759,1,17
PF15760,1,7
PF15761,1,7
PF15762,1,7
PF15763,1,7
PF15764,1,12
PF15765,1,7
PF15766,1,7
PF15767,1,17
PF15768,1,12
PF15769,1,17
PF15770,1,12
PF15771,1,17
PF15772,1,12
PF15773,1,17
PF15774,1,12
PF15775,1,7
PF15776,1,12
PF15778,1,12
PF15780,1,7
PF15785,1,22
PF15786,1,7
PF15789,1,7
PF15792,1,7
PF15793,1,7
PF15794,1,12
PF15795,1,7
PF15797,1,7
PF15798,1,7
PF15799,1,17
PF15800,1,12
PF15801,1,7
PF15802,1,17
PF15803,1,7
PF15805,1,7
PF15806,1,12
PF15809,1,12
PF15810,1,7
PF15811,1,7
PF15812,1,7
PF15813,1,12
PF15814,1,12
PF15816,1,12
PF15817,1,7
PF15818,1,32
PF15819,1,7
PF15820,1,7
PF15821,1,7
PF15822,1,12
PF15823,1,12
PF15824,1,12
PF15826,1,7
PF15828,1,7
PF15829,1,12
PF15830,1,12
PF15833,1,7
PF15834,1,12
PF15835,1,7
PF15836,1,7
PF15837,1,7
PF15838,1,7
PF15839,1,7
PF15841,1,7
PF15842,1,7
PF15843,1,12
PF15844,1,7
PF15845,1,7
PF15846,1,7
PF15847,1,12
PF15848,1,7
PF15849,1,7
PF15851,1,7
PF15852,1,7
PF15854,1,7
PF15855,1,7
PF15858,1,7
PF15859,1,7
PF15862,1,7
PF15865,1,12
PF15867,1,7
PF15873,1,7
PF15875,1,7
PF15876,1,7
PF15877,1,17
PF15878,1,7
PF15879,1,7
PF15880,1,7
PF15882,1,12
PF15884,1,7
PF15895,1,12
PF15897,1,7
PF15904,1,7
PF15905,1,12
PF15906,1,7
PF15907,1,12
PF15909,1,7
PF15911,1,12
PF15912,1,12
PF15921,1,32
PF15923,1,7
PF15924,1,12
PF15925,1,7
PF15926,1,12
PF15927,1,12
PF15938,1,7
PF15961,1,27
PF15963,1,7
PF15964,1,22
PF15967,1,22
PF15982,1,7
PF15990,1,7
PF15991,1,12
PF15996,1,7
PF15997,1,7
PF16002,1,12
PF16004,1,7
PF16006,1,12
PF16014,1,17
PF16015,1,7
PF16021,1,12
PF16025,1,7
PF16026,1,7
PF16028,1,7
PF16038,1,7
PF16044,1,7
PF16045,1,7
PF16050,1,12
PF16053,1,7
PF16054,1,7
PF16058,1,7
PF16059,1,7
PF16088,1,7
PF16090,1,7
PF16092,1,12
PF16093,1,7
PF16094,1,12
PF16097,1,7
PF16098,1,7
PF16099,1,7
PF16100,1,7
PF16101,1,7
PF16113,1,12
PF16114,1,7
PF16134,1,22
PF16164,1,7
PF16171,1,17
PF16180,1,7
PF16181,1,7
PF16185,1,12
PF16193,1,7
PF16195,1,7
PF16197,1,7
PF16198,1,7
PF16199,1,7
PF16200,1,7
PF16201,1,7
PF16202,1,12
PF16203,1,12
PF16204,1,12
PF16205,1,7
PF16206,1,27
PF16210,1,7
PF16273,1,7
PF16275,1,7
PF16276,1,7
PF16278,1,7
PF16282,1,7
PF16294,1,7
PF16311,1,7
PF16320,1,7
PF16347,1,7
PF16360,1,7
PF16368,1,12
PF16399,1,12
PF16413,1,12
PF16415,1,12
PF16417,1,7
PF16418,1,7
PF16420,1,12
PF16491,1,7
PF16501,1,7
PF16503,1,7
PF16507,1,17
PF16508,1,7
PF16521,1,7
PF16523,1,7
PF16528,1,12
PF16529,1,12
PF16531,1,7
PF16540,1,7
PF16544,1,7
PF16550,1,7
PF16551,1,7
PF16558,1,7
PF16565,1,7
PF16573,1,7
PF16574,1,7
PF16577,1,7
PF16598,1,7
PF16599,1,7
PF16601,1,7
PF16602,1,7
PF16605,1,7
PF16606,1,7
PF16607,1,7
PF16610,1,7
PF16611,1,7
PF16612,1,7
PF16613,1,7
PF16617,1,7
PF16618,1,12
PF16620,1,7
PF16623,1,7
PF16624,1,7
PF16625,1,7
PF16626,1,7
PF16630,1,7
PF16631,1,7
PF16633,1,7
PF16634,1,7
PF16635,1,7
PF16636,1,7
PF16637,1,7
PF16642,1,7
PF16647,1,7
PF16648,1,7
PF16649,1,7
PF16650,1,7
PF16653,1,12
PF16656,1,7
PF16660,1,7
PF16662,1,7
PF16666,1,7
PF16667,1,7
PF16669,1,7
PF16672,1,7
PF16678,1,7
PF16679,1,7
PF16681,1,7
PF16682,1,7
PF16685,1,7
PF16686,1,7
PF16687,1,17
PF16690,1,12
PF16692,1,12
PF16696,1,7
PF16698,1,7
PF16699,1,7
PF16700,1,7
PF16705,1,7
PF16706,1,7
PF16716,1,7
PF16717,1,7
PF16725,1,7
PF16726,1,7
PF16727,1,7
PF16735,1,7
PF16737,1,7
PF16740,1,7
PF16742,1,7
PF16744,1,7
PF16748,1,7
PF16752,1,7
PF16755,1,12
PF16756,1,12
PF16759,1,7
PF16764,1,7
PF16766,1,7
PF16768,1,12
PF16769,1,22
PF16772,1,7
PF16776,1,7
PF16780,1,7
PF16783,1,7
PF16791,1,7
PF16799,1,7
PF16801,1,7
PF16808,1,7
PF16832,1,7
PF16833,1,7
PF16835,1,7
PF16837,1,7
PF16840,1,7
PF16854,1,7
PF16858,1,7
PF16860,1,7
PF16869,1,7
PF16881,1,7
PF16886,1,7
PF16900,1,7
PF16901,1,7
PF16921,1,7
PF16922,1,7
PF16923,1,12
PF16953,1,12
PF16969,1,17
PF16978,1,7
PF16979,1,7
PF17004,1,7
PF17034,1,7
PF17061,1,12
PF17065,1,7
PF17066,1,12
PF17085,1,7
PF17098,1,7
PF17101,1,7
PF17102,1,7
PF17103,1,7
PF17120,1,7
PF17121,1,7
PF17135,1,7
PF17136,1,7
PF17144,1,7
PF17146,1,7
PF17169,1,7
PF17172,1,7
PF17180,1,7
PF17189,1,7
PF17211,1,7
PF17213,1,7
PF17221,1,7
PF17256,1,7
PF17285,1,12
PF17286,1,7
PF17292,1,7
PF17307,1,7
PF17333,1,7
PF17387,1,7
PF17391,1,7
PF17392,1,12
PF17403,1,7
PF17404,1,7
PF17405,1,12
PF17406,1,7
PF17407,1,7
PF17408,1,7
PF17489,1,7
PF17517,1,12
PF17653,1,7
PF17658,1,12
PF17659,1,27
PF17662,1,12
PF17663,1,32
PF17664,1,7
PF17665,1,7
PF17666,1,7
PF17669,1,7
PF17670,1,7
PF17671,1,7
PF17672,1,7
PF17673,1,7
PF17682,1,7
PF17683,1,7
PF17685,1,7
PF17686,1,7
PF17688,1,12
PF17690,1,7
PF17692,1,7
PF17694,1,7
PF17695,1,7
PF17696,1,7
PF17697,1,7
PF17698,1,7
PF17699,1,12
PF17701,1,7
PF17702,1,7
PF17703,1,7
PF17704,1,7
PF17706,1,12
PF17707,1,12
PF17710,1,12
PF17711,1,7
PF17712,1,7
PF17713,1,7
PF17714,1,7
PF17716,1,12
PF17717,1,7
PF17718,1,7
PF17719,1,7
PF17720,1,12
PF17721,1,12
PF17722,1,12
PF17724,1,12
PF17729,1,12
PF17730,1,17
PF17731,1,7
PF17732,1,12
PF17733,1,7
PF17737,1,7
PF17738,1,7
PF17739,1,7
PF17740,1,12
PF17741,1,12
PF17742,1,7
PF17743,1,7
PF17744,1,7
PF17745,1,7
PF17749,1,7
PF17753,1,7
PF17756,1,7
PF17759,1,12
PF17763,1,7
PF17767,1,7
PF17773,1,7
PF17778,1,7
PF17781,1,12
PF17786,1,7
PF17795,1,7
PF17796,1,7
PF17797,1,7
PF17798,1,7
PF17799,1,7
PF17812,1,7
PF17813,1,7
PF17819,1,7
PF17821,1,7
PF17822,1,12
PF17823,1,17
PF17825,1,42
PF17827,1,7
PF17833,1,7
PF17835,1,7
PF17848,1,7
PF17865,1,7
PF17869,1,7
PF17870,1,7
PF17872,1,7
PF17875,1,12
PF17877,1,7
PF17903,1,7
PF17908,1,7
PF17911,1,7
PF17927,1,7
PF17949,1,7
PF17950,1,7
PF17956,1,7
PF17968,1,7
PF17976,1,7
PF17978,1,7
PF17979,1,7
PF17981,1,7
PF18001,1,7
PF18004,1,7
PF18005,1,7
PF18017,1,7
PF18018,1,7
PF18026,1,7
PF18028,1,7
PF18036,1,7
PF18037,1,7
PF18048,1,7
PF18049,1,12
PF18051,1,7
PF18055,1,7
PF18072,1,7
PF18076,1,7
PF18077,1,7
PF18084,1,7
PF18091,1,7
PF18097,1,7
PF18098,1,7
PF18101,1,7
PF18110,1,7
PF18114,1,7
PF18115,1,7
PF18121,1,7
PF18122,1,7
PF18127,1,7
PF18129,1,7
PF18130,1,7
PF18131,1,7
PF18136,1,12
PF18137,1,7
PF18140,1,7
PF18141,1,7
PF18147,1,7
PF18149,1,7
PF18162,1,7
PF18190,1,7
PF18192,1,7
PF18207,1,7
PF18210,1,7
PF18256,1,7
PF18262,1,7
PF18263,1,7
PF18265,1,7
PF18266,1,7
PF18267,1,7
PF18278,1,7
PF18279,1,7
PF18282,1,7
PF18289,1,7
PF18290,1,7
PF18295,1,7
PF18300,1,7
PF18307,1,7
PF18323,1,7
PF18332,1,12
PF18334,1,12
PF18358,1,7
PF18359,1,7
PF18376,1,7
PF18383,1,7
PF18391,1,7
PF18409,1,7
PF18418,1,7
PF18420,1,7
PF18422,1,7
PF18424,1,7
PF18428,1,7
PF18432,1,7
PF18434,1,7
PF18437,1,7
PF18439,1,7
PF18440,1,7
PF18442,1,7
PF18445,1,7
PF18447,1,7
PF18450,1,7
PF18453,1,7
PF18455,1,7
PF18459,1,7
PF18461,1,7
PF18463,1,7
PF18464,1,7
PF18474,1,12
PF18479,1,7
PF18485,1,7
PF18486,1,7
PF18487,1,7
PF18503,1,7
PF18521,1,7
PF18552,1,7
PF18553,1,7
PF18554,1,7
PF18569,1,7
PF18577,1,7
PF18587,1,7
PF18594,1,7
PF18597,1,7
PF18608,1,7
PF18613,1,7
PF18617,1,7
PF18619,1,7
PF18633,1,7
PF18694,1,7
PF18699,1,7
PF18703,1,7
PF18704,1,7
PF18706,1,7
PF18707,1,7
PF18716,1,7
PF18717,1,7
PF18738,1,7
PF18770,1,7
PF18771,1,7
PF18772,1,7
PF18773,1,7
PF18774,1,7
PF18775,1,12
PF18777,1,7
PF18779,1,7
PF18784,1,7
PF18787,1,7
PF18800,1,7
PF18806,1,7
PF18816,1,7
PF18826,1,7
PF18831,1,7
PF18837,1,7
PF18890,1,7
PF18891,1,7
PF18911,1,7
PF18972,1,7
PF19016,1,7
PF19252,1,7
PF19269,1,7
PF19270,1,12
PF19273,1,27
PF19278,1,7
PF19279,1,7
PF19282,1,22
PF19283,1,17
PF19284,1,7
PF19285,1,7
PF19302,1,12
PF19304,1,7
PF19305,1,7
PF19316,1,17
PF19318,1,12
PF19321,1,12
PF19323,1,7
PF19324,1,7
PF19325,1,7
PF19330,1,7
PF19332,1,7
PF19333,1,7
PF19334,1,12
PF19336,1,7
PF19337,1,7
PF19338,1,7
PF19339,1,7
PF19340,1,12
PF19341,1,7
PF19418,1,12
PF19420,1,12
PF19423,1,42
PF19424,1,22
PF19427,1,17
PF19428,1,7
PF19430,1,12
PF19431,1,37
PF19432,1,27
PF19433,1,7
PF19434,1,12
PF19435,1,7
PF19437,1,7
PF19438,1,12
PF19439,1,22
PF19442,1,7
PF19444,1,12
PF19445,1,7
PF19533,1,12
PF19536,1,12
PF19566,1,12
PF19675,1,12
PF19687,1,12
PF19704,1,22
PF19710,1,7
PF19712,1,12
PF19718,1,12
PF19725,1,12
PF19729,1,17
PF19737,1,12
PF19745,1,17
PF19913,1,7
PF19914,1,7
PF20053,1,7
PF20067,1,7
PF20143,1,7
PF20175,1,22
PF20180,1,7
PF20206,1,52
PF20258,1,7
PF20259,1,7
