pfam_id,fasta_seqs,sto_lines
PF03091,1,7
PF03095,1,12
PF03096,4,24
PF03097,6,47
PF03098,10,94
PF03099,1,7
PF03102,1,12
PF03104,4,24
PF03105,3,20
PF03109,5,28
PF03114,16,72
PF03121,1,7
PF03124,1,12
PF03126,1,7
PF03127,6,17
PF03128,4,13
PF03129,9,23
PF03131,13,31
PF03133,14,64
PF03134,6,17
PF03137,25,214
PF03142,1,17
PF03143,1,7
PF03144,15,35
PF03145,3,11
PF03146,1,7
PF03147,2,9
PF03148,7,36
PF03151,9,44
PF03152,1,7
PF03153,3,29
PF03154,3,56
PF03155,2,23
PF03159,2,16
PF03160,48,200
PF03165,12,29
PF03166,8,40
PF03167,3,20
PF03171,3,11
PF03172,5,15
PF03176,2,16
PF03177,2,30
PF03178,3,20
PF03179,3,11
PF03184,12,56
PF03185,4,13
PF03188,5,15
PF03189,7,53
PF03190,1,7
PF03194,3,20
PF03199,1,7
PF03200,1,17
PF03208,3,11
PF03215,1,7
PF03221,13,31
PF03223,2,23
PF03224,1,12
PF03226,8,21
PF03227,1,7
PF03232,1,7
PF03234,1,7
PF03247,2,9
PF03248,1,7
PF03250,7,19
PF03253,3,20
PF03256,7,36
PF03259,3,11
PF03261,2,16
PF03265,2,16
PF03266,1,7
PF03271,3,11
PF03281,5,28
PF03283,1,17
PF03285,5,41
PF03291,1,12
PF03297,1,7
PF03298,2,16
PF03299,5,15
PF03301,1,12
PF03308,1,12
PF03311,5,15
PF03328,1,12
PF03332,2,16
PF03343,1,22
PF03344,1,7
PF03345,1,12
PF03348,5,41
PF03351,5,15
PF03357,12,56
PF03359,5,28
PF03360,3,20
PF03364,2,9
PF03366,4,13
PF03367,2,9
PF03368,1,7
PF03370,7,19
PF03371,2,9
PF03372,17,150
PF03378,1,17
PF03381,2,16
PF03388,4,24
PF03398,1,7
PF03399,3,20
PF03402,6,32
PF03403,2,16
PF03404,1,7
PF03414,4,24
PF03416,4,24
PF03435,2,9
PF03439,1,7
PF03441,2,16
PF03446,3,11
PF03447,1,7
PF03450,2,9
PF03451,10,25
PF03453,1,7
PF03454,1,7
PF03455,12,29
PF03456,15,35
PF03462,2,16
PF03463,1,7
PF03464,2,9
PF03465,2,9
PF03467,2,9
PF03473,3,11
PF03474,3,11
PF03476,3,11
PF03477,1,7
PF03483,1,12
PF03484,1,7
PF03485,1,7
PF03487,1,7
PF03489,9,23
PF03491,1,7
PF03493,4,13
PF03494,1,7
PF03501,3,11
PF03508,1,7
PF03509,1,7
PF03511,1,12
PF03516,23,51
PF03517,1,7
PF03520,5,28
PF03521,3,20
PF03522,14,95
PF03523,1,7
PF03528,2,23
PF03529,3,11
PF03530,4,13
PF03531,1,7
PF03533,1,7
PF03535,2,16
PF03540,1,7
PF03542,1,12
PF03546,2,23
PF03547,1,12
PF03556,5,15
PF03561,2,9
PF03567,12,56
PF03568,1,17
PF03571,1,17
PF03572,4,13
PF03577,3,29
PF03587,1,12
PF03600,1,17
PF03604,1,7
PF03607,16,37
PF03615,2,9
PF03619,4,24
PF03623,2,9
PF03629,1,12
PF03630,4,24
PF03632,1,12
PF03635,1,22
PF03637,7,19
PF03638,3,11
PF03643,3,20
PF03644,1,12
PF03645,6,17
PF03647,5,15
PF03650,3,11
PF03656,1,7
PF03657,1,7
PF03660,1,7
PF03661,1,12
PF03662,2,16
PF03665,2,16
PF03666,1,17
PF03669,1,7
PF03670,1,7
PF03671,1,7
PF03676,1,12
PF03690,1,12
PF03694,1,7
PF03700,2,9
PF03712,4,13
PF03715,1,12
PF03719,2,9
PF03720,1,7
PF03721,1,7
PF03725,6,17
PF03726,1,7
PF03727,9,44
PF03730,2,9
PF03731,2,16
PF03735,1,7
PF03736,30,65
PF03747,3,20
PF03762,1,7
PF03764,4,13
PF03765,8,21
PF03770,7,36
PF03781,2,16
PF03782,3,11
PF03792,4,13
PF03798,15,68
PF03800,1,7
PF03801,1,7
PF03803,5,28
PF03807,7,19
PF03810,16,37
PF03813,1,7
PF03815,8,21
PF03820,5,28
PF03821,4,24
PF03823,1,7
PF03826,15,35
PF03827,1,7
PF03828,9,23
PF03832,4,13
PF03834,1,7
PF03835,1,7
PF03836,3,11
PF03839,1,7
PF03847,1,7
PF03849,1,12
PF03850,1,12
PF03853,3,11
PF03859,2,9
PF03868,1,7
PF03870,1,7
PF03871,1,7
PF03874,2,9
PF03875,1,7
PF03876,3,11
PF03878,2,16
PF03881,2,16
PF03896,1,12
PF03900,1,7
PF03901,4,35
PF03908,1,7
PF03909,3,11
PF03911,1,7
PF03914,3,20
PF03915,2,23
PF03917,2,16
PF03919,1,7
PF03920,5,15
PF03921,5,15
PF03931,2,9
PF03932,1,12
PF03937,1,7
PF03939,1,7
PF03941,1,7
PF03942,2,16
PF03943,2,9
PF03946,2,9
PF03947,2,9
PF03949,3,20
PF03950,2,9
PF03951,1,7
PF03952,3,11
PF03953,22,49
PF03954,3,11
PF03957,3,20
PF03959,1,12
PF03962,1,7
PF03966,2,9
PF03969,1,12
PF03972,1,12
PF03980,1,7
PF03981,1,7
PF03982,7,36
PF03985,1,17
PF03987,2,16
PF03991,1,7
PF03992,3,11
PF03997,1,7
PF03998,1,12
PF03999,2,23
PF04000,3,11
PF04003,3,11
PF04004,1,7
PF04005,2,16
PF04006,1,17
PF04031,1,7
PF04032,1,7
PF04034,1,7
PF04037,1,7
PF04042,3,20
PF04045,1,12
PF04046,2,9
PF04048,1,7
PF04049,1,12
PF04050,1,7
PF04051,5,15
PF04053,2,16
PF04054,1,12
PF04055,9,44
PF04056,2,9
PF04057,1,7
PF04061,3,11
PF04062,1,7
PF04063,1,7
PF04064,1,7
PF04065,1,12
PF04068,2,9
PF04072,2,16
PF04073,1,7
PF04078,1,12
PF04080,1,12
PF04081,1,7
PF04083,1,7
PF04084,1,7
PF04086,1,12
PF04088,1,7
PF04089,10,25
PF04091,2,16
PF04095,1,12
PF04096,1,7
PF04097,1,22
PF04098,1,7
PF04099,2,16
PF04100,1,17
PF04101,1,7
PF04103,21,47
PF04104,1,7
PF04106,1,7
PF04109,2,23
PF04110,1,7
PF04111,2,9
PF04112,2,9
PF04113,2,30
PF04114,1,17
PF04116,6,17
PF04117,4,13
PF04118,2,16
PF04121,1,22
PF04124,1,12
PF04127,2,16
PF04129,1,7
PF04130,5,41
PF04133,2,9
PF04135,1,7
PF04136,1,7
PF04137,2,23
PF04139,2,16
PF04140,1,7
PF04142,5,28
PF04144,5,15
PF04145,2,9
PF04146,5,15
PF04147,1,27
PF04148,1,12
PF04152,1,7
PF04153,2,9
PF04157,2,16
PF04158,1,7
PF04161,1,12
PF04176,1,7
PF04177,2,16
PF04178,5,15
PF04180,1,17
PF04181,1,7
PF04182,1,7
PF04184,2,23
PF04188,1,17
PF04189,1,12
PF04190,1,12
PF04191,1,7
PF04192,1,12
PF04193,9,23
PF04194,2,9
PF04201,4,13
PF04209,1,7
PF04212,10,25
PF04218,11,27
PF04241,1,7
PF04253,5,15
PF04258,5,28
PF04263,1,7
PF04265,1,7
PF04266,1,7
PF04272,1,7
PF04275,1,7
PF04280,2,9
PF04281,1,7
PF04300,6,17
PF04321,1,12
PF04326,7,19
PF04360,1,7
PF04366,1,7
PF04376,1,7
PF04377,1,7
PF04379,2,9
PF04382,4,13
PF04387,4,13
PF04388,1,22
PF04389,12,56
PF04402,1,12
PF04406,1,7
PF04408,16,37
PF04410,2,9
PF04418,1,7
PF04419,3,11
PF04420,1,7
PF04421,1,7
PF04423,1,7
PF04424,2,16
PF04427,5,28
PF04430,2,9
PF04433,6,17
PF04434,5,15
PF04437,1,17
PF04438,6,17
PF04440,3,11
PF04442,1,7
PF04446,1,7
PF04457,1,7
PF04487,3,20
PF04488,2,9
PF04493,1,12
PF04494,2,9
PF04495,2,9
PF04499,3,29
PF04500,5,15
PF04502,2,16
PF04503,3,20
PF04505,16,37
PF04506,1,17
PF04511,3,11
PF04515,5,28
PF04516,6,32
PF04538,14,33
PF04547,11,102
PF04548,10,48
PF04549,1,7
PF04553,2,9
PF04557,1,7
PF04558,1,7
PF04560,3,11
PF04561,3,20
PF04563,6,32
PF04564,7,19
PF04565,3,11
PF04566,2,9
PF04567,2,9
PF04568,1,7
PF04571,3,11
PF04572,2,9
PF04573,1,7
PF04577,2,9
PF04579,3,11
PF04587,1,17
PF04588,5,15
PF04589,3,11
PF04592,1,12
PF04593,1,7
PF04597,1,17
PF04598,6,32
PF04603,1,7
PF04614,1,12
PF04615,2,30
PF04617,4,24
PF04621,3,20
PF04622,1,12
PF04627,2,9
PF04628,3,11
PF04629,3,20
PF04636,3,29
PF04641,1,12
PF04643,2,9
PF04644,2,9
PF04652,1,7
PF04658,2,9
PF04664,2,16
PF04666,4,24
PF04667,2,9
PF04668,1,7
PF04669,1,7
PF04670,4,24
PF04675,3,20
PF04676,2,9
PF04677,2,9
PF04678,2,16
PF04679,3,11
PF04680,7,19
PF04683,1,7
PF04685,1,12
PF04691,1,7
PF04692,2,9
PF04695,1,7
PF04696,1,7
PF04697,1,7
PF04698,2,30
PF04699,2,9
PF04704,4,24
PF04706,4,13
PF04707,6,17
PF04709,1,12
PF04710,3,20
PF04711,1,7
PF04712,2,23
PF04714,3,11
PF04716,1,7
PF04718,2,9
PF04719,14,33
PF04721,1,7
PF04722,7,19
PF04724,1,12
PF04727,6,32
PF04729,2,9
PF04731,3,11
PF04732,7,19
PF04733,1,12
PF04734,1,17
PF04739,2,9
PF04749,3,11
PF04750,2,16
PF04752,2,9
PF04756,3,20
PF04757,3,20
PF04758,1,7
PF04762,1,12
PF04768,1,7
PF04774,2,9
PF04775,5,15
PF04777,3,11
PF04790,4,24
PF04791,6,62
PF04794,1,12
PF04795,1,7
PF04799,2,9
PF04800,1,7
PF04801,1,17
PF04802,3,29
PF04803,3,11
PF04810,6,17
PF04811,6,32
PF04812,2,16
PF04813,1,7
PF04814,3,20
PF04815,6,17
PF04818,8,21
PF04819,3,11
PF04821,1,12
PF04822,1,7
PF04824,3,11
PF04825,3,11
PF04826,11,52
PF04828,4,13
PF04831,3,20
PF04832,2,9
PF04836,2,9
PF04840,2,16
PF04841,1,17
PF04845,3,20
PF04847,3,11
PF04849,3,20
PF04851,4,24
PF04855,1,12
PF04856,3,20
PF04857,9,65
PF04858,1,17
PF04868,2,9
PF04869,1,12
PF04871,1,7
PF04874,1,7
PF04880,2,9
PF04882,1,17
PF04884,1,12
PF04889,1,12
PF04893,6,32
PF04900,2,9
PF04901,3,11
PF04902,1,7
PF04904,2,9
PF04905,2,9
PF04906,3,29
PF04908,4,13
PF04909,1,12
PF04910,1,12
PF04912,1,12
PF04916,2,23
PF04921,2,9
PF04922,2,23
PF04923,2,9
PF04925,1,7
PF04926,3,11
PF04928,3,11
PF04930,2,9
PF04931,1,27
PF04934,1,7
PF04935,1,12
PF04938,1,12
PF04939,1,7
PF04949,1,7
PF04950,2,16
PF04952,2,9
PF04959,1,12
PF04960,2,16
PF04961,1,7
PF04968,4,13
PF04969,13,31
PF04970,8,21
PF04979,4,13
PF04981,1,12
PF04983,3,11
PF04987,1,17
PF04988,3,11
PF04990,1,7
PF04991,2,16
PF04992,1,7
PF04997,3,29
PF04998,5,54
PF05000,3,11
PF05001,26,57
PF05002,2,9
PF05004,2,16
PF05005,1,7
PF05007,1,12
PF05008,2,9
PF05010,3,20
PF05011,1,7
PF05014,1,7
PF05018,3,20
PF05019,1,12
PF05020,1,7
PF05021,1,12
PF05022,1,7
PF05024,1,12
PF05025,1,7
PF05026,1,7
PF05028,1,12
PF05029,1,7
PF05030,3,11
PF05033,7,19
PF05038,1,7
PF05039,2,9
PF05041,4,24
PF05044,2,9
PF05046,1,7
PF05047,3,11
PF05048,1,12
PF05049,2,16
PF05051,1,7
PF05053,2,30
PF05057,2,16
PF05060,1,12
PF05063,3,11
PF05064,2,9
PF05066,3,11
PF05071,2,9
PF05076,1,7
PF05083,1,7
PF05089,1,12
PF05090,1,12
PF05091,1,17
PF05093,2,9
PF05104,3,11
PF05110,5,41
PF05111,2,23
PF05118,3,11
PF05127,1,12
PF05129,1,7
PF05131,1,12
PF05132,1,7
PF05147,3,20
PF05148,1,12
PF05153,1,12
PF05154,4,13
PF05158,1,12
PF05160,1,7
PF05161,1,7
PF05162,1,7
PF05168,1,7
PF05172,1,7
PF05175,4,13
PF05177,1,7
PF05178,1,7
PF05179,1,7
PF05180,1,7
PF05181,1,7
PF05182,1,7
PF05184,6,17
PF05185,1,7
PF05186,5,15
PF05187,1,7
PF05188,4,13
PF05189,2,9
PF05190,4,13
PF05191,3,11
PF05192,9,65
PF05193,8,40
PF05195,2,9
PF05196,2,9
PF05197,2,9
PF05198,1,7
PF05199,1,7
PF05205,3,11
PF05206,1,12
PF05207,3,11
PF05208,1,12
PF05210,7,19
PF05216,1,12
PF05217,2,23
PF05219,1,12
PF05221,3,20
PF05222,2,9
PF05224,2,9
PF05225,3,11
PF05236,2,16
PF05238,1,17
PF05241,4,13
PF05242,1,7
PF05250,1,12
PF05251,1,7
PF05253,6,17
PF05254,1,7
PF05255,2,9
PF05270,2,9
PF05276,2,16
PF05277,1,12
PF05279,2,9
PF05281,1,12
PF05282,1,7
PF05283,3,11
PF05285,1,7
PF05287,12,56
PF05291,1,12
PF05292,1,12
PF05296,28,120
PF05300,2,9
PF05301,1,7
PF05303,1,7
PF05308,3,20
PF05324,2,9
PF05326,1,7
PF05327,5,41
PF05328,1,7
PF05334,2,9
PF05337,1,7
PF05345,1,7
PF05346,1,12
PF05347,9,23
PF05348,1,7
PF05349,3,20
PF05350,2,16
PF05351,3,11
PF05355,1,7
PF05361,4,13
PF05362,2,16
PF05365,1,7
PF05366,1,7
PF05368,1,12
PF05378,1,12
PF05383,7,19
PF05386,4,13
PF05391,1,7
PF05392,2,9
PF05395,3,20
PF05399,1,12
PF05404,1,7
PF05405,1,7
PF05406,3,11
PF05422,1,7
PF05427,1,12
PF05428,1,7
PF05432,1,12
PF05434,2,9
PF05438,1,12
PF05439,1,7
PF05450,1,12
PF05454,1,12
PF05456,3,11
PF05458,1,7
PF05460,1,7
PF05461,7,36
PF05463,2,16
PF05466,1,12
PF05470,2,30
PF05474,2,23
PF05477,1,12
PF05478,2,37
PF05483,1,22
PF05485,12,29
PF05486,1,7
PF05493,2,9
PF05495,1,7
PF05499,1,7
PF05502,2,23
PF05507,2,9
PF05510,2,9
PF05511,1,7
PF05517,3,11
PF05527,4,13
PF05529,2,9
PF05536,1,22
PF05544,1,12
PF05556,3,20
PF05557,1,22
PF05571,1,12
PF05572,2,16
PF05577,3,29
PF05586,2,9
PF05587,3,11
PF05600,1,17
PF05602,2,23
PF05603,1,7
PF05604,1,7
PF05605,7,19
PF05608,1,7
PF05609,2,16
PF05612,1,12
PF05615,1,7
PF05620,1,7
PF05622,3,29
PF05624,3,11
PF05625,1,12
PF05631,1,12
PF05640,4,24
PF05641,3,11
PF05644,2,16
PF05645,1,12
PF05647,5,15
PF05648,3,20
PF05649,8,59
PF05652,1,7
PF05653,6,32
PF05667,1,17
PF05669,1,7
PF05670,2,9
PF05672,4,13
PF05676,1,7
PF05679,8,78
PF05680,1,7
PF05686,3,29
PF05693,2,30
PF05694,1,17
PF05699,6,17
PF05700,1,12
PF05705,1,12
PF05706,1,7
PF05712,4,24
PF05715,4,13
PF05716,5,54
PF05719,2,16
PF05721,2,16
PF05724,1,12
PF05726,1,7
PF05729,24,104
PF05731,2,23
PF05735,5,15
PF05739,13,31
PF05741,3,11
PF05742,1,12
PF05743,2,9
PF05746,3,11
PF05753,1,7
PF05760,4,35
PF05761,5,41
PF05764,1,12
PF05768,1,7
PF05769,3,11
PF05770,1,12
PF05773,12,29
PF05778,1,7
PF05781,2,30
PF05782,1,17
PF05783,3,29
PF05786,1,27
PF05790,5,15
PF05793,1,17
PF05794,5,41
PF05804,1,22
PF05805,6,32
PF05806,1,12
PF05808,1,7
PF05811,1,7
PF05817,1,12
PF05821,1,7
PF05822,2,16
PF05824,3,11
PF05825,2,9
PF05826,3,11
PF05827,2,9
PF05831,27,59
PF05832,3,11
PF05833,1,17
PF05835,4,13
PF05837,1,12
PF05839,1,7
PF05843,2,23
PF05856,1,7
PF05859,1,12
PF05871,1,7
PF05873,1,7
PF05875,3,20
PF05881,1,12
PF05889,1,12
PF05890,1,12
PF05891,2,16
PF05902,4,13
PF05903,2,9
PF05907,1,7
PF05914,2,16
PF05915,1,7
PF05916,4,13
PF05918,1,17
PF05920,24,53
PF05922,1,7
PF05923,11,27
PF05924,5,15
PF05934,1,17
PF05937,1,7
PF05956,2,16
PF05958,1,12
PF05964,5,15
PF05965,5,15
PF05970,1,12
PF05971,1,12
PF05972,4,13
PF05978,2,23
PF05983,1,7
PF05986,25,55
PF05994,3,47
PF05995,1,7
PF05997,2,16
PF06001,2,9
PF06003,2,9
PF06008,5,28
PF06009,5,15
PF06012,1,12
PF06017,8,40
PF06021,5,28
PF06025,1,17
PF06026,1,7
PF06027,3,20
PF06031,5,15
PF06046,5,41
PF06047,2,9
PF06052,1,7
PF06058,2,9
PF06060,2,30
PF06068,2,16
PF06071,1,7
PF06079,1,12
PF06080,1,12
PF06083,6,17
PF06087,1,17
PF06090,1,17
PF06093,1,7
PF06094,1,7
PF06098,1,12
PF06102,1,7
PF06105,2,16
PF06110,1,7
PF06113,1,12
PF06119,5,28
PF06121,1,7
PF06140,4,13
PF06148,1,7
PF06155,2,9
PF06159,1,7
PF06179,1,7
PF06189,2,16
PF06201,2,9
PF06202,1,17
PF06209,1,12
PF06211,1,7
PF06212,1,7
PF06214,1,7
PF06218,2,23
PF06220,3,11
PF06221,1,7
PF06229,1,7
PF06237,3,29
PF06239,1,7
PF06244,1,7
PF06246,1,12
PF06248,1,7
PF06268,10,25
PF06271,1,7
PF06278,1,7
PF06292,9,86
PF06293,1,12
PF06294,3,11
PF06297,6,17
PF06309,6,17
PF06311,2,9
PF06312,9,44
PF06320,1,7
PF06325,6,32
PF06327,6,17
PF06328,4,13
PF06331,1,7
PF06333,2,23
PF06337,9,44
PF06345,1,7
PF06346,1,7
PF06350,1,12
PF06365,3,20
PF06367,9,44
PF06371,12,56
PF06372,1,7
PF06373,1,7
PF06374,2,9
PF06375,1,7
PF06384,2,9
PF06387,3,11
PF06388,2,9
PF06390,1,12
PF06391,1,12
PF06393,1,7
PF06396,1,7
PF06398,2,16
PF06399,1,7
PF06400,1,7
PF06401,1,12
PF06407,2,16
PF06409,20,88
PF06413,1,12
PF06417,1,7
PF06418,2,16
PF06419,1,7
PF06421,1,7
PF06423,1,17
PF06424,1,7
PF06427,2,9
PF06428,2,9
PF06432,1,12
PF06444,1,7
PF06446,1,7
PF06448,1,7
PF06455,1,7
PF06456,5,28
PF06459,3,20
PF06461,3,11
PF06462,6,17
PF06463,1,7
PF06464,5,15
PF06465,3,11
PF06466,2,16
PF06467,38,81
PF06468,2,16
PF06469,2,9
PF06470,6,17
PF06472,4,24
PF06473,3,20
PF06479,3,11
PF06480,2,9
PF06482,2,9
PF06484,5,28
PF06487,1,7
PF06512,10,48
PF06522,3,11
PF06524,1,12
PF06529,1,12
PF06534,3,20
PF06535,3,11
PF06540,1,7
PF06541,1,7
PF06544,3,11
PF06546,2,16
PF06553,2,16
PF06554,1,7
PF06565,7,19
PF06566,1,12
PF06567,1,7
PF06573,1,7
PF06581,1,12
PF06583,2,16
PF06584,1,7
PF06588,1,7
PF06602,16,107
PF06607,2,9
PF06608,1,7
PF06614,1,7
PF06617,3,20
PF06621,2,16
PF06623,5,15
PF06624,2,9
PF06625,2,9
PF06628,1,7
PF06632,1,7
PF06637,1,17
PF06638,2,23
PF06644,1,12
PF06645,1,7
PF06657,2,9
PF06658,1,7
PF06662,1,7
PF06663,3,20
PF06664,2,16
PF06668,6,32
PF06677,1,7
PF06679,3,11
PF06682,1,12
PF06699,1,7
PF06701,7,19
PF06702,3,20
PF06703,1,7
PF06726,1,7
PF06728,1,12
PF06729,1,7
PF06730,2,16
PF06732,1,12
PF06733,6,17
PF06736,2,9
PF06741,2,9
PF06743,6,17
PF06747,8,21
PF06752,2,16
PF06758,258,521
PF06762,2,9
PF06773,1,7
PF06775,1,12
PF06777,1,7
PF06783,1,7
PF06784,1,7
PF06789,2,9
PF06803,1,7
PF06807,1,7
PF06809,1,12
PF06814,5,28
PF06816,4,13
PF06817,9,23
PF06818,5,28
PF06821,1,7
PF06825,2,9
PF06827,1,7
PF06831,2,9
PF06839,9,23
PF06840,1,7
PF06842,2,9
PF06858,1,7
PF06859,2,9
PF06862,1,7
PF06870,1,12
PF06875,1,12
PF06881,2,9
PF06883,1,7
PF06886,2,9
PF06888,2,16
PF06905,1,7
PF06907,2,16
PF06910,1,7
PF06911,1,7
PF06916,2,9
PF06920,12,56
PF06936,1,7
PF06937,1,12
PF06941,2,9
PF06951,2,9
PF06954,2,9
PF06957,1,17
PF06959,1,12
PF06963,1,17
PF06969,1,7
PF06978,1,12
PF06979,3,11
PF06984,1,7
PF06989,1,7
PF06990,5,41
PF06991,1,12
PF07000,1,7
PF07001,3,11
PF07002,9,44
PF07004,31,67
PF07010,1,12
PF07019,2,9
PF07034,1,12
PF07035,1,12
PF07039,1,7
PF07047,1,7
PF07051,2,9
PF07052,1,7
PF07061,1,7
PF07064,1,7
PF07065,1,12
PF07074,1,7
PF07078,1,12
PF07084,2,9
PF07086,1,7
PF07092,3,11
PF07093,1,17
PF07096,1,7
PF07106,1,7
PF07111,1,22
PF07114,2,9
PF07139,2,16
PF07140,1,7
PF07142,2,9
PF07145,9,23
PF07147,2,23
PF07156,2,16
PF07159,4,24
PF07160,1,12
PF07162,3,11
PF07163,1,12
PF07175,1,7
PF07177,12,56
PF07189,1,7
PF07192,2,9
PF07200,4,13
PF07202,4,13
PF07213,2,9
PF07221,1,12
PF07222,1,12
PF07225,1,7
PF07228,1,12
PF07258,10,25
PF07259,1,12
PF07260,1,12
PF07263,1,17
PF07264,1,12
PF07281,2,16
PF07286,1,7
PF07289,1,12
PF07292,4,13
PF07297,1,7
PF07303,6,17
PF07304,1,7
PF07324,2,9
PF07326,1,12
PF07334,2,9
PF07347,1,7
PF07353,1,7
PF07354,2,9
PF07359,1,7
PF07392,1,7
PF07393,1,22
PF07400,1,7
PF07406,1,7
PF07412,2,9
PF07421,1,7
PF07426,1,7
PF07443,2,9
PF07448,1,7
PF07452,3,11
PF07458,9,23
PF07469,4,13
PF07474,4,24
PF07479,2,9
PF07491,1,7
PF07496,7,19
PF07500,7,19
PF07502,4,13
PF07521,3,11
PF07522,3,11
PF07524,3,11
PF07525,36,77
PF07527,11,27
PF07528,5,28
PF07529,4,13
PF07531,5,15
PF07533,7,19
PF07534,7,36
PF07535,3,11
PF07539,1,22
PF07540,1,7
PF07541,1,7
PF07542,1,7
PF07544,1,7
PF07545,3,11
PF07546,9,23
PF07555,1,12
PF07557,1,7
PF07558,1,7
PF07562,13,31
PF07565,11,52
PF07569,1,12
PF07571,2,9
PF07572,1,7
PF07574,1,7
PF07575,1,17
PF07576,1,7
PF07593,1,7
PF07645,288,581
PF07646,1,7
PF07647,38,81
PF07648,48,101
PF07650,1,7
PF07651,4,24
PF07653,69,143
PF07654,104,213
PF07657,5,15
PF07662,3,20
PF07670,3,11
PF07677,10,25
PF07678,11,52
PF07679,568,2280
PF07681,1,7
PF07683,5,15
PF07684,4,13
PF07686,437,879
PF07687,5,15
PF07690,69,566
PF07691,2,9
PF07693,2,23
PF07699,22,49
PF07700,3,11
PF07701,6,32
PF07703,10,25
PF07706,1,7
PF07707,60,125
PF07710,3,11
PF07711,1,7
PF07713,1,7
PF07714,135,1094
PF07716,13,31
PF07717,17,39
PF07718,1,7
PF07719,10,25
PF07722,1,12
PF07724,2,16
PF07728,11,52
PF07731,5,15
PF07732,11,52
PF07738,7,19
PF07741,1,7
PF07742,6,17
PF07743,1,7
PF07744,6,32
PF07748,5,28
PF07749,1,7
PF07757,1,7
PF07763,2,16
PF07766,3,20
PF07767,1,17
PF07773,6,32
PF07774,1,17
PF07776,1,7
PF07778,1,17
PF07779,1,17
PF07780,1,12
PF07782,4,24
PF07786,1,12
PF07787,1,12
PF07798,2,9
PF07803,3,11
PF07807,1,7
PF07808,1,12
PF07809,2,9
PF07810,8,21
PF07814,1,12
PF07815,3,11
PF07817,1,12
PF07818,1,7
PF07819,1,12
PF07830,3,11
PF07831,1,7
PF07834,1,7
PF07837,2,9
PF07842,3,20
PF07847,1,12
PF07850,1,7
PF07851,2,16
PF07855,1,7
PF07856,3,20
PF07857,1,12
PF07859,13,60
PF07884,2,9
PF07885,36,77
PF07888,2,23
PF07890,1,7
PF07894,8,40
PF07896,1,7
PF07904,1,7
PF07910,3,20
PF07912,1,7
PF07915,4,13
PF07923,2,16
PF07926,1,7
PF07928,1,7
PF07933,2,9
PF07934,1,7
PF07941,1,7
PF07942,1,12
PF07946,1,12
PF07947,2,9
PF07959,2,23
PF07962,1,7
PF07965,6,17
PF07966,7,19
PF07967,1,7
PF07970,3,20
PF07973,6,17
PF07974,17,39
PF07975,2,9
PF07978,6,17
PF07984,4,24
PF07985,1,7
PF07986,3,11
PF07988,2,9
PF07989,2,9
PF07992,12,83
PF07993,2,16
PF07994,2,16
PF07995,3,29
PF07998,1,7
PF08005,6,17
PF08007,2,9
PF08014,2,16
PF08016,11,52
PF08022,7,19
PF08030,7,19
PF08032,1,7
PF08033,6,17
PF08035,1,7
PF08038,1,7
PF08039,1,7
PF08040,1,7
PF08043,28,61
PF08059,4,13
PF08061,2,9
PF08062,3,11
PF08063,1,7
PF08064,1,7
PF08065,16,37
PF08066,1,7
PF08067,1,7
PF08068,1,7
PF08069,1,7
PF08070,2,9
PF08071,3,11
PF08072,1,7
PF08073,3,11
PF08074,3,11
PF08075,3,11
PF08079,2,9
PF08080,3,11
PF08081,9,23
PF08082,1,7
PF08083,1,17
PF08084,1,7
PF08100,2,9
PF08122,1,7
PF08123,1,12
PF08127,1,7
PF08142,2,9
PF08143,2,9
PF08144,1,7
PF08145,1,12
PF08146,1,7
PF08147,1,7
PF08148,2,9
PF08149,1,7
PF08150,5,15
PF08151,4,13
PF08152,2,9
PF08153,1,7
PF08154,2,9
PF08155,1,7
PF08156,2,9
PF08157,1,7
PF08158,1,12
PF08159,2,9
PF08161,1,12
PF08163,1,12
PF08164,1,7
PF08165,3,11
PF08166,2,9
PF08167,1,7
PF08168,1,12
PF08169,2,9
PF08170,1,7
PF08172,1,12
PF08174,3,11
PF08180,5,15
PF08190,3,11
PF08198,2,9
PF08202,1,12
PF08204,1,7
PF08205,31,67
PF08208,1,12
PF08209,1,7
PF08210,1,7
PF08212,1,7
PF08213,1,7
PF08214,2,16
PF08216,1,17
PF08221,1,7
PF08227,1,7
PF08231,1,7
PF08232,3,11
PF08234,1,7
PF08235,3,20
PF08236,2,9
PF08238,42,89
PF08240,16,72
PF08241,7,19
PF08242,4,13
PF08243,1,7
PF08246,8,21
PF08264,6,17
PF08265,2,9
PF08266,65,135
PF08271,4,13
PF08282,9,44
PF08285,1,7
PF08286,1,7
PF08288,1,7
PF08292,1,7
PF08293,1,7
PF08294,1,7
PF08295,3,11
PF08311,2,9
PF08312,3,11
PF08313,4,13
PF08314,1,22
PF08315,1,7
PF08318,1,12
PF08320,1,12
PF08321,3,11
PF08324,1,12
PF08326,2,30
PF08327,2,9
PF08332,4,13
PF08336,3,11
PF08337,18,119
PF08338,1,7
PF08344,6,17
PF08347,4,24
PF08351,1,12
PF08355,2,9
PF08356,2,9
PF08357,6,17
PF08365,1,7
PF08366,4,13
PF08367,1,12
PF08368,6,17
PF08372,2,9
PF08373,6,17
PF08374,5,28
PF08375,1,7
PF08377,1,32
PF08383,4,13
PF08384,1,7
PF08385,11,102
PF08389,6,32
PF08391,1,7
PF08393,15,101
