Pfam_code,mean_%conservation,blosum62_global_mean,perc_gaps
PF06464,0.66,2.0,0.03
PF06467,0.36,1.21,0.07
PF06472,0.6,0.63,0.0
PF06473,0.49,0.92,0.08
PF06546,1.0,,0.0
PF06581,1.0,,0.0
PF06602,1.0,,0.0
PF06607,1.0,,0.0
PF06637,1.0,,0.0
PF06679,1.0,,0.0
PF06730,1.0,,0.0
PF06733,0.61,1.88,0.03
PF06747,0.57,0.56,0.04
PF06758,0.57,1.57,0.05
PF06777,1.0,,0.0
PF06809,1.0,,0.0
PF06817,1.0,,0.0
PF06839,0.63,2.8,0.06
PF06888,1.0,,0.0
PF06907,1.0,,0.0
PF06954,1.0,,0.0
PF06959,1.0,,0.0
PF06963,1.0,,0.0
PF06990,0.61,1.78,0.04
PF07002,0.76,3.22,0.02
PF07004,0.33,1.77,0.36
PF07010,1.0,,0.0
PF07034,1.0,,0.0
PF07096,1.0,,0.0
PF07106,1.0,,0.0
PF07139,1.0,,0.0
PF07140,1.0,,0.0
PF07145,1.0,,0.0
PF07163,1.0,,0.0
PF07225,1.0,,0.0
PF07263,1.0,,0.0
PF07292,0.65,1.08,0.01
PF07326,1.0,,0.0
PF07334,1.0,,0.0
PF07354,1.0,,0.0
PF07458,0.74,2.53,0.01
PF07521,1.0,,0.0
PF07522,1.0,,0.0
PF07524,0.62,1.27,0.05
PF07525,1.0,,0.0
PF07562,1.0,,0.0
PF07565,0.61,2.09,0.03
PF07645,0.6,2.59,0.02
PF07646,1.0,,0.0
PF07647,0.37,0.59,0.07
PF07648,0.51,1.9,0.06
PF07651,0.83,3.61,0.01
PF07653,0.45,0.11,0.04
PF07654,0.38,1.17,0.09
PF07670,0.85,4.15,0.01
PF07678,0.6,1.67,0.03
PF07679,0.34,1.04,0.1
PF07686,0.3,0.44,0.09
PF07699,0.55,1.8,0.01
PF07707,0.48,1.34,0.02
PF07714,0.48,1.76,0.03
PF07716,0.56,1.46,0.04
PF07717,0.55,1.33,0.06
PF07728,0.57,1.29,0.07
PF07738,0.57,1.65,0.03
PF07744,1.0,,0.0
PF07748,0.65,1.26,0.02
PF07773,0.44,0.57,0.07
PF07776,1.0,,0.0
PF07819,1.0,,0.0
PF07842,1.0,,0.0
PF07847,1.0,,0.0
PF07857,1.0,,0.0
PF07885,0.61,1.2,0.1
PF07888,1.0,,0.0
PF07894,1.0,,0.0
PF07915,0.56,1.62,0.02
PF07942,1.0,,0.0
PF07947,1.0,,0.0
PF07959,1.0,,0.0
PF07974,0.65,3.84,0.04
PF07984,1.0,,0.0
PF07986,1.0,,0.0
PF08007,0.7,2.12,0.04
PF08016,1.0,,0.0
PF08032,1.0,,0.0
PF08033,0.53,0.98,0.02
PF08038,1.0,,0.0
PF08040,1.0,,0.0
PF08070,1.0,,0.0
PF08081,1.0,,0.0
PF08180,1.0,,0.0
PF08190,1.0,,0.0
PF08202,1.0,,0.0
PF08204,1.0,,0.0
PF08205,0.34,0.56,0.12
PF08238,0.39,0.94,0.17
PF08264,0.56,0.18,0.14
PF08266,0.66,2.7,0.02
PF08271,0.63,0.85,0.02
PF08327,1.0,,0.0
PF08357,0.45,0.58,0.02
PF08373,1.0,,0.0
PF08377,1.0,,0.0
PF08385,1.0,,0.0
PF08389,0.44,0.62,0.02
PF08397,0.55,1.4,0.01
PF08416,0.58,0.16,0.03
PF08430,0.74,2.58,0.04
PF08433,1.0,,0.0
PF08434,1.0,,0.0
PF08441,0.54,1.13,0.02
PF08444,0.74,2.6,0.0
PF08447,0.73,3.54,0.09
PF08466,1.0,,0.0
PF08491,1.0,,0.0
PF08513,1.0,,0.0
PF08516,1.0,,0.0
PF08526,0.65,1.14,0.0
PF08527,1.0,,0.0
PF08540,1.0,,0.0
PF08551,1.0,,0.0
PF08558,0.63,1.27,0.03
PF08568,1.0,,0.0
PF08583,1.0,,0.0
PF08604,1.0,,0.0
PF08615,1.0,,0.0
PF08629,1.0,,0.0
PF08641,1.0,,0.0
PF08646,1.0,,0.0
PF08661,1.0,,0.0
PF08662,0.59,0.78,0.01
PF08675,1.0,,0.0
PF08688,1.0,,0.0
PF08709,1.0,,0.0
PF08726,0.67,2.33,0.02
PF08742,0.54,2.34,0.02
PF08743,1.0,,0.0
PF08774,1.0,,0.0
PF08777,0.61,0.81,0.03
PF08784,1.0,,0.0
PF08797,1.0,,0.0
PF08801,1.0,,0.0
PF08824,1.0,,0.0
PF08826,1.0,,0.0
PF08840,0.69,2.42,0.01
PF08913,1.0,,0.0
PF08916,1.0,,0.0
PF08952,0.66,1.8,0.03
PF08976,0.6,1.56,0.21
PF08997,1.0,,0.0
PF09004,1.0,,0.0
PF09006,1.0,,0.0
PF09011,1.0,,0.0
PF09030,1.0,,0.0
PF09038,1.0,,0.0
PF09067,0.65,1.36,0.01
PF09069,1.0,,0.0
PF09085,1.0,,0.0
PF09128,1.0,,0.0
PF09162,1.0,,0.0
PF09169,1.0,,0.0
PF09170,1.0,,0.0
PF09240,0.49,0.47,0.02
PF09256,1.0,,0.0
PF09258,1.0,,0.0
PF09261,0.63,1.14,0.02
PF09291,1.0,,0.0
PF09294,0.43,0.77,0.05
PF09309,1.0,,0.0
PF09325,1.0,,0.0
PF09332,1.0,,0.0
PF09358,1.0,,0.0
PF09379,0.46,1.07,0.02
PF09380,0.43,0.92,0.05
PF09422,0.4,1.12,0.44
PF09439,1.0,,0.0
PF09457,0.61,1.48,0.0
PF09469,0.76,2.73,0.0
PF09514,1.0,,0.0
PF09532,1.0,,0.0
PF09727,1.0,,0.0
PF09766,1.0,,0.0
PF09772,1.0,,0.0
PF09787,1.0,,0.0
PF09809,1.0,,0.0
PF09811,0.64,1.33,0.0
PF09812,1.0,,0.0
PF09815,1.0,,0.0
PF10034,0.62,0.99,0.03
PF10151,1.0,,0.0
PF10184,1.0,,0.0
PF10186,1.0,,0.0
PF10192,1.0,,0.0
PF10226,1.0,,0.0
PF10242,1.0,,0.0
PF10243,1.0,,0.0
PF10257,1.0,,0.0
PF10262,1.0,,0.0
PF10263,1.0,,0.0
PF10265,1.0,,0.0
PF10277,1.0,,0.0
PF10278,1.0,,0.0
PF10300,1.0,,0.0
PF10344,1.0,,0.0
PF10367,1.0,,0.0
PF10376,1.0,,0.0
PF10392,1.0,,0.0
PF10401,0.64,1.1,0.02
PF10409,0.87,4.13,0.02
PF10420,1.0,,0.0
PF10427,0.61,2.25,0.1
PF10472,1.0,,0.0
PF10488,1.0,,0.0
PF10500,1.0,,0.0
PF10508,1.0,,0.0
PF10565,1.0,,0.0
PF10591,1.0,,0.0
PF10607,0.37,0.68,0.31
PF10609,1.0,,0.0
PF10630,1.0,,0.0
PF10631,1.0,,0.0
PF11109,1.0,,0.0
PF11235,1.0,,0.0
PF11465,1.0,,0.0
PF11510,1.0,,0.0
PF11526,1.0,,0.0
PF11560,1.0,,0.0
PF11598,0.74,2.6,0.0
PF11699,1.0,,0.0
PF11759,0.59,2.8,0.18
PF11788,1.0,,0.0
PF11789,1.0,,0.0
PF11802,1.0,,0.0
PF11819,1.0,,0.0
PF11838,1.0,,0.0
PF11933,1.0,,0.0
PF11971,1.0,,0.0
PF11977,0.73,2.45,0.01
PF12004,1.0,,0.0
PF12047,1.0,,0.0
PF12160,1.0,,0.0
PF12171,0.63,1.15,0.02
PF12201,1.0,,0.0
PF12231,1.0,,0.0
PF12260,1.0,,0.0
PF12297,1.0,,0.0
PF12304,1.0,,0.0
PF12349,1.0,,0.0
PF12424,0.57,0.86,0.19
PF12440,0.47,1.07,0.09
PF12480,0.86,3.88,0.01
PF12548,0.54,0.83,0.29
PF12569,1.0,,0.0
PF12657,1.0,,0.0
PF12661,0.5,2.54,0.07
PF12662,0.59,3.0,0.01
PF12738,1.0,,0.0
PF12770,1.0,,0.0
PF12777,0.85,3.6,0.0
PF12796,0.62,1.14,0.04
PF12799,1.0,,0.0
PF12851,1.0,,0.0
PF12861,1.0,,0.0
PF12872,0.4,0.8,0.08
PF12874,0.53,2.36,0.03
PF12877,1.0,,0.0
PF12885,1.0,,0.0
PF12906,1.0,,0.0
PF12937,0.67,1.64,0.02
PF12947,0.54,2.74,0.06
PF12998,1.0,,0.0
PF13086,1.0,,0.0
PF13087,1.0,,0.0
PF13088,1.0,,0.0
PF13193,0.59,0.35,0.01
PF13240,1.0,,0.0
PF13279,1.0,,0.0
PF13324,1.0,,0.0
PF13330,0.73,2.61,0.01
PF13365,1.0,,0.0
PF13378,1.0,,0.0
PF13402,0.86,4.16,0.0
PF13410,1.0,,0.0
PF13450,1.0,,0.0
PF13499,0.59,0.57,0.07
PF13513,1.0,,0.0
PF13517,1.0,,0.0
PF13679,1.0,,0.0
PF13691,1.0,,0.0
PF13725,1.0,,0.0
PF13757,0.72,1.97,0.01
PF13765,0.63,2.29,0.01
PF13804,0.98,5.35,0.0
PF13831,1.0,,0.0
PF13832,1.0,,0.0
PF13833,1.0,,0.0
PF13837,0.93,4.63,0.0
PF13840,1.0,,0.0
PF13841,0.53,2.02,0.01
PF13842,1.0,,0.0
PF13843,0.61,1.84,0.01
PF13848,0.57,0.01,0.01
PF13853,1.0,,0.0
PF13855,0.62,1.35,0.03
PF13862,1.0,,0.0
PF13868,0.6,0.66,0.01
PF13873,0.63,0.95,0.01
PF13883,0.69,2.29,0.01
PF13885,0.55,2.72,0.06
PF13895,0.39,0.57,0.09
PF13897,1.0,,0.0
PF13899,1.0,,0.0
PF13903,1.0,,0.0
PF13905,1.0,,0.0
PF13908,0.61,1.73,0.13
PF13911,0.53,0.98,0.05
PF13913,0.54,2.03,0.08
PF13914,1.0,,0.0
PF13916,1.0,,0.0
PF13920,0.59,2.1,0.04
PF13923,1.0,,0.0
PF13927,0.46,1.17,0.07
PF14160,1.0,,0.0
PF14260,1.0,,0.0
PF14306,0.84,3.85,0.0
PF14360,1.0,,0.0
PF14493,1.0,,0.0
PF14523,1.0,,0.0
PF14565,1.0,,0.0
PF14572,1.0,,0.0
PF14596,1.0,,0.0
PF14631,1.0,,0.0
PF14634,1.0,,0.0
PF14635,1.0,,0.0
PF14639,1.0,,0.0
PF14642,0.33,4.15,0.64
PF14643,1.0,,0.0
PF14648,1.0,,0.0
PF14650,0.63,0.84,0.04
PF14651,1.0,,0.0
PF14654,1.0,,0.0
PF14670,1.0,,0.0
PF14694,1.0,,0.0
PF14701,1.0,,0.0
PF14707,0.66,2.73,0.02
PF14713,1.0,,0.0
PF14724,1.0,,0.0
PF14749,1.0,,0.0
PF14787,0.88,4.58,0.0
PF14797,1.0,,0.0
PF14800,1.0,,0.0
PF14816,1.0,,0.0
PF14817,1.0,,0.0
PF14818,1.0,,0.0
PF14828,1.0,,0.0
PF14836,0.65,1.74,0.02
PF14858,1.0,,0.0
PF14880,1.0,,0.0
PF14893,1.0,,0.0
PF14915,1.0,,0.0
PF14922,1.0,,0.0
PF14925,1.0,,0.0
PF14932,1.0,,0.0
PF14933,1.0,,0.0
PF14950,1.0,,0.0
PF14951,1.0,,0.0
PF14957,1.0,,0.0
PF14958,1.0,,0.0
PF14967,1.0,,0.0
PF14969,1.0,,0.0
PF14977,1.0,,0.0
PF14979,1.0,,0.0
PF14985,1.0,,0.0
PF14986,1.0,,0.0
PF14988,0.59,0.62,0.03
PF14992,0.71,1.97,0.01
PF15005,0.63,1.06,0.01
PF15015,1.0,,0.0
PF15020,1.0,,0.0
PF15030,1.0,,0.0
PF15032,1.0,,0.0
PF15037,1.0,,0.0
PF15039,1.0,,0.0
PF15040,0.79,2.89,0.0
PF15050,1.0,,0.0
PF15057,1.0,,0.0
PF15058,1.0,,0.0
PF15068,1.0,,0.0
PF15070,1.0,,0.0
PF15079,1.0,,0.0
PF15080,1.0,,0.0
PF15081,1.0,,0.0
PF15083,1.0,,0.0
PF15095,1.0,,0.0
PF15101,1.0,,0.0
PF15102,1.0,,0.0
PF15105,1.0,,0.0
PF15136,1.0,,0.0
PF15141,1.0,,0.0
PF15142,1.0,,0.0
PF15143,0.59,3.68,0.38
PF15149,1.0,,0.0
PF15160,1.0,,0.0
PF15164,1.0,,0.0
PF15165,1.0,,0.0
PF15174,1.0,,0.0
PF15177,0.63,0.76,0.03
PF15180,1.0,,0.0
PF15192,1.0,,0.0
PF15195,1.0,,0.0
PF15199,1.0,,0.0
PF15201,1.0,,0.0
PF15202,1.0,,0.0
PF15205,1.0,,0.0
PF15206,1.0,,0.0
PF15209,1.0,,0.0
PF15215,1.0,,0.0
PF15218,1.0,,0.0
PF15227,1.0,,0.0
PF15231,1.0,,0.0
PF15255,1.0,,0.0
PF15268,1.0,,0.0
PF15274,1.0,,0.0
PF15288,1.0,,0.0
PF15291,1.0,,0.0
PF15292,1.0,,0.0
PF15314,1.0,,0.0
PF15315,1.0,,0.0
PF15319,1.0,,0.0
PF15324,1.0,,0.0
PF15334,1.0,,0.0
PF15338,1.0,,0.0
PF15339,1.0,,0.0
PF15347,1.0,,0.0
PF15351,1.0,,0.0
PF15352,1.0,,0.0
PF15357,1.0,,0.0
PF15371,1.0,,0.0
PF15372,1.0,,0.0
PF15379,1.0,,0.0
PF15384,1.0,,0.0
PF15390,1.0,,0.0
PF15391,1.0,,0.0
PF15393,1.0,,0.0
PF15395,1.0,,0.0
PF15399,1.0,,0.0
PF15412,1.0,,0.0
PF15419,1.0,,0.0
PF15423,1.0,,0.0
PF15429,1.0,,0.0
PF15439,1.0,,0.0
PF15440,1.0,,0.0
PF15441,1.0,,0.0
PF15455,1.0,,0.0
PF15462,1.0,,0.0
PF15471,1.0,,0.0
PF15482,1.0,,0.0
PF15483,1.0,,0.0
PF15485,1.0,,0.0
PF15489,1.0,,0.0
PF15506,1.0,,0.0
PF15508,1.0,,0.0
PF15539,1.0,,0.0
PF15554,1.0,,0.0
PF15557,1.0,,0.0
PF15578,1.0,,0.0
PF15621,1.0,,0.0
PF15622,1.0,,0.0
PF15664,1.0,,0.0
PF15670,1.0,,0.0
PF15681,1.0,,0.0
PF15687,1.0,,0.0
PF15688,1.0,,0.0
PF15695,0.9,3.79,0.0
PF15710,1.0,,0.0
PF15721,1.0,,0.0
PF15727,1.0,,0.0
PF15729,1.0,,0.0
PF15741,1.0,,0.0
PF15746,1.0,,0.0
PF15754,1.0,,0.0
PF15758,1.0,,0.0
PF15769,1.0,,0.0
PF15776,1.0,,0.0
PF15783,0.35,1.05,0.44
PF15788,0.48,1.25,0.24
PF15789,1.0,,0.0
PF15790,1.0,,0.0
PF15807,1.0,,0.0
PF15816,1.0,,0.0
PF15817,1.0,,0.0
PF15821,1.0,,0.0
PF15830,1.0,,0.0
PF15838,1.0,,0.0
PF15841,1.0,,0.0
PF15843,1.0,,0.0
PF15845,1.0,,0.0
PF15847,1.0,,0.0
PF15849,1.0,,0.0
PF15855,1.0,,0.0
PF15873,1.0,,0.0
PF15874,0.64,0.99,0.01
PF15875,1.0,,0.0
PF15876,1.0,,0.0
PF15895,1.0,,0.0
PF15897,1.0,,0.0
PF15902,1.0,,0.0
PF15903,1.0,,0.0
PF15908,1.0,,0.0
PF15909,1.0,,0.0
PF15910,1.0,,0.0
PF15913,1.0,,0.0
PF15961,1.0,,0.0
PF15964,1.0,,0.0
PF15974,1.0,,0.0
PF16006,1.0,,0.0
PF16076,1.0,,0.0
PF16094,1.0,,0.0
PF16177,1.0,,0.0
PF16182,0.5,,0.5
PF16207,1.0,,0.0
PF16208,1.0,,0.0
PF16210,1.0,,0.0
PF16214,1.0,,0.0
PF16317,1.0,,0.0
PF16360,1.0,,0.0
PF16474,1.0,,0.0
PF16482,1.0,,0.0
PF16489,1.0,,0.0
PF16492,0.85,3.54,0.02
PF16499,1.0,,0.0
PF16619,1.0,,0.0
PF16620,1.0,,0.0
PF16630,1.0,,0.0
PF16647,1.0,,0.0
PF16652,1.0,,0.0
PF16696,1.0,,0.0
PF16716,1.0,,0.0
PF16746,1.0,,0.0
PF16788,1.0,,0.0
PF17039,0.87,4.19,0.0
PF17047,1.0,,0.0
PF17085,1.0,,0.0
PF17146,1.0,,0.0
PF17256,1.0,,0.0
PF17284,0.63,1.64,0.03
PF17285,1.0,,0.0
PF17286,1.0,,0.0
PF17291,0.8,3.41,0.0
PF17333,1.0,,0.0
PF17450,1.0,,0.0
PF17489,1.0,,0.0
PF17490,1.0,,0.0
PF17677,1.0,,0.0
PF17686,1.0,,0.0
PF17690,1.0,,0.0
PF17698,1.0,,0.0
PF17699,1.0,,0.0
PF17703,1.0,,0.0
PF17706,1.0,,0.0
PF17708,0.51,0.7,0.04
PF17710,1.0,,0.0
PF17714,1.0,,0.0
PF17729,1.0,,0.0
PF17739,1.0,,0.0
PF17744,1.0,,0.0
PF17749,1.0,,0.0
PF17776,1.0,,0.0
PF17779,1.0,,0.0
PF17780,1.0,,0.0
PF17790,1.0,,0.0
PF17791,1.0,,0.0
PF17821,1.0,,0.0
PF17825,1.0,,0.0
PF17848,1.0,,0.0
PF17857,0.78,2.94,0.0
PF17862,1.0,,0.0
PF17900,0.6,1.53,0.01
PF17927,1.0,,0.0
PF17949,1.0,,0.0
PF18111,1.0,,0.0
PF18114,1.0,,0.0
PF18122,1.0,,0.0
PF18139,1.0,,0.0
PF18201,1.0,,0.0
PF18256,1.0,,0.0
PF18366,0.84,3.7,0.0
PF18727,0.69,2.57,0.02
PF18872,0.92,4.77,0.0
PF18875,1.0,,0.0
PF18876,1.0,,0.0
PF19031,0.45,0.37,0.04
PF19032,0.56,0.14,0.08
PF19033,0.45,0.08,0.04
PF19036,0.57,-0.15,0.02
PF19037,0.58,-0.18,0.05
PF19038,0.56,-0.49,0.02
PF19046,1.0,,0.0
PF19047,1.0,,0.0
PF19088,1.0,,0.0
PF19236,1.0,,0.0
PF19273,1.0,,0.0
PF19317,1.0,,0.0
PF19326,0.78,3.08,0.0
PF19336,1.0,,0.0
PF19729,1.0,,0.0
PF19743,1.0,,0.0
PF20166,0.56,1.0,0.01
PF20168,1.0,,0.0
PF20258,1.0,,0.0
PF20259,1.0,,0.0
PF20266,0.61,1.25,0.04
PF20433,1.0,,0.0
PF20443,0.55,0.06,0.1
PF20491,1.0,,0.0
PF20510,1.0,,0.0
PF20511,1.0,,0.0
PF20512,1.0,,0.0
PF20514,1.0,,0.0
PF20518,1.0,,0.0
PF20519,1.0,,0.0
PF20626,1.0,,0.0
PF20634,1.0,,0.0
PF20665,1.0,,0.0
PF20666,1.0,,0.0
PF20691,0.84,4.01,0.0
PF20692,1.0,,0.0
PF20721,1.0,,0.0
PF20770,1.0,,0.0
PF20801,1.0,,0.0
PF20805,0.54,1.23,0.04
PF20806,0.48,0.74,0.11
PF20808,1.0,,0.0
PF20826,1.0,,0.0
PF20854,1.0,,0.0
PF20864,1.0,,0.0
PF20885,1.0,,0.0
PF20927,1.0,,0.0
PF20936,1.0,,0.0
PF20989,1.0,,0.0
PF20996,1.0,,0.0
PF21009,0.53,1.78,0.42
PF21031,1.0,,0.0
PF21032,1.0,,0.0
PF21033,1.0,,0.0
PF21034,1.0,,0.0
PF21044,1.0,,0.0
PF21045,1.0,,0.0
PF21317,1.0,,0.0
PF21363,1.0,,0.0
PF21365,0.84,3.67,0.0
PF21399,1.0,,0.0
PF21530,1.0,,0.0
PF21711,1.0,,0.0
PF21771,1.0,,0.0
